SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,KEYWORD_GUBUN,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
N,P04,S43,80137720714,0,재구매,촉촉,시원,티트리,쿨링,74.43,62.45,61.06,54.49,49.6
N,P04,S43,80137720714,1,대박 가성비 갑인듯해욤 아직 한번 해봤는데 괜찮았어요,너무 시원하네요,생각보다 양이많아서 놀랐어요,얼굴에 열이 잘 오르는편이라 항상 볼에 붉은열감이 느껴졌었는데 팩사용후 좀 줄어든거같아요,자극없이 시원한느낌이었어요,,,,,
N,P06,S28,83485940089,0,웜톤,팔레트,색이,발색,레오제이,14.57,12.43,11.96,10.35,10.04
N,P06,S28,83485940089,1,웜톤에게 모두 찰떡인 색상들,효과는 써봐야 알거 같아요시 서구 검단천로 153,생각보다 발색은 옅어요,아직 사용해보진 않아지만 지속력도 좋았으면 좋겠어용 감삼다,유튜브에서 보고 궁금했는데 저렴하게 잘샀어요,,,,,
N,P07,S15,23389838493,0,발색,예뻐요,색이,색상,생각보다,9.96,8.71,6.49,5.82,4.12
N,P07,S15,23389838493,1,그리고 볼터치 색상이 예뻐 구매했는데 잘 사용하겠습니다,색도 예쁘고 발색도 좋아요,발색력이 아주 좋습니다,색 만족 발색도 잘 됩니다,만족중입니당,,,,,
N,P10,S34,17266331886,0,피부가,마사지,참존,각질,촉촉,16.41,10.44,9.77,8.85,5.94
N,P10,S34,17266331886,1,최고입니다,20대부터 꾸준히 쓰는데 가격면에서 우선 저렴싸구요,항상쓰던것입니다,그담에 롤링해주면 아침붓기도 빠지고 피부도 유분막같은게생겨서 보들보들합니다,엄마가예전부터 참존마사지크림 오랜세월써오셔서사다드렸어요,,,,,
N,P12,S03,27174937526,0,향도,머릿결이,미용실에서,감사합니다,만족합니다,5.43,4.66,4.58,4.56,4.52
N,P12,S03,27174937526,1,좋아요,감사합니다,늘 사용하는 재구매 입니다,염색자주하는 머리라서 상하는거 방지해주고 머리결도유지시켜줘요,아주 좋아요,,,,,
N,P07,S01,83481467983,0,자외선,차단,미백,,,2.6,1.33,0.99,,
N,P07,S01,83481467983,1,SPF50 PA 의 높은 자외선 차단효과가 좋고요 여기에 미백과 주름개선의 3중 효과를 한번에 느낄수가있네요,미백 주름 자외선 3중 멀티 씨씨크림이라 후다닥 바르기 좋아요,수분감이 많아 촉촉함이 유지되네요 펌프타입이라 바르기 편하고 위생적으로 사용할 수 있어 만족이예요 자외선 차단지수가 높아 썬크림 대신 요거 하나 바르고 다니고있어요,그냥 크림이 아니고 미백 주름개선 자외선 차단이 한번에 가능한 3중 멀티 씨씨크림이라서 선택했어요,주름개선과 미백 그리고 자외선 차단까지 되는 멀티 크림이기에 효율적으로 사용할 수 있을 것 같습니다,,,,,
N,P07,S14,83510045182,0,만족합니다,광이,커버,생각보다,톤업,2.66,2.6,2.56,2.35,1.76
N,P07,S14,83510045182,1,1개마뉴리필로사보길 잘했네요,왠걸 화장한듯 안한듯 내추럴해 보여 만족이에요,향기도 괜찮고 광택도 나는듯해요,홈쇼핑보고 구매한건데 홈쇼핑처럼 광은 안나네요,지인 추천으로 구매해서 사용해봤는데 자연스럽고 피부톤이 예쁘게 화사하게 표현이되네요,,,,,
N,P07,S01,82234714055,0,엄마가,구매했어요,비비,발림성이,저렴하게,2.83,1.62,1.46,1.39,1.3
N,P07,S01,82234714055,1,방판이모한테 정가주고구매하다가 인터넷이 저렴하게잘샀어용,발림성도 좋고 화사한 톤과 오래 유지되고이제품을 이가격에잘쓸께요,화사하니 좋아요,엄마가 매우 좋아하세요,촉촉하니 좋아요,,,,,
N,P07,S01,7538999933,0,엄마가,미샤,저렴하게,커버,만족,3.31,2.95,2.83,2.0,1.68
N,P07,S01,7538999933,1,좋아요,다쓰면 재구매하겠습니다,커버력도 좋고 촉촉합니다 지성분들은 많이 번들거릴수 있을거같아요,커버력도 괜찮고 촉촉하고 간편하게 피부화장 끝낼수 있어 좋아요,첫 발림은 촉촉 쫀득인데 시간지나면 좀 건조해지는듯한 느낌적인느낌,,,,,
N,P07,S01,13766859092,0,비비,커버력,오르자드,만족,좋습니다,10.23,7.35,6.04,6.0,5.1
N,P07,S01,13766859092,1,쌩얼일때 가볍게 발라주면 넘 좋구 파데에섞어쓰면 얇고 지속력짱짱이에요,넘 촉촉하고 좋어요,항상 쓰는 제품이에요,비비 엄청 대박좋아요,멩크업 아티스트분한테 추천받아 사용하게 됐는데 좋아요,,,,,
N,P07,S01,13829495628,0,가볍게,만족,저렴하게,바닐라코,톤업,5.85,5.73,5.66,5.05,4.31
N,P07,S01,13829495628,1,두껍지않아요,빠른배송 감사합니다,항상쓰는거에요,자주 애용하는 씨씨크림이에요,가격도 저렴하고 제품도 괜찮아요,,,,,
N,P07,S01,13827547577,0,촉촉하고,저렴하게,EX,만족합니다,좋습니다,4.88,3.92,3.8,3.23,2.89
N,P07,S01,13827547577,1,커버력이 썩 좋은건 아니지만 자연스러운 피부표현에 좋아요,빠른배송에저렴하게잘샀어요,본품포함 3개라니 가격도 좋네요,바르면 시원하고 화사해져요,일단 배송 엄청 빨라요조굼 화사해져요,,,,,
N,P09,S17,22356331129,0,바르기,끈적,좋습니다,편하고,편해요,8.36,7.52,6.69,6.56,5.02
N,P09,S17,22356331129,1,좋아요,끈적임,기간도 24년까지네요,정말 배송도 빨라요,근데 22g14g 인걸 배송온거 보고 알았네요 11 래서 오해의 소지가 잇어요,,,,,
N,P08,S35,14327928128,0,향도,순하고,있어요,재구매,촉촉,13.85,8.53,7.15,6.65,6.37
N,P08,S35,14327928128,1,우리 아이는 이것만 쓰네요,재구매의사 있음,순하고 좋아요,항상 쓰는 제품이에요,아이들 사용하는데아주 만족하며 잘 쓰고 있습니다,,,,,
N,P07,S01,11107769544,0,비비,생각보다,만족,알렉스,좋습니다,6.1,5.71,4.8,4.65,3.45
N,P07,S01,11107769544,1,잘받았어요,2년전에 유럽여행 갔을 때 이 제품 알게 되었는데요,듣던데로 좋은것 같아요생얼인듯 아닌듯 자연스럽게 발리는 비비라 좋네요,늘 쓰던거라 주문했어요,항상 사용하던 제품입니다,,,,,
N,P07,S01,12804585983,0,비비,커버,이지함,발림성,있어요,6.8,5.29,5.0,3.43,3.19
N,P07,S01,12804585983,1,기초랑 클렌징까지 이지함으로 바꾸면서 비비도 관심이 가서 주문해봤는데생각보다 크기가 커서 좀 놀랐어요,이번에 이름도 바뀌어서 전에 쓰던거랑 다른건줄 알고 놀랐는데 같은거라고 하더라구요,음 장시간 써보지는 않아서 지속력은 잘 모르겠지만 나머지 부분들은 마음에 들어요색도 적당히 밝고 수분이 적당히 있어서 얼굴에 자연스럽게 맞는 것 같아요,한 10년쯤 사용중인 제품인데저번에 검색했을 때 판매중단이라 떠서 당황했는데 이렇게 리뉴얼되었네요,번들거리지않고 다크닝이 없어서 참 좋아요,,,,,
N,P09,S22,11415677047,0,좋습니다,백탁,만족,발림성,순하고,8.93,7.04,6.43,5.86,5.49
N,P09,S22,11415677047,1,배송빠르고 좋아요,뜨는것 없이 파우더리하게 발리네요,늘 쓰는 제품이예요 몇통을 썼는지 몰라요 두달꼴로 한통씩 비우는데 너무 좋아요,배송 빠르고 너무 좋아요,작년부터 지속적으로 구매하는제품인데 썬크림중에서 단연 독보입니다,,,,,
N,P07,S01,15005179773,0,커버,만족합니다,비비,저렴하게,닥터자르트,3.4,3.15,3.03,2.97,2.8
N,P07,S01,15005179773,1,괜찮은것같아요,좀 건조해요,샘플 맘에 들어요,실버 라벨쓰다가 바꿔봤어요,샘플 사용후 실버라벨에서 바꿔보고 싶어서 구입했습니다,,,,,
N,P07,S01,11053484957,0,섞어,파데랑,파운데이션이랑,발림성,에르보리앙,12.49,8.37,5.28,4.1,3.34
N,P07,S01,11053484957,1,커버력은없어요,쫌 더 써봐야 할 것 같아요,네통째 사는데 휴대하기 좋은 사이즈라 항상 작은걸로 사구요,항상 쓰고있는 제품입니다,아직 전부 써보진 못했는데 써보고 리뷰 할게요,,,,,
N,P07,S01,82961834343,0,섞어서,감사합니다,배송도,커버,발림성,2.94,2.2,1.96,1.85,1.7
N,P07,S01,82961834343,1,발림성이 상당히 부드러워요그리고 커버력도 괜찮구요,엄청 조아요 꼭 사세요,발림성은 조음,만족합니다,비비크림 파데 유명하다는거 여럿 써봤지만 가성비 이게 원탑이네요,,,,,
N,P07,S01,19375425056,0,비비,커버,바르고,트러블,좋습니다,7.07,6.91,6.44,5.13,3.82
N,P07,S01,19375425056,1,대강 발라봤는데 커버력이 좋진 않지만 민낯인 척 하기에는 좋을 것 같아요,좋아요,어디서 받았는지 기억이 안나는데 샘플받아써보고 좋아서 구매했어요,배송도 빠르고 발림성도 좋아요,굿입니다,,,,,
N,P11,S38,20950326494,0,클렌징,순하고,저렴하게,오일,좋습니다,10.86,10.48,9.88,8.79,5.8
N,P11,S38,20950326494,1,좋습니다,저는 통에 담아서 사용중이예요클렌징으로는 딱이예요,예민한 피부인데 자극이 없어 예전부터 사용해왔어요,설화수 쓰다가 다른걸 쓰니 이만큼 개운하지도 않고 피부트러블이 다시 생겨서 재구매했어요,하도 좋데서 구매했어요,,,,,
N,P07,S33,22222194684,0,커버,더샘,저렴하게,가성비,만족,17.61,8.1,6.53,5.99,5.71
N,P07,S33,22222194684,1,이거 가격도싼데 커버력이 진짜뛰어나서 최곤것같아요,재구매인데 다음에 또 재구매할게요,근데 싸고 좋네요,감사합니다,잘쓰고 있어요,,,,,
N,P10,S29,82896338429,0,재구매,있어요,촉촉,발림성,가성비,12.78,11.9,11.48,8.96,7.79
N,P10,S29,82896338429,1,가성비짱 아이크림이라 재구매했습니다,지인이 사은품용 하나 줘서 써봤는데 민감한편인피부에 트러블도 없고해서 주문했어요,적극추천합니다,늘쓰던제품좋아요,가격도 저렴하고 잘사용 할게요 샘플로 주신 샴푸도 잘써볼게요,,,,,
N,P07,S01,82026088598,0,만족합니다,감사합니다,좋습니다,저렴하게,엄마가,4.6,3.85,3.71,3.33,2.72
N,P07,S01,82026088598,1,늘 쓰던제품이라 믿고 구매 했습니다,늘 쓰고 있어요,재구매잘 쓰구 있어요,전에 21호 쓰다가 23호로 바꿨는데요,좋아요,,,,,
N,P12,S32,17501982616,0,머릿결,향도,재구매,있어요,아니지만,9.05,8.3,7.76,6.7,6.64
N,P12,S32,17501982616,1,좋다하는 헤어팩 다 써본 1인으로써 정말 머리 말릴때 오랫만에 느껴보는 기분이었네요,더 써봐야겠지만일단 만족,물미역은 아닌듯해요,머릿결이 좋아지는지는 모르겠고 쓰고 나면 부드러운 기분은 있어요,좋아요,,,,,
N,P09,S22,27212153522,0,톤업,좋습니다,있어요,저렴하게,만족,7.23,7.13,6.09,5.43,5.37
N,P09,S22,27212153522,1,부드럽게 발리고 좋습니다,땀으로 인해 지워지지않는한 피부 톤업하는 효과가 있습니다,닥터지 브라이트닝 업 선 플러스 11 좋은 가격으로 구매했어요,자외선 차단효과도 좋아서 남편도 골프치러갈때 챙겨갑니다,항상 잘 쓰고 있습니다,,,,,
N,P07,S41,29503122619,0,팩트,블러,유분기,뽀송,마무리,11.03,5.56,4.06,4.05,3.96
N,P07,S41,29503122619,1,수정 메이크업으로 블로 파우더 팩트를 구입했는데아주 마음에 드네요,콤팩트한 사이즈라 어디 들고 다니기도 좋아서 자주 애용할 것 같아요,마스크에 파데가 너무 묻어서 파우더를 쓰는데 은 두드릴때마다 아무래도 빠르게 사용하지않으면 가루 부분이 점찍힌거 처럼 되서 바쁜날은 사용하기 힘들더라구요,쿠션만 바르면 유분기가 남아서 먼지도 달라붙고 별루 안좋아하는데 파우트팩트로 마무리하니 보송보송하네요,색상도 21호쓰는 저에게 딱이구오후에 기름진 곳에 툭툭해줬더니 바로 번들거림도 잡아줘서 좋았어요,,,,,
N,P10,S44,13039502142,0,섞어,촉촉,바르고,사용하는,만족,2.72,1.79,1.65,1.3,1.23
N,P10,S44,13039502142,1,속건조가 심해 스킨케어 마지막단계에 크림이랑 섞어 바르고 있어요,아굿 좋아요,만족해요,촉촉한느낌,배송 빠르고 좋아요,,,,,
N,P07,S01,26409331522,0,앰플,자연스럽게,가볍게,비비,촉촉하고,4.16,3.56,2.92,2.81,2.66
N,P07,S01,26409331522,1,자연스럽게 톤업도 되고 적당히 잡티도 가려주고 우선 성분이 착해요 예민예민피부에 아아주 딱이었습니다,자연스럽고 가볍게 톤업되고 비비기능까지 되는 간편한 앰플크림이네요,항상 건조함을 달고 사는데 틴트앰플 하나로 한방에 해결됐네요 21호 사용했는데 평소 팩트 호수랑 비슷한걸로 하니까 딱 맞는거 같구요,그리고 캡슐이 고루 펴질 수있도록 여러번 문질러야해서 발르기힘들어요,진짜 강추입니다,,,,,
N,P07,S01,10023542539,0,만족,촉촉하고,감사합니다,비비,커버력은,5.31,5.2,3.29,3.17,2.61
N,P07,S01,10023542539,1,커버력 약하지만 광은 나네요감사합니다,진짜 촉촉함 자체네요커버력은 기대안해서 괜찬고 건조가 심해서 산거라 아주 만족합니다,감사합니다,친구생일선물로 주었어요,다른 제품 쓰면 코에 각질 올라오는데 안올라와서 좋아서 샀어요,,,,,
N,P08,S47,19868385189,0,향이,향수,딥디크,잔향이,향은,24.44,13.44,8.85,7.94,6.43
N,P08,S47,19868385189,1,봄 여름 가을 겨울 다 잘 어울리는 상큼하고 싱그러우며 은은한 장미향이 납니다주변 사람들이 향수 뭐 쓰는지 많이 물어봐요그만큼 좋아하는 사람들이 많아요,왜 향이 안나죠안쓰고 있어요,사용중인 향수인데 다써가서 또 구매했어요,인생 향수 포근한 향이에요,백화점에서 조론 아아 디파르마 로베 등등 다 맡아보구 골라줬어용 여름에도 괜찮고 가을겨울에는 더 좋은 묵직하면서 달달하기도하고 시원한 향이에요,,,,,
N,P07,S01,13648654827,0,촉촉하고,사용하는,커버력,cc,배송도,2.17,2.17,1.63,1.51,1.5
N,P07,S01,13648654827,1,제피부톤은지성인데 이거 대박좋아요번들거림도 없고 매트하니 적극추척이고 저두 앞으로 쭉 이거만 쓸것같네요,좋아요,얼굴에 바르면 그만큼 밝은 커버력으로 없어서는 안될 필수품입니다,살짝 펄 들어있고 피부에 광과 윤기가 나서 끊을 수 없네요,그냥 발라도 좋지만 에센스 한방울 섞으니 더 좋아요,,,,,
N,P07,S15,18033946247,0,발색,색이,예뻐요,색상,가격에,6.9,6.69,5.93,4.54,3.71
N,P07,S15,18033946247,1,상품 잘 왔습니다,잘 쓰겠습니다,발색이 잘 됩니다,발림성은 좋음,무난하게 쓰게 좋아요,,,,,
N,P07,S01,83354578869,0,바르고,자연스럽,발림성,커버,어두,1.48,1.19,0.84,0.67,0.54
N,P07,S01,83354578869,1,우선 가격이랑 용량 보다는성분이 괜찮아서 구매했는데그동안 샀던 수많은 비비 중에서가장 어두운 컬러라서 놀랐네요,밀착력은 떨어지나 발림성이 좋고 모공끼임이 없어요,피부가 민감하고 너무 예민해서 뭐가 잘나는데일단 화장품이 좋아보여 써보고 솔직리뷰는 한달뒤에 자세히 써보겠습니다,붉은스팟 홍조가 자연스럽게 커버되고 자연스럽게 톤업 됩니다,특히 생얼에 살짝 커버하고 싶은 부분만 발라주면 원래 피부톤이랑 큰 차이 없이 자연스럽습니다,,,,,
N,P04,S09,12249639438,0,재구매,메디힐,저렴,좋습니다,촉촉,71.67,41.6,39.18,32.94,31.31
N,P04,S09,12249639438,1,너무좋아요,이제품은 올리브영과 다른 제품이니 구매시 잘 확인하는걸 추천해여,넘 싸게 잘 구입했어요,원래 유명한제품이고 박스에 담겨서 유통기한 아주 넉넉한 녀석들로 보내주셨어요,잘쓰고있어요,,,,,
N,P06,S26,21988076790,0,지속력,번지지,좋습니다,오래,그리,8.89,7.54,6.89,5.07,4.86
N,P06,S26,21988076790,1,하루종일 절대 안번지고 진짜 대단아이리무버 갖다 대면 스르륵 녹아나와요이거이거 인생템 확실하네요,코르나19때문에 다들 고생하시는데 항상 건강하세요,지워지거나 번지지않는 제품 찾다가 만난 맥 아이라이너 지속력 좋고 번짐,제가 쌍커풀이 없어서 아이라인 번짐이 심해서 눈화장을 잘 안하는데 최고입니다,최상으로 추천합니다,,,,,
N,P08,S13,21428304224,0,세타필,보습,촉촉,좋습니다,저렴하게,11.42,6.97,4.65,4.61,4.54
N,P08,S13,21428304224,1,겨울 뿐만이 아니라 4계절 내내 발라도 좋아요,유통기한도 충분한 걸 보내주셔서 오래 잘 쓸 것 같아요,모이스춰라이징 크림 매번 써보지만 역시 이것만한건 없죠,몇년째 쓰고있는제품 쟁여놓을려고 샀어요,배송이 완전 빨라요 상품이야,,,,,
N,P10,S34,22566448318,0,촉촉,효과,주름,있어요,만족,16.78,7.84,7.74,7.54,7.49
N,P10,S34,22566448318,1,광고가 하도 나오길래 사봤어요,목부위에 사용하고있어요,와이프가 항상 쓰던거라 구매해요,부드럽고 아주촉촉해요,한번써봤는데 좋아요,,,,,
N,P07,S01,14981325825,0,커버력,저렴하게,만족합니다,비비,좋습니다,3.83,3.48,3.25,2.71,2.02
N,P07,S01,14981325825,1,쓰기 편하고 좋아요,비비 두 종류 같이 바르는데 이거는 들뜨지도 않고 밀리지도 않아요,지속력 너무좋고 자연스럽게 피부좋아보여요넘 만족해요,배송빠르네요,커버력은 아주 세진않지만 한번더 바르면 되니깐요,,,,,
N,P12,S40,20021113743,0,저렴하게,모로칸,향도,만족,가격,11.48,7.96,7.26,6.95,6.91
N,P12,S40,20021113743,1,펌과 염색으로 상한 머릿결을 윤기나게 만들어주는 것 같아서 좋아하며 늘 사용하는 제품입니다,상품 품질이 좋습니다,엄마 보내드렸는데 좋아하시네요,잘 쓰고있어요,헤어오일은 이것만한게 없네요,,,,,
N,P12,S40,22177336485,0,재구매,머릿결,저렴하게,좋습니다,있어요,6.24,5.97,5.74,4.65,4.55
N,P12,S40,22177336485,1,제oo 사용하고 있는데 머리결은 아주좋아지는데 냄새가 너무 안좋아서 이것저것 알아보다가 1위라고 해서 구매해보았는데 제oo보다는 안좋아요,잘사용하고있어요,항상쓰는제품입니다,엄마가 트리트먼트 찾으셔서 주문해서 보내드렸는데 제가 한 번 써보고 넘 좋아서 저두 주문했어요,생긱보다 좋아요,,,,,
N,P07,S01,13038661039,0,커버,촉촉,코링코,재구매,물광,8.12,7.71,5.96,5.01,3.99
N,P07,S01,13038661039,1,제가 심각한 건성이라 그럴수도 있고요그렇지만 정말 깔끔하고 환한 피부가 될수있어요,완전 인생템 입니다,향도좋고 촉촉해요,가격대비 딱 좋습니다,커버력도어느정도있고 겨울되면 건성이되는저에겐 딱이네요,,,,,
N,P07,S01,11053483505,0,섞어,파데랑,발림성,구매했어요,단독으로,5.55,2.4,2.23,2.11,2.03
N,P07,S01,11053483505,1,유튜버 혜림쌤 영상 보다가 혹해서 구매했는데 진 짜 좋아요,용량 작은 거 쓰다가 이번에 큰 걸로 구입했어요,물건 좋습니다,베이스로 쓰고있어요,유튜브를 보고 구매 했는데 파운데이션이랑 섞어서 쓰니 지속력도 좋습니다,,,,,
N,P07,S01,12173311983,0,비비,감사합니다,알렉스,만족합니다,커버력은,4.82,4.52,4.3,4.12,4.03
N,P07,S01,12173311983,1,1517년전에 사용 했었던 bb크림 그때도 이것만 쓰면 생얼피부 좋다는 얘기를 들었어서 생각나서 샀어요,늘 쓰고 있어요,역시 알렉스 비비 짱입니다,늘 절겨쓰는 비비입니다,싸게 잘 샀구요,,,,,
N,P09,S17,18751415945,0,편하고,발림성,좋습니다,부드럽게,끈적,8.58,8.37,6.38,5.92,5.56
N,P09,S17,18751415945,1,믿고 습니다,골프치는 남편이 사달라고 해서 구매합니다,재구매할꺼같아요,편하고 좋네요,귀찮아서 뭐든 바르는 거 싫어하는데가을 햇빛에 피부 보호하려고 한번 써보더니계속 잘 쓰네요백탁현상 거의 없고 사용하기 너무 편리합니다,,,,,
N,P05,S05,22933015458,0,색도,만족,부드럽게,색상,입술,2.35,2.28,2.03,1.92,1.7
N,P05,S05,22933015458,1,편하네요,오랜 지속력은 없지만 발색이 좋아 사용하규 있습니다,발림성 너무 좋고 제 입술색이랑 맞아서이 제품만 찾아 씁니다 다른 색도 궁금하여 구매했습니다,원래쓰던 다른상품을 잃어버려 그냥 싼맛에 급하게 샀는데 엄마들이 바르던 촌시런 분홍색이네요,배송 빠르게 잘 받았어요,,,,,
N,P12,S40,26731935522,0,머릿결,향도,재구매,향이,만족,11.16,8.39,7.59,6.9,6.38
N,P12,S40,26731935522,1,헤어 영향에 도움이 되는것 같아요,빠른배송 잘받았습니다,계속 사용했던 제품이라 구매했는데 어떨지 모르겠네요,재구매합니다,좋고 좋은 가격에 구매했습니다,,,,,
N,P07,S01,80097758981,0,재구매,커버,촉촉,만족,좋습니다,11.25,10.23,8.53,8.49,7.13
N,P07,S01,80097758981,1,재구매감사합니다,커버력 355지속력 45밀착력 55쿨링감 있게 정말 밀착이 잘 되고 수분감도 뛰어나요 하지만 그런 만큼 잘 묻어나는 것도 감수해야 해요,백화점 매번 본품이랑 같이사서 본품 통만 여러개인데 대만족 리필 구매에요 번창하세요,배송 빠르고 커버력 적당하고 뜨지않고 너무너무 좋아요,계속쓰던거예요,,,,,
N,P07,S33,6818231211,0,커버,잡티,바닐라,좋습니다,색상,16.23,7.15,6.76,6.44,6.28
N,P07,S33,6818231211,1,너무 좋다고 하니 샀는데 루나 쓰다가 나스 더 좋으면 이걸로 정착하려구요,친구에게 선물했어요,커버력 좋고 색상도 잘 맞아요,좋아요,다 사용하면 재구매 의사 있습니다,,,,,
N,P07,S01,83127070320,0,촉촉하고,트러블,23년,커버,안됨,2.62,1.87,1.4,1.04,1.04
N,P07,S01,83127070320,1,유통기한도 23년 12월이고 배송 매우 빠르네요,사용기한도 23년12월까지넉넉한 아이로 왔어요,예전에 피부과 다닐 때 썼던건데 요즘 피부 요철이 심하고 예민해서 뭐 바르기만해도 트러블나요,피부톤개선이나 커버력은 없는듯해요,번들거림은 좀 있으나 발림도 좋고 오래가고 그리고 덧바르기도 편해요,,,,,
N,P09,S21,27422235528,0,커서,끈적,좋습니다,있어요,편하고,7.64,7.62,6.17,6.12,5.63
N,P09,S21,27422235528,1,재구매의사있어요,또한 지속력 발림성 흡수력 양호합니다,번들거림 없고 갠잖은거 같네요,선스틱은 휴대용으로 가지고 다니기 딱이예요,아직 써보기전 이에요,,,,,
N,P05,S05,5675625489,0,부드럽게,가성비,저렴하게,입술,색상,3.86,3.5,3.12,2.83,2.76
N,P05,S05,5675625489,1,이거 완전 겨쿨색인데화면이랑 느낌 넘나 다른것제품자체는 펜슬이 기존에 내가 쓰던 릴바레 멜로우코랄컬러보다 얇고 그리기 쉽다,디자인이 바뀌었네요,입술 바를때 맨날 쓰고있어요,발림성이 생각보다 좋네요,굿굿 짱이에요,,,,,
N,P05,S04,13683287065,0,입술,들어요,바르면,좋습니다,품질이,5.23,5.15,3.41,3.02,2.79
N,P05,S04,13683287065,1,입술이 넘 귀여워져요,배송도 무지 빠르고 사은품도 넘 감사히 잘 받았어요,정말 색상이 예쁘네요,너무 마음에 들어요,상품 품질이 좋습니다,,,,,
N,P07,S01,29603107619,0,대용으로,커버,만족,자연스럽게,쓰고있,2.28,1.25,1.13,1.12,0.82
N,P07,S01,29603107619,1,커버력도 있고,제품이 완벽합니다,많이 바르니깐 너무찐하네요,색상이 자여스럽네요,이미 왕쿠션 사용중이라 이것도 좋았으면 합니다,,,,,
N,P07,S01,12530446485,0,커버,비비,성분이,발림성,촉촉,6.97,6.92,5.95,4.94,4.67
N,P07,S01,12530446485,1,진짜 좋아요,자외선차단은안되요,전에쓰던거랑 커버력은비슷해서 향이 나는데 좋네요,넘 오래쓰나해서 바꿔보려했는데 저한텐 이만한 비비가 없는거 같아요,샘플 사용후 구매예요,,,,,
N,P08,S13,21158787917,0,향이,뿌리,향도,만족,잠이,23.29,7.01,6.1,5.62,5.45
N,P08,S13,21158787917,1,덕분에 편안합니다,숙면에 좋다고 해서 구입했는데 확실히 뿌릴때와 안뿌릴때 차이가 있어요,친구에게 소개받아 샀는데 향은 좋은데너무 헤프네요,선물하기 좋아요,유튜버들이 많이 추천하길래 사본 아이템인데주된향은 제라늄향이나서 향이좋긴합니다,,,,,
N,P11,S38,21429651189,0,비누,향도,향이,저렴하게,좋습니다,14.57,11.9,9.29,7.57,5.89
N,P11,S38,21429651189,1,예전에 도브 화이트 쓰고 향도 좋고 효과도 좋아서 또 구매했어요,거품도 잘 나고 향이 은은해서 몇년째 화이트바만 사용하고 있어요,배송 빠르고 안전하게 도착했어요,계속 올인원으로 잘 쓰고 있습니다,핑크색을 쓰고있었는데 화이트 향이 좋네요,,,,,
N,P07,S41,12425200509,0,가성비,재구매,팩트,이글립스,모공,6.92,6.22,5.98,5.8,4.9
N,P07,S41,12425200509,1,항상 사용하던 제품입니당,좋아요,입자는 곱지만 너무 두껍게 발릴수있어양조절 필수네요 향은 역하지않고캡이 자체적으로 붙어있어 편리해요,한개 엄마 줬어요,배송도 빠르구 상품도 좋아요,,,,,
