SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,KEYWORD_GUBUN,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
N,P07,S01,12916344408,0,커버,피토레스코,촉촉하고,재구매,만족,6.4,5.7,5.51,5.19,5.13
N,P07,S01,12916344408,1,잘 쓰고 있어요,좋아요,발림도 좋고 촉촉해서 좋아요근데 리필이 자주 품절이라 불편하네요,헤라 블랙쿠션 쓰다가 겨울에는 그것도차도 건조해서 갈아탔습니다,너무촉촉하고 오래가요,,,,,
N,P07,S01,12804585983,0,비비,커버,이지함,발림성,있어요,6.8,5.29,5.0,3.43,3.19
N,P07,S01,12804585983,1,너무 만족합니다,부드럽고 얇게 발리고 커버도 잘됨 굿굿,사용했는데 너무 만족합니다,최애 인생템입니다민감성 지성 피부에도 트러블 없이 정말 잘 사용하고 있습니다구이지함 선블록 현재 단종과 함께최애 상품입니다제발 절대 단종시키지 마시고 이대로 천년동안 유지해주세요화장품 하나씩 단종 될 때마다정말 슬프고 어렵습니다,몇년째인지모르겠네요,,,,,
N,P07,S01,19375425056,0,비비,커버,바르고,트러블,좋습니다,7.07,6.91,6.44,5.13,3.82
N,P07,S01,19375425056,1,피부컨디션에 따라서 쓰기때문에 2가지 가지고 있는게 좋아요,인생비비에영 얼굴에 트러블도 안나고 톤자체도 자연스럽게 밀착되어서 경계도 안지고마침딱다썻는데 행사해서 저렴하게 구매했어요,맘에들어요,더 써봐야할것같긴한데 잡티가 가려지기보단 톤이 화사하게 보정되는것같아요나쁘지않아요,가볍게 발리고 성분도 좋아요,,,,,
N,P07,S01,83354578869,0,바르고,자연스럽,발림성,커버,어두,1.48,1.19,0.84,0.67,0.54
N,P07,S01,83354578869,1,번들거리지도 않고 다크닝도 없었고 다만 위에 선크림 바르니 원래 커버력보다는 약해지더라구요,붉은스팟  홍조가 자연스럽게 커버되고 자연스럽게 톤업 됩니다,마스크파데 너무 찝찝했는데 얘는 발색도 자연스럽고 훨 좋아요,확실히 블레미쉬밤이다보니 커버역은 아쉽지만 떡지는건 없는거같네요,좋아요,,,,,
N,P07,S01,83106058955,0,커버력이,생각보다,발림성,있어요,큰용량으로,2.8,2.74,2.47,1.97,1.5
N,P07,S01,83106058955,1,산지 꽤 됐는데 이제야 사용했어요리뷰가 좋아 샀는데가격대비  다른 제품과 큰 차이는 없는 듯 해요,작은거 써보고 큰거 쓰려고 먼저 구매해봤어요,색상도 피부톤과 잘 맞고 시간지나도 좋았어요,라이트 구매 했는데 생각보다 어두운거 같아요,잘 모르겠네요,,,,,
N,P12,S16,24226199523,0,효과,탈모,거품,재구매,좋습니다,11.88,7.15,4.4,4.19,3.81
N,P12,S16,24226199523,1,아직써기 전입니다기대는 많이 되네요탈모샴푸 종착지가 되었음,남편이 최근 머리카락이 많이 빠진다해서 구매하게 됐습니다사용한지 일주일 지났지만  아직은 모르겠다하네요,가격너무 비싸서써보고 재구매는 생각해볼듯,한달후 리뷰 올리겠습니다,결도 좋아지고 빨리 발모효과 나와서 평가하기를 근데 양이 적어요,,,,,
N,P04,S09,80584455438,0,재구매,피부가,촉촉,있어요,효과,14.63,7.45,4.67,3.58,3.05
N,P04,S09,80584455438,1,재구매냉동실에 얼려뒀다,내용물 넉넉히 들어있어 좋구 다음날 바로 얼굴톤이 화사해진걸 느껴요,화이트닝 피부 트러블에 이거보다 좋은건 없는거 같아요,재구매늘쓰던거예요,재구매늘 쓰는건데요거 하구 다음날은 확실히 피부가 맑아보여서 넘 좋아요,,,,,
N,P12,S32,17501982616,0,머릿결,향도,재구매,있어요,아니지만,9.07,8.26,7.78,6.72,6.65
N,P12,S32,17501982616,1,아들이 다쓰면 또사야한다고 합니다,바르고 오래좀 있음,린스와 별차이없음,잘 사용하고 있어요,좋아요,,,,,
N,P07,S41,25535032523,0,노세범,저렴하게,이니스프리,기름,있어요,17.96,8.88,7.33,6.58,6.47
N,P07,S41,25535032523,1,믿고씁니당 중딩때부터 잘쓰고 있어요,처음,쓰던거 싸게 사서 좋아요,노세범만 사용해요,좋습니다,,,,,
N,P10,S31,29298730618,0,촉촉하고,흡수,효과,좋습니다,바르고,7.29,4.36,3.72,3.6,3.3
N,P10,S31,29298730618,1,유명해서샀는데저한테만안맞나봐요,저는 속건조가 좀 심하고해서 구입했는데요이걸바르면 얼굴이 붓고 뜨겁고 눈엔잘안보이게 피부가오돌도돌 뭐가나요,용량이 좀 작은게 단점같고 나머진 다 만족해요,써봤는데 기름지지않고 촉촉하면서 매트하게 마무리되서 좋은거 같아요,평이 너무 좋아서 구매해봤어요,,,,,
N,P07,S01,13827547577,0,촉촉하고,저렴하게,EX,만족합니다,좋습니다,4.9,3.94,3.8,3.24,2.9
N,P07,S01,13827547577,1,밀착력이좋아요,저렴한 가격에 완전 득템 썬베이크드 파우더 나오던 시절부터 숨 좋아했거든요,밖에서 손으로 썬크림 덧바르는 거 싫어서 샀는데 매우 유용하게 쓰고 있습니다,몇년 째 쓰는 제품 트러블도 안 나고 촉촉해요,살짝 핑크톤이었으면 좋았을텐데 밝지는 않고 밀착력은 좋네요,,,,,
N,P10,S29,26271018522,0,아이크림,있어요,발림성,촉촉하고,가성비,3.78,2.46,2.19,2.11,1.99
N,P10,S29,26271018522,1,눈이랑 팔자주름에 바르면 좋습니다,휴대하려고 작은용량으로 구매해봤는데 앙증맞네요,좋아요,사이즈가 작아서 들고다니기도 편하고 좋아요,근데 용량을 잘못보고 주문했네요,,,,,
N,P12,S03,28789857554,0,향이,향수,향도,헤어,리브르,17.85,9.67,7.48,6.17,4.8
N,P12,S03,28789857554,1,구매해봤어요향수보다 은은하게 퍼지는 향이 살랑살랑 코끝은간질거리면서 기분이좋아지네요맘에들어요,지속력 좋아요이 향수 헤어 미스트로 나와서 머리카락에 뿌리고 외출하면 기분까지 좋아지네요지속력이 좋아서 오후 늦게까지 은은하게 향이 남아서 더 좋은거 같아요,포장은 딱히 없었지만 박스 주셔서 그걸로 직접 포장함,상품 품질이 좋습니다,친구가 너무 좋아하네요,,,,,
N,P05,S04,22906796429,0,괜찮아요,배송도,색이,감사합니다,색상,6.9,4.45,4.04,3.41,3.12
N,P05,S04,22906796429,1,발림성 좋고 립그로스같지만 발색은 나오는 타입단점은 잘 지워지죠건조입술에 좋아서 재구매각,건조하지도 뻑뻑하지도 않아요,좋아요,정말 빠른배송 아주 만족합니다,항상 사용하는 틴트에요,,,,,
N,P10,S02,10153242787,0,순하고,좋습니다,촉촉,트러블,자극,9.7,6.8,6.14,5.54,5.48
N,P10,S02,10153242787,1,순한 피부 보습제입니다,수분 부족 지성피부인데 제 피부에 정말 잘 맞아요,만족합니다,좋아요,피부과에서도 사용하는 브랜드라 믿고 주문했어요,,,,,
N,P09,S18,28081890524,0,뿌리,분사,가격,저렴,스프레이,7.73,7.4,6.95,6.92,6.78
N,P09,S18,28081890524,1,딸이미스트가 초 미세해서 안바른것 같다고 하네요,올여름 온가족 사용 스프레이 샀어요,일단 냄새가 부담스럽지 않구요,효과가 있는지는 잘 꾸준히 뿌려봅니다,가성비 좋아요,,,,,
N,P07,S01,27923418525,0,촉촉,커버력은,발림성,생각보다,가볍게,3.0,2.48,1.65,1.61,1.09
N,P07,S01,27923418525,1,믿고 쓰는 제품이라 꾸준히 쓰고있습니다마스크 쓰고 다니면서 화장을 가볍게 하는데요,처음,드라마틱하게광택이나는건아니지만 그래도살짝티나네요,얇게발라져서 피부보정은 잘안되는데 가볍게 발라져서 좋네요,물광피부표현은 되는데 커버력이 전혀없어요,,,,,
N,P06,S08,12967068349,0,속눈썹,효과,눈에,눈이,눈썹이,28.17,14.53,11.49,8.77,7.16
N,P06,S08,12967068349,1,정말 자랐어요,속눈썹연장을 너무많이해서 샀는데 효과보고있내요,꾸준히쓰고있어요,효과짱인듯,속눈썹이 길어지는기분,,,,,
N,P07,S01,82013451072,0,심한,건성,단종,촉촉,하지,1.81,1.19,1.19,1.07,1.04
N,P07,S01,82013451072,1,화사한 피부로 보정해주기도 하고요 다만 저처럼 심한 건성인 사람은 봄부터 써야겠다는 아쉬움이 있어요,배송빠르고 샘플도 많이챙겨주시고 포장도 완벽 그자체예요번창하세요,댓글에 단종일수 있다는 내용 보고  이거 단종되냐고 바로 물어봤네요,인생 씨씨크림인데 단종 소식에 주문했어요하나 더 사고싶었는데 이제 품절이네요,지속성과 커버력이 좀 약하긴 하지만 번들거리지 않고  촉촉해서 좋아요,,,,,
N,P07,S01,80097758981,0,재구매,커버,촉촉,만족,좋습니다,11.21,10.29,8.43,7.93,7.12
N,P07,S01,80097758981,1,잘받았습니다,개봉 했을때 스티커 떼자나요거기 다 뭍어있어서 좀 그랬어요,재구매늘 쓰는 제품입니다,재구매감사합니다,워터풀이란 이름과는 다르게 굉장히 매트해요,,,,,
N,P04,S43,80137720714,0,재구매,촉촉,시원,티트리,쿨링,74.04,61.49,59.62,54.89,49.72
N,P04,S43,80137720714,1,대박 가성비 갑인듯해욤 아직 한번 해봤는데 괜찮았어요,너무 시원하네요,생각보다 양이많아서 놀랐어요,얼굴에 열이 잘 오르는편이라 항상 볼에 붉은열감이 느껴졌었는데 팩사용후 좀 줄어든거같아요,자극없이 시원한느낌이었어요,,,,,
N,P11,S38,22214792443,0,모공,효과,있어요,재구매,만족,14.4,8.54,7.37,6.21,5.6
N,P11,S38,22214792443,1,배송빠르고 효과좋아요,구매해봤는데 사용감 좋아서 기대감 갖고 잘사용중입니다,꾸준히 잘쓰고 피부가 매끈해지길,제품의 효과니 뭐니 강조하기 이전에 정상적으로 제품을 사용할 수 있도록 디자인부터 다시 고민할 필요가 있어 보입니다,그리고 생각보다 촉촉해서 좋아요아직 이틀차라 모공효과는 아직 이지만 한통 다 써보고 괜찮으면 재구매하려고요,,,,,
N,P07,S15,5614392577,0,발색,색상,예뻐요,색이,웜톤,17.11,12.16,10.46,7.41,6.87
N,P07,S15,5614392577,1,괜찮아요,발색 발림성 모두 좋고 컬러도 만족해요,봄웜라이트톤인데 한번 구매해서 발라봤어요은은하게 발색되면서 여러번 덧칠해주니 자연스럽고 너무 예쁘네요,색이 봄과 잘 어울려요,저렴하게 잘 샀어요,,,,,
N,P07,S01,12540604482,0,커버,바닐라코,만족,좋습니다,있어요,9.11,4.9,4.13,3.81,3.45
N,P07,S01,12540604482,1,남자친구가 계속 사용하는건데 다 써서 주문했어요,일반 씨씨보다 커버력있고 비비보다는 가벼워서 아주 잘 쓰고 있습니다아주 좋아용,처음써보는데 만족합니다,넘 맘에들어용 서비스로 샘플도 보내 주셨네요,배송도 빠르고요 원래 파란색 남자꺼 썼는데 이제품도 좋네요,,,,,
N,P06,S26,22509241668,0,저렴하게,좋습니다,만족,지속력,브라운,7.51,5.42,4.66,3.78,3.36
N,P06,S26,22509241668,1,늘 쓰던 라이너입니다,브라운컬러 만족,진하고 잘 안지워 져서 좋아요,잘지워지는 거 빼면 좋아요,항상 사는 제품이에요,,,,,
N,P06,S26,21988076790,0,지속력,번지지,좋습니다,오래,그리,8.94,7.58,6.65,5.09,4.87
N,P06,S26,21988076790,1,블랙만 썼느데 염색해서 이색으로 사보써요10년정도 쓴 제품입니다,아이라인 완전 진하게 잘 그려져요지속력 굳 진짜 점막에 이렇게 오랫동안 가는 아이라이너는 처음,번짐 심한 눈이라 다른건 못써요이것만 쓴지 몇년 됐어요싸게 구매 했네요,사이즈는작은데 오래사용할꺼  같아요,잘 받앗습니다,,,,,
N,P07,S01,8465805356,0,감사합니다,만족합니다,뉴스킨,있어요,저렴하게,9.8,3.59,3.06,2.58,2.35
N,P07,S01,8465805356,1,항상 쓰던 것입니다,색이 부자연스러워요,좋아요,계속 덧발라도 마찬가지고 마스크에 묻어나지 않는다고 해서 구입했는데 타제품과 비슷하게 묻네요,저렴하게 잘삿네요,,,,,
N,P07,S01,83353417133,0,부드럽게,오래,발림,주름,촉촉,2.14,1.77,1.41,1.17,0.96
N,P07,S01,83353417133,1,가격도 무난하고 쟈스밤은 처음써보는데 일단은 지켜봐야할거같아요,최고에요,손에 안묻히고 바르는게 장점인데 중간에 허연부분때문에 손으로 펴줘야한다는 목에도 발랐더니 머리카락 다달라붙어서 얼굴에만 시간 지나면 촉촉해져요,비슷한 스틱제품 사용하다가 콜라겐함량이 높아 사봤어요,주름이 커버 되는게 아니구얼굴에 10년묶은 찐든한 기름을 발라 놓은것처럼 무겁구 답답하고 미벅효괴도 없구 역시 광고는 다 사기다얼굴에 바르면 찝찝하니 버려야겠음,,,,,
N,P07,S01,11147510381,0,비비,커버력,저렴하게,만족,좋습니다,8.89,8.74,6.81,6.1,5.47
N,P07,S01,11147510381,1,기존에 계속 쓰던건데 또리뉴얼 된건지 실버라벨안에 또색상표식이 있네요,꾸준히 쓰고있어요,좋다는 후기를 보고 구매했는데 생각보다 별로네요,커버력이 좋아서 아주 조금만 사용해도 되거든요,그러며  이상품으로 바꿨어요외출할때 간단히 이거하나로 끝밀림없고 발림성 좋아서 잘사용하고있어요,,,,,
N,P09,S21,83110743914,0,있어요,촉촉,만족,편하고,시원,3.75,3.56,3.54,3.53,3.12
N,P09,S21,83110743914,1,왕퍼프로 팡팡두드려서 아주 편해요,여름에쓰기에는좋은데 가을에 쓰기엔 저에게 좀 건조한듯한 느낌이예요,두개본품 리필 2개  작은거 한개 이렇게 되어있는 품목을 구매해서 동생과 한개씩 나누고 작은것은 핸드백에 쏘옥 넣고 다닙니다 한달정도 사용한거 같은데 마스크 쓰고 다니는 요즘 저에겐 원픽입니다,손에 안묻히고 바를수있어 좋은점도 있지만 과대포장 느낌 실망,작은 미니통은 왜주신거세요,,,,,
N,P08,S13,21428304224,0,세타필,보습,촉촉,좋습니다,저렴하게,11.52,7.03,4.69,4.65,4.59
N,P08,S13,21428304224,1,이것만 겨우내내씁니다,이렇게 많은 사람들이 많이 좋아해 주셔서 진심으로 감사드립니다,번들거리지 않고 금방 흡수되서 매우 만족합니다,싸게 잘샀어요,세일도하고  강력 추천합니다아이들도 바르고  온가족이 다 바를수 있어  더욱  좋네요,,,,,
N,P06,S26,28886879586,0,부드럽게,발림성,좋습니다,얇아서,잘그려지고,8.64,2.96,2.64,2.27,2.09
N,P06,S26,28886879586,1,지속력을 잘모르겠음,안번진다고 해서 구매했는데 생각보다도 엄청 번지네요,단지 아쉬운 점은 뚜껑을 열었는데 심이 다 빠져 나온 상태여서  그 점이 조금 아쉬웠습니다,오 우연히 알게되서 구입해봤는데 진짜 그리기 쉽고 아주 약한 힘으로도 쓱 잘 그려져요,잘그려지고 잘 안번져여,,,,,
N,P07,S01,80056998631,0,좋아,,,,,1.33,,,,
N,P07,S01,80056998631,1,속은 촉촉 겉은 보송한 느낌이에요,3일만에왔어요,예민한 피부이고  출근할때 간편하게 매일 사용하는 상품인데 별 트러블없이 잘쓰고있어요,성분도 좋고 발색도 좋아서 즐겨 사용합니다,만족합니다그리고 다른 곳보다 가격이 저렴해서 좋아요,,,,,
N,P07,S01,15005024613,0,커버,닥터자르트,만족,비비,좋습니다,5.84,4.85,4.31,4.3,3.73
N,P07,S01,15005024613,1,저렴하게 잘샀어요,저는 화장을 고치기 어렵다는 점 빼곤 만족합니다,발림성도 좋고 커버력도 좋아요,근데 재구매때 늘 사용하던 어두운 톤의 비비가 더이상 안보여서 어쩔수 없이 비슷한 톤의 제품 간신히 찾아내 사용하고 있었는데  그 제품도 다시 재구매 하려고 보니 밝은톤만 판매를 하고있네요,예전에 사용할때도 만족했던 제품 쿠션으로 몇년동안 바꿔 사용하며 잊고 있었는데 쿠션은 정착할것을 찾지못하고대부분 번들거림 다시 구매해 사용해보았더니 내가 원한건 이거였음,,,,,
N,P07,S01,82961834343,0,섞어서,감사합니다,배송도,커버,발림성,2.94,2.2,1.96,1.85,1.7
N,P07,S01,82961834343,1,늘쓰는  제품이예요,커버력이좋아서 어머님이 엄청애용해서 쓰시는제품이에요,감사합니다,최고예요,제피부톤에 잘맞아요,,,,,
N,P07,S01,11038078138,0,감사합니다,저렴하게,만족합니다,좋습니다,커버,4.14,2.46,2.45,1.68,1.67
N,P07,S01,11038078138,1,좋아요,갠춘한거 같아요,늘 쓰는 제품 입니다 만족해요,비비크림 처음,이거개안트라구요,,,,,
N,P07,S01,7509969473,0,있어요,만족합니다,커버력,자연스럽,샤넬,1.73,1.71,1.58,0.95,0.89
N,P07,S01,7509969473,1,또구매햇어요,커버력은 많이 없어도 자연스럽게 피부가 맑아보여요,추천받아서 구매했어요,늘 쓰던제품인데 백화점보다 저렴하여 구입하게되었습니다,잘쓰겠습니다,,,,,
N,P07,S01,11345453313,0,감사합니다,저렴하게,가볍게,좋습니다,자연스러운,2.29,2.26,2.15,1.71,1.59
N,P07,S01,11345453313,1,좋습니다,최고에요,인생쿠션이에요,n커버력도 이정도면 괜찮아요,만족해요,,,,,
N,P07,S33,28825539587,0,커버,애교살,펜슬,부드럽게,잡티,13.81,8.85,5.04,4.76,4.38
N,P07,S33,28825539587,1,애교살이나 잡티 가리기에 넘 좋아요,딱 이 색이 필요했어요색이 너무 밝지않아서 정말 좋아요,눈썹이나 아이라인 마무리용으로 제격,커버력이나 밀착력도 보통,색상이 밝지는 않지만 다크랑 잡티 가리기엔 딱입니다,,,,,
N,P07,S01,22849759426,0,발림성,커버,써보고,촉촉하고,좋습니다,2.72,2.68,2.14,2.04,1.63
N,P07,S01,22849759426,1,좋은데 너무 어두워요,연고바르는 느낌으로 뻑뻑한데 손으로 쓱쓱 문지르니 잘 발라지네요썬크림 바르 듯 그냥 손으로 발랐어요,트러블 없고 톤 정리 말끔하고 촉촉해서 좋아요,배송도 빠르고 늘 쓰던거라 이거말고는 다른건 안 쓰게 되는 것 같아요,오래전부터게속사용했던거라 좋습니다,,,,,
N,P06,S27,5610925019,0,슈에무라,저렴하게,만족,샤프닝,눈썹,8.58,5.23,4.89,4.73,4.48
N,P06,S27,5610925019,1,샤프닝 서비스가  안되긴 하지만  제품질이 바뀌는건 아니니까  만족해요,슈에무라 브로우가 짱이죠쿠폰가지고 매장방문하여 샤프닝 서비스 받을예정입니다감사합니다,맘에 들어요,항상 사용해요,브로우 파우치만 세트인줄 알았는데원피스 에디션 파우치도 받았어요,,,,,
N,P07,S01,8910285947,0,커버,비비,발림성,있어요,좋습니다,9.73,7.89,5.37,5.12,4.78
N,P07,S01,8910285947,1,비비중에서는 제일 밝고 번들거림도 없어요,향도좋고 잘쓰겠습니다,우선 조금 어두운데 피부 트러블은 안나는것 같아 계속 써보려구요,제품 본질에 충실한것 같아요,여드름피부사용가능이라 좋은듯요피부과에서 구매해보고 좋아서재구매근데 색이좀 어둡다는게단점 목보다어두움,,,,,
N,P06,S27,29299134621,0,눈썹,펜슬,얇아서,그리기,미니,7.77,6.2,5.96,5.52,4.54
N,P06,S27,29299134621,1,약간 더 어두운컬러도 추가 구매하려고요,부드럽게 잘 발리고 얇아서 너무 마음에 들어요,펜슬이 다른 펜슬 브로우보다 가늘어서 눈썹 모양을 잡는데 편리해요,얇아서인지 촘촘히 그릴 수 있도 눈썹 끝 표현도 무척 자연스럽게 마무리할 수 있어요,사이사이 그리구요,,,,,
N,P12,S32,29450065618,0,향도,효과,거품도,향이,만족,5.26,4.05,2.55,2.25,2.11
N,P12,S32,29450065618,1,써보는데 두피 간지러운게 없어지고좋습니다,확실히 정수리쪽이 거뭇거뭇해진거같아요,친구가 소개하 한번 사용해 보려고 구매했어요,머리 감은 다음다음아침 어김없이 떡지던 머리가 산뜻해지고 기분탓인지 몇일 지나니 머리도 덜 빠집니다,언니부탁으로 주문한거라 아직 사용전이라 좋은건 확인이 안되네요,,,,,
N,P06,S28,21950842352,0,발색,예뻐요,색상,팔레트,색이,12.83,10.97,10.58,10.35,9.08
N,P06,S28,21950842352,1,뉴컬러라 기대하고 주문했는데 화사하면서 은은한컬러고 색구성이 다이뻐요 발림성도 좋은것같아요,사진보다는 좀어두운컬러이긴하지만 데일리로 튀지않고 무난한것같아요,아직 써보지는 않았지만 보기만해도 색깔이 너무 예뻐요 에스쁘아 섀도우는 처음,애프리콧미 사용 후 모브미도 예쁠거 같아 추가 주문했어요,부드럽게 잘 발리고 발색도 적당함지속력 좋음,,,,,
N,P08,S13,14886751850,0,발이,효과,바르고,각질,저렴하게,19.65,11.7,10.38,8.84,6.91
N,P08,S13,14886751850,1,오눅님 인스타 보고 구매한 사람 나야나  알고보니 유명한 제품이더라구요,발 각질제거후 크림 발라주면 좋다해서 구매했어요,발이 부들부들해졌어요,여름철 필수 아이템여름에 샌달 신을려면 꼭 있어야해요,휘뚜루마뚜루 바르기 좋아요,,,,,
N,P07,S01,13222066705,0,한스킨,커버력,비비,만족,발림성,6.03,5.1,5.07,3.05,2.89
N,P07,S01,13222066705,1,발림성이 너무 좋네요,극건성인데  글로우임에서  좀 건조하게 느껴져서  가을이나 겨울에는  보습을 완전 잘해야  할것 같아요,상품평 보고 샀는데 역시나네요,수분 부족형 지성피부나 피부톤이 얼룩덜룩하신 분들 피부 요철이 심하신 분들은 팩트나 화운데이션보다 슈퍼쓰리솔루션이 이름 그대로 솔루션이 될듯 합니다,배송이 좀 늦긴했지만 늘 쓰던거라 기다림이 힘들진않았어요,,,,,
N,P07,S01,13057920955,0,배송도,엄마가,애터미,비비,만족,5.32,5.3,4.73,4.63,3.42
N,P07,S01,13057920955,1,사봤는데 괜찮아요배송도 다음날 바로오고 포장도 꼼꼼해요민감한 피부라 화장을 안하는데 외출때는 애터미비비만 발리도 충분해요친구에게도 권했는데 다들 좋다고 하더라고요,엄마가 피부에 잘맞는다고 사달라고 해서 샀어요,어머니가 쓰신다고하셔서 사드렸는데 너무 좋아하세요,감사합니다,지인분한테 추천했더니 너무 좋다네요 적극 강추 입니다,,,,,
N,P07,S01,83366727705,0,커버,,,,,0.74,,,,
N,P07,S01,83366727705,1,다 좋은데 커버력은 별로 없어요,그냥 적당하게 좋아요,톤업크림이라는 의미를 모르겠습니다톤이 밝아졌다는 느낌은없고 그냥 부드러운 크림을 바른것같은느낌이에요그래도 발림성이나 이런부분은 만족했어요,처음,커버 좋네오,,,,,
N,P10,S29,25486379522,0,촉촉,있어요,가성비,저렴,가격,7.79,7.63,7.11,6.26,6.24
N,P10,S29,25486379522,1,촉촉해요,너무 좋아요,얼굴 전체 바르고 있습니다,써봤는데 납작한 입구도 쓰기 편하고 발림성도 좋고 가성비 좋습니다,항상 쓰는 제품 듬뿍 펴바르면 요거 하나로 끝납니다,,,,,
N,P08,S47,19868385189,0,향이,향수,딥디크,잔향이,향은,24.4,13.44,8.85,7.89,6.43
N,P08,S47,19868385189,1,냄새 너무좋고 75ml라 오래오래 두고 쓸 것 같아요,최에 하는 향수입니다매번 여기서 믿고 구매합니다봄 여름 가을 겨울 다 잘 어울리는 상큼하고 싱그러우며 은은한 장미향이 납니다주변 사람들이 향수 뭐 쓰는지 많이 물어봐요그만큼 좋아하는 사람들이 많아요,향은 아직이지만 여러 후기들 보니까 정품 맞겠죠,지속력이 이렇게 짧을 수가 향은 나쁘지 않은데 분사구도 뻑뻑하고 여러모로 아쉽네요,안좋은 후기 보고 정품 아닌가 싶어 좀 걱정했는데 써보니 뚜껑도 잘 열리고 닫히고 분사도 잘 됩니다,,,,,
N,P07,S33,22222194684,0,커버,더샘,저렴하게,가성비,만족,17.61,8.08,6.5,5.97,5.63
N,P07,S33,22222194684,1,이거 가격도싼데 커버력이 진짜뛰어나서 최곤것같아요,자연스럽고 피부톤 정리에 너무 굿,그리고 왜 유명한지 알겠어요 소량으로도 커버가 아주아주 잘 됩니다 시험 삼아 하나만 주문했는데도 꼼꼼한 포장과 빠른 배송에 감동했습니다,매우 만족 입니다,컨실러사용해요봄요 궁금하기도하고 유명하다고하길래 저처럼 한달에 두번정도 병원갈때만 화장해서 모르겠만 커버력이 비슷해서 안쓸듯해요,,,,,
N,P07,S01,15402508728,0,저렴하게,만족합니다,감사합니다,미샤,비비,4.8,4.28,4.18,3.09,3.03
N,P07,S01,15402508728,1,10년째 쓰는 비비입니다,배송 빨라요 그리고 유통기한도 2024년까지로 넉넉한 제품으로 보내주셨어요,몇년동안 꾸준히 쓰고 있는 제품입니다,색상이 환해서 좋아요,예전에 썼던게 기억나서 반가운맘에 샀네요,,,,,
N,P05,S04,13683287065,0,입술,바르면,저렴하게,화한,촉촉,5.82,3.78,2.99,2.65,2.41
N,P05,S04,13683287065,1,항상쓰고있는상품이에요,약간 시어버터 느낌 플럼핑 효과도 나름 괜찮은 것 같아서 만족합니당,재구매의사는 없음,좋아요,또 플러핑효과는 별로 화한느낌이 나는데 그리 불편할정도는 아니예요단독으로 바르기엔 색상이 연한편이예요배송빠르고 종이 포장으로 꼼꼼하게 보내주셨네요,,,,,
N,P07,S01,10023542539,0,촉촉하고,만족,감사합니다,비비,커버력은,5.24,4.91,3.33,3.18,2.62
N,P07,S01,10023542539,1,무슨 청담동비비다 뭐다 하면서 그래서 호기심에 사봣는데 만족스럽게 잘 사용중이에요게다가 다른곳이랑 가격은 비슷한데 팩이 5장 딸려오니 더 만족스러운 구매엿어요,사용양에 따라 커버력은 좀 더 좋을수도 있는것 같아요,굿 제피부가 건조한편이라 꾸준히사용중인제품이에요,잘받았습니다,건조하고 주름많은 저에겐 이 비비가 딱이예요,,,,,
N,P07,S01,10856462740,0,빠르,,,,,0.71,,,,
N,P07,S01,10856462740,1,늘 쓰고있어요,항상 쓰는 물건이에요떨어지기 전에 미리 주문했어요,좋아요,어머니가 만족하시네요,생각보다 양이작아서 좀 그랬네요2017년6월제조상품인데 케이스랑 상품이 좀 깨끗하지않아 오래된 제품인줄 알았어요,,,,,
N,P05,S06,11218826916,1,친구 생일선물로 줬는데 너무 마음에 들어해서 좋아요 거기다 포장도 마음에드네요,촉촉하고 부드럽게 발려 좋아요,색이 좀 진했으면 해서 라즈베리 사봤어요 진하긴 한데 핑크나 코랄이 더 촉촉한거같아요 물론 라즈베리도 짱입니당,촉촉하니 아주좋아요,늘  쓰는거라  떨어지면 불안,,,,,
N,P07,S01,23978682530,0,섞어,파데랑,배송도,매트,구매했어요,3.42,2.82,2.14,2.09,2.04
N,P07,S01,23978682530,1,매우 만족합니다,유튜버 추천으로 구입해봅니다,민감피부라 화장도 잘 못하고 다니는데 와 대박이에요,사용하고 트러블 나지않았고 다른 파데에 섞어쓰기도 좋아요,파운데이션이랑 같이 섞어서 바르면 좋다고 해서 구매해봤어요,,,,,
N,P07,S01,22397726239,0,커버력,미샤,비비,좋습니다,발림성,4.71,4.46,4.41,3.85,3.34
N,P07,S01,22397726239,1,저렴하게 사서 좋은데 박스 없이 뽁뽁이로 포장되어 왔네요,리뉴얼되고 처음써보는데 너무좋아요,커버력이 좋습니다,색도 화사하고 촉촉해용,미샤 비비는 유명하잖아요,,,,,
N,P07,S01,82234714055,0,엄마가,구매했어요,비비,발림성이,저렴하게,2.83,1.62,1.46,1.39,1.3
N,P07,S01,82234714055,1,발림성도 좋고 조금만 사용해도 커버가 되는것같아만족합니다,처음,엄마가 5통째 계속 쓰고 있는 제품이예요,후라인은 제품이진짜 고급지긴해요방판이모한테 정가주고구매하다가 인터넷이 저렴하게잘샀어용,원래 사용하던 제품인데 인터넷이 더 저렴해서 구매했어요,,,,,
N,P10,S44,8740412605,0,트러블,여드름,티트리,효과,뾰루지,17.72,12.4,11.8,11.25,9.21
N,P10,S44,8740412605,1,믿고 쓰는 제품입니다점보사이즈에 좋아요,심하게 올라온 애들은 톡톡해주고 자면 좀 가라앉아요,아주 좋아요,싸게 구매했어요,뾰루지날때 쓰는데 잘 가라앉아서 좋아요,,,,,
