SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,KEYWORD_GUBUN,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
N,P12,S03,5763649905,0,향도,미용실에서,향이,뿌리고,머릿결이,14.33,9.03,8.03,5.69,5.44
N,P12,S03,5763649905,1,너무좋으네요완전만족합니다,머릿결이 차분해졌어요,재구매의사있어요,좋아요,촉촉해서 잘 쓰고있어요,,,,,
N,P08,S35,27964937522,0,때가,저렴하게,각질,있어요,만족,7.52,5.03,4.67,3.31,3.29
N,P08,S35,27964937522,1,CJ 대한통운  택배 하루씩  홀딩 지연 시키네요,뿌리기만해도 각질이 부들부들 일어납니다,때잘밀어져요,잘나오네요,뿌리고 좀 기다리면 더 잘밀리는듯,,,,,
N,P07,S01,13452114802,0,촉촉,커버,비비,좋습니다,발림,5.02,4.82,4.77,4.21,3.64
N,P07,S01,13452114802,1,피부톤이 잘 정리 되서 너무 좋왔씁니다,잘 사용하고 있어요,일반 비비보다 커버력 높고 생각 등 잘 맞습니다,너무너무 다 좋른데 선크림건조한거쓰고쓰면 촉촉하진않아요,10년째 사용하는 제품이에요,,,,,
N,P07,S01,12530446485,0,커버,비비,성분이,발림성,촉촉,6.98,6.92,5.96,4.95,4.67
N,P07,S01,12530446485,1,촉촉하고 밀착력도 좋고 색도 바르고 나면 자연스럽게 피부색하고 융화되더라구요,좋아요,한통 다 쓰고 새로 구입했는데 향이 좀 더 진해진 것 같고 발림이 조금 더 뻑뻑해짐은 있는 것 같아요,나쁘지 않은거 같아요,시켜서 써본결과  촉촉하고 발림성이  좋아요,,,,,
N,P10,S44,82839072147,0,있어요,배송도,섞어,구매했어요,호호바,3.84,2.56,2.52,2.5,2.25
N,P10,S44,82839072147,1,요즘 날씨에 로션과 호호바 오일을 섞어 바르면 건조하지 않고 번들거리지도 않습니다,마른 후에도 미끌거리는게 아니라 촉촉하면서 로션바른 느낌리라서 좋아요,근데 배송문제인지 거의 일주일이 걸려서 왔네요,추워지면 피부가 많이 건조해지는편인데 바디로션에 섞어 쓰니깐 좋네요손도 잘 터서 큐티클이랑 손등에도 바르고 있는데 흡수도 잘 되고 좋아요,그래서 오일사서 발랐는데 정말 많이 좋아졌어요,,,,,
N,P07,S14,21151644889,0,모공,작은,미니,좋습니다,오래,11.81,4.6,3.78,3.26,3.13
N,P07,S14,21151644889,1,모공 프라이머 어짜피 소량만 쓰니까 작은거로 먼저 구매해봤는데 진짜 잘 산거같아요,좋네요,좋아요,잘받았습니다,싸게 잘샀어요,,,,,
N,P11,S38,21285684073,0,클렌징,오일,순하고,재구매,촉촉,10.74,9.14,8.78,5.1,4.85
N,P11,S38,21285684073,1,써보는 제품인데 생각보다 촉촉해서 좋아요,매번 구매하는 제품입니다,오일만 써 본 바 얼굴에 자극이 전혀 안가고 피지가 쑥쑥 올라와 있어서 신기해하면서 쓰고 있습니다,클렌징오일은 꼼꼼히 문질러주면 아이라인과 마스카라까지 깔끔하게 녹아납니다 만족해요,괜찮네요,,,,,
N,P04,S43,25185597522,0,커서,촉촉하고,모르겠,자극,재구매,3.2,2.97,1.67,1.45,1.42
N,P04,S43,25185597522,1,큰 여드름은 진정되는 것 같은데 좁쌀은 잘 모르겠어요,감사합니다,지금까지 사용해본 토너 중 가장좋았어요촉촉하고 트러블도 금방 없어지고 모공도 좁아졌어요,벌써 피부과 다닌지 2년이 넘어가는데 진전이 없어서 유튜브 보다가 여드름에 자극도 안가고 효과가 좋다고 해서 구매했어요,순하긴해도 매일 쓰면 자극 될 거 같아서 3일에 한번 정도 써요,,,,,
N,P05,S06,8861351935,0,촉촉,색상,발색,색이,좋습니다,17.18,9.19,8.97,7.98,5.69
N,P05,S06,8861351935,1,촉촉한게 립밤같면서 발색은 립밤보다 진한 립스틱에 가깝고 만족해요,가격은 조금 착하지 않지만 립세럼은 이거만 몇년째 쓰고 있어요,선물포장 추가하니 확실히 예쁘긴하네요,고맙습니다,케이스도 고급스럽고요,,,,,
N,P07,S15,7498416579,0,예뻐요,발색,치크팝,색상,누드팝,14.3,14.0,9.81,9.69,7.86
N,P07,S15,7498416579,1,겨울딥 걸친 여름뮤트인데 뜨지 않고 딱 좋네요정말 기대이상이었어요,이뻐요  아직 얼굴엔 안발라봤긴한데 빨리 써보고싶네요,종이포장 꼼꼼히 잘해서 왔구요,너무 서고싶던 색인데 자연스럽게 잘 발색되네요,안깨지고 잘 왔어요,,,,,
N,P05,S06,25402701522,0,저렴하게,촉촉,립밤,향도,입술,11.72,11.14,10.25,9.2,6.9
N,P05,S06,25402701522,1,늘 쓰는 제품이에요,재구매예정,항상 집안 여러군데에 두고두고 사용하는 중입니다,잘쓰겠습니다,감사합니다,,,,,
N,P10,S23,25185597522,0,촉촉,커서,자극,트러블,크고,11.63,11.2,6.6,6.53,6.52
N,P10,S23,25185597522,1,시원하고 에센스 양이 많아서 좋아요,자극없고 매우 좋아요,너무 촉촉해서 물이 뚝뚝 떨어질 정도에요,유툽보고 사봤어요,상품평들도 좋아서 구매했는데 만족합니다,,,,,
N,P02,S25,18340535128,0,촉촉,수분,좋습니다,만족,오래,7.15,5.65,5.17,3.29,2.34
N,P02,S25,18340535128,1,겨울에 이거 없으면 안될것 같아요,만족합니다 만족합니다 만족합니다,빠른배송 감사합니다,잘받았습니다,좋습니다,,,,,
N,P07,S33,14573265244,0,커버,한스킨,저렴하게,만족,좋습니다,22.34,6.37,5.22,4.72,4.32
N,P07,S33,14573265244,1,발색이 생각보다 어둡더라구요제가 23호 정도인 줄 알았는데 안나가면서 피부가 하얘진건지 뭔지 제 피부보다 어둡더라구요,원래 쓰던거라 또 주문했어요,예전에 사용했을 때 좋았던 기억이 있어서 재구매했어요,마스크 사용 땜 마무리 단계에 사용해보려고 구매했어요,잘받았습니다,,,,,
N,P07,S01,14077590839,0,좋습니다,바닐라코,가볍게,저렴하게,톤업,1.75,1.44,1.39,1.36,1.29
N,P07,S01,14077590839,1,나쁘지않아요,항상쓰는거에요,그냥 마스크쓰고 좀 편하게 다니고 싶은데 어디 사람만날때 가끔이라도 쓰려고 샀어요맨날 쌩얼하니 저도 가끔 거울보면 미안함,평이 좋아서 샀는데 색이 좀 칙칙한 편이에요,발림도좋고 오래유지되어 만족합니다,,,,,
N,P07,S01,17565951268,0,인셀덤,감사합니다,비비,만족합니다,발림성도,5.79,4.7,3.96,2.81,2.65
N,P07,S01,17565951268,1,좋아요,답답하지 않는 느낌  바른 후 광채가 나는 등 좋은데 이것만 바르기엔  커버력이 약합니다,제가 50대 후반인데 비비중 최고예요,촉촉하게 발리고 한번도 안써본 사람은 있어도 한번쓴사람은 없을거에요,항상 사용해요,,,,,
N,P07,S01,10153586214,0,비비,커버,트러블,순하고,순해서,4.7,4.38,4.36,3.25,3.13
N,P07,S01,10153586214,1,좋은제품입니다,발림성도 좋고 자연스러워요,적은양으로도 커버가 너무잘되고 부드럽게 잘 발라져요,지루성피부염때문에  피부화장품을 사용할 수가없는데 이건 완전 잘 발리고 시간이 지나도 뭉치는게 없어요,와우 비비크림 하나샀는데 샘플이렇게 챙겨주시는거 실화인가요 너무 감사합니다,,,,,
N,P07,S01,10834411318,0,커버,자연스,좋습니다,촉촉하고,발림성이,4.55,2.76,2.64,2.61,2.42
N,P07,S01,10834411318,1,벌써 3번째 재구매네요,예전에 사용해봤을때 좋았던 기억이 있어서 다시 사용해봅니다,이거 바르고 자고 일어났는데도 뜨는거없구 넘 좋았어요,전 모공이 크지않고 커버할것도 별로없어서 그냥 선크림대용으로 사용해요,전 파데랑 섞어바르는데 피부표현도 예쁘게 되고 촉촉한편이에요,,,,,
N,P07,S01,7441148520,0,엄마가,발림성,저렴하게,커버력,있어요,2.51,2.43,2.18,1.95,1.87
N,P07,S01,7441148520,1,유통기한도 23년 까지고 저렴하게 잘샀어요,써보는제품이라서 기대하고 기다렸는데 배송이 일주일이나 걸렸네요발림성은 자연스럽게 잘 발라져서 좋아요커버력은 보통인것같아요,엄마가 쓰는 제품인데 저렴하게 잘 구입한거 같습니다,또 재구매할께요,단점을 못찾겠을 정도로요 절대 단종 안됐으면 좋겠어요,,,,,
N,P07,S01,82249824129,0,저렴하게,배송도,좋아,주문했,만족,1.74,1.73,1.15,0.83,0.59
N,P07,S01,82249824129,1,배송도 생각보다 빠르고 상품도 좋아요,전 늘 맍족하며 쓰건 제품이라 이렇게 살 수 있을때 쟁이고 싶네요,지속력이 아주 좋다고는 할수 없지만 화사하게 만들어줘서 다른거 쓰기가 어렵네요,매장보다 저렴하게 샀어요,피부가 맑아보입니다,,,,,
N,P07,S01,82531773225,0,홍조,커버,만족,붉은,,1.64,1.27,1.17,1.03,
N,P07,S01,82531773225,1,2통째 쓰고있어요,친구 생일선물로 사줬어요,붉은기 커버되고 부드럽게 발리며 살짝 메트합니다,홍조가 심해서 홍조 없는 사람처럼 되지는 않지만 붉은기가 사라지는 것 만으로도 너무 만족합니다,파운데이션과 같이 사용해보니 밀착력이 좋고 자연스러워요,,,,,
N,P07,S01,22436153468,0,감사합니다,좋습니다,발림성,사용하,바르고,4.01,2.2,1.67,1.56,1.34
N,P07,S01,22436153468,1,피부샵에서 5만원주고 샀던거같은데이렇게 저렴하게 구매할수있어 만족합니다,빠른배송 감사합니다,재구매하는 상품입니다,매년을 계속 이 제품만 쓰고있어요항상 쓸때마다 너무 만족하고특히 겨울에는 건조함을 잘잡아줘서 너무 좋아요,흰색 제형이라 처음엔 하얀데 시간이 좀 지나면 파운데이션색이 됩니다,,,,,
N,P09,S18,14137176348,0,뿌리,스프레이,좋습니다,편해요,분사,4.63,3.99,3.32,3.25,3.18
N,P09,S18,14137176348,1,엄마 골프용으로 사드렸는데 쿨링 진정까지 된다구 좋아하세요,남자친구 살 타서 선물해줬는데 좋다고 매일 바르고 있어요,썬쿠션을 바디에바르구 혹시 몰라서 수시로 뿌리려구 샀어요,여기저기 뿌려도 투명해서 티 안나고 간편하고 향도 좋네요,좋아요,,,,,
N,P09,S17,27778415522,0,편하고,가히,좋습니다,부드럽게,수시로,4.42,3.54,3.22,2.61,2.61
N,P09,S17,27778415522,1,촉촉하고 편하네요,사고싶어서 망설였는데 요아쿠아는 썬크림 기능이 있어서 바로 구매했습니다,굉장히 부드럽게 잘 발리고 뾰루지 나는 건 없네요,썬효과를백퍼민으며열씸써볼랍니다,맘에들어요,,,,,
N,P07,S01,26698147523,0,성분,만족합니다,바르면,좋습니다,커버,5.36,2.56,1.86,1.77,1.57
N,P07,S01,26698147523,1,커버는 컨실러랑 같이 발라야될 것 같고  트러블은 아직까지 없는 데 바르고 시간 지나면 유분감은 있어요,재구매 의사 있습니다,좋아요,발림성은 뻑뻑한편이라 수분크림이랑 섞어바름 좋구 그거말고는 단점이 없어요,통 디자인은 바뀌었는데 제품은 동일한거 같네요,,,,,
N,P07,S01,24475778531,0,한스킨,비비,빨라요,커버,들어요,5.52,4.39,3.77,3.16,2.56
N,P07,S01,24475778531,1,샘플 써보고 좋아서 주문했어요,아직써보기전이에요,샘플써보고 좋아서 구입했어요,커버력도 좋고 발림성도 좋습니다,역시 한스킨이 원조 BB크림 회사 답네요,,,,,
N,P07,S01,21558501685,0,셀퓨전씨,배송도,있어요,저렴하게,좋습니다,2.35,2.19,2.16,1.96,1.69
N,P07,S01,21558501685,1,피부염때문에 아무 브랜드나 못쓰는데 셀퓨전씨는 순해요,가볍고 얇게 밀착됩니다,좋아요,잘받았습니다,그냥 내 피부같은색피부 하야신 분들은 좀 어둡다 느낄수도 있어요,,,,,
N,P06,S08,11153885467,0,저렴,만족,오래,가격,좋습니다,5.44,4.15,3.47,3.24,3.03
N,P06,S08,11153885467,1,속눈썩 숱도적어 풍성함 때문에 사용합니다 한번에 계속바르면  뭉치니 천천히  쓸어오리듯이  바르고  5분뒤에다시천천히 끌어 올리듯이  사용하면  안 뭉치고 잘올라갑니다,지인이 쓰는거보고 좋아보여서 구입했어요발림성은 그럭저럭 괜찮은데 세안시  잘 안지워져요,키스미 제품 2개이상 구매시 패턴 파우치 증정인데 리유저블 컵이 왔습니다,길게 연출되었으면 하네요,다른 마스카라도 많이 사용해봤는데 솔직히 키스미가 저한텐 제일 낫더라구요,,,,,
N,P09,S21,82413640414,0,재구매,커서,만족,있어요,촉촉,12.96,10.38,8.49,8.44,8.24
N,P09,S21,82413640414,1,미니 쿠션은 첨인데 어디든 가지고 다니기 좋은 사이즈에요,톤 보정도 되고 시원하니 좋으네요,재구매잘 사용하고 있어요,사용하기 편해서 좋아요,건조한 피부에는 각질이 부각되네요,,,,,
N,P06,S27,20362783694,0,저렴하게,이니스프리,색상,가성비,눈썹,9.17,5.55,5.48,5.23,4.99
N,P06,S27,20362783694,1,좋아요,발색력 좋고 쓱쓱 잘그려지네요,저렴하고 배송 빨라요,항상쓰는 펜슬입니다,세밀하게 잘 발려요,,,,,
N,P10,S34,20138646188,0,톤업,자연스럽게,바르고,촉촉,발림성,20.76,14.33,8.06,6.82,6.08
N,P10,S34,20138646188,1,배송도 빠르고 밀림 없이 잘 발림마스크쓸때 메이컵으로는 은은하고 톤보정 괜찮아요,평이 넘 좋아 구매했네요마스크쓰는 요즘 톤업만 잘 되도 깔끔해보이더라구요평판만큼이면 좋겠어요,지인성물하려고 두개 샀는데 한개는 상품이 구겨져서왔어요,손등에만 발라봤는데 탁하지 않고 자연스럽게 하얘져요,이 제품을 사용하는것과 안하는게 차이가 나요,,,,,
N,P05,S04,82430972756,0,색이,색도,색상,예뻐요,입술,4.67,4.45,4.17,3.7,3.46
N,P05,S04,82430972756,1,색상도 이쁘고 하루만에 배송오네요,지속력은 솔직히 좋지않아요,좋아요,지속력은 짧지만 은은하니 이뻐서 자주 애용하며 바르고 있습니다재생비비나 선크림 정도만 바를때 같이 바르기 너무 좋아요,바르고 조금 있으면 반짝반짝 글로시해요,,,,,
N,P07,S01,12173311983,0,비비,감사합니다,알렉스,만족합니다,커버력은,4.84,4.5,4.32,4.16,4.04
N,P07,S01,12173311983,1,제품 잘못쓰면 붉어지고 간지럽고 예민한 편이라 신중하게 여러개 비교해보고 구매했는데 만족해요재구매 할것같아요촉촉 부드러움 자연스러움 순한거 찾으심 써보셔도 좋을듯합니다대신 커버력 높은거 좋아하심 좀 부족하실듯하세요,엄청 쪼끄만해요톤 보정하기 괜춘해요,배송이 빨라서 좋구요,남친이랑 놀러 갔을때 완전 쌩얼로 자기에는 좀 부끄러워서 바르고 자도 되는 비비가 필요했던건데 그리구 30미리가 이렇게 적은줄 몰랐네요일단 한달 써 보고 한달 후 후기 쓰러 오겠습니다,항상쓰고있어요,,,,,
N,P07,S01,14760725899,0,한스킨,비비,커버,만족,좋습니다,12.54,10.53,8.49,5.5,5.02
N,P07,S01,14760725899,1,잘받았습니다,촉촉하고 쫀득쫀득해서 제품의 질감은 좋은 것 같은데 아무래도 색이 제 피부에 어두워거 별 2개 뺐어요,잘 흡수되고 좋습니다,건성인 제 피부에는 조금 건조해서 물먹인 스펀지와 함께 사용했을때가 가장 베스트였습니다,지난번에 다른 제품 샀다가 샘플로 온거 써보고 커버력지속력 다 좋아서주문했습니다,,,,,
N,P07,S01,14075813592,0,비비,감사합니다,저렴하게,만족합니다,마몽드,6.57,5.79,4.14,4.06,3.65
N,P07,S01,14075813592,1,흰피부인데도 생각보다 밝아요,늘 쓰던거라 중간에 다른 브랜드도 써 봤지만 저한테는 제일 톤이랑 잘 맞는것 같아요,좋아요,길쭉한 튜브타입이라 파우치에 쏙 담기고 겨울철에 건조한거 못쓰겠던데 이거쓰면 딱 좋습니다 가볍고 화사하게 피부표현되고 무너지는것도 흉하게 안무너지네요,무난해요,,,,,
N,P07,S01,13934108320,0,커버,발림성,비비,생각보다,만족,6.07,3.72,3.66,3.31,2.94
N,P07,S01,13934108320,1,에스티로더 더블웨어 파운데이션과 섞어서 사용하려고 구매했습니다,처음써보는 제품이라서 걱정이 많았는데 포장도 잘해줘서 좋았어요,비싼 비비만 쓰다가요 별차이를 못느껴 왕창 주문했어요,평이 좋아 구매했는데 파운데이션 쓰다가 비비 써서 그런지 색이 뭔가 어두운 느낌이 드네요,제가 사용 하는게 아니라서 잘 모르지만 엄마께서 쓰시는 중 이신데요엄마 피부톤이 21호와 23호 사이신데 평소 21호를 사용하셔서 이번에도 21호를 구매 하였습니다여쭤보니 촉촉하니 괜찮다고 하시네요색도 잘 맞구요,,,,,
N,P07,S01,14980903915,0,커버,성분,가볍게,비비,만족,4.9,4.33,4.0,2.7,2.61
N,P07,S01,14980903915,1,무겁게 유분기 있는 제품이 아니어서 가볍게 발리고 마스크에도 잘 안묻을거 같아요,할인중인건가요 매번 구매하는 제품인데 가격이 저렴해져서 기분 좋네요,일단 저는 매우 건성이고 피부톤은 하얀편이라 비비나 쿠션은 톤이 밝고 촉촉한 표현을 선호하는데 안좋은 성분이 많아서 이걸로 갈아 탔어요,보이는 바와 같습니다,파데보다는 가벼운데 그래서 지속력은 짧아요여름에는 좀 빨리 날아갔는데 겨울에 다시 써보려고 합니다,,,,,
N,P10,S02,10829344089,0,순하고,촉촉,있어요,좋습니다,만족,9.87,9.23,7.99,6.01,5.37
N,P10,S02,10829344089,1,쓰던거라 주문했어요,병원에서 추천을 이 합니다 가격이 좀 부담스럽지만 돈을 써도 아깝지 않고 넘 좋습니다,순하고 보습잘됩니당,좋습니다,싸고 좋아요,,,,,
N,P12,S03,27174937526,0,향도,머릿결이,미용실에서,만족합니다,아모스,5.52,4.73,4.65,4.27,4.25
N,P12,S03,27174937526,1,완전좋아요,감사합니다,머리결이 상해서 구입했습니다,만족합니다,컨디셔너는 처음,,,,,
N,P07,S01,11053483505,0,섞어,파데랑,발림성,구매했어요,단독으로,5.55,2.4,2.23,2.11,2.03
N,P07,S01,11053483505,1,덕분에 매트한 파데도 잘 섞어서 바르니까 좋네요,회색끼도 살짝있고요 하지만 바르고 좀 지나면 자연스러워져요,아직 샘플만 써봤는데 좋아요,유튜버 혜림쌤 영상 보다가 혹해서 구매했는데 진 짜 좋아요,자연스럽고 조아요,,,,,
N,P09,S18,27790718522,0,가격도,뿌리,간편하게,감사합니다,여름에,2.1,1.73,1.69,1.63,1.53
N,P09,S18,27790718522,1,냄새가 좀 진한데 남편이 괜찮다고 잘 쓰고있어요,빠른배송 만족합니다,편하게 썼어요,쿨감도 좋고 편하게 뿌릴 수 있어 좋아요,여행가느라고 이것저것 사봤는데 좋은거같습니다배송도 빠르네요,,,,,
N,P09,S18,14472194968,0,저렴,가격,감사합니다,뿌리,싸게,4.78,4.76,3.99,3.34,2.67
N,P09,S18,14472194968,1,운동시 한동은 몇일 뿌림 금방 다쓰네요,친구 권유로 알게 되었는데 상품이 너무 좋아요,몸에 뿌리는 용으로 샀어요,분사력이 특이하긴 합니다,팔다리에 선크림 바르면 찐득한 느낌이들고 바르는것도 잊어버려서 선스프레이로 바꿔야지 생각만 했는데 가격도 착하고 좋아하는 브랜드라 바로 구매했네요,,,,,
N,P08,S13,21158787917,0,향이,뿌리,향도,만족,잠이,23.36,7.03,6.14,5.66,5.48
N,P08,S13,21158787917,1,향기로워굿굿,좋아요,괜찮아요,장마철 침구가 꿉꿉해서 냄새가 살짝 날 때 미스트를 뿌려주면 아로마량이 쫙 퍼져서 심신이 안정되니 잠이 잘 오는 것 같아요,선물로 구매했는데 반응이 좋았어요,,,,,
N,P07,S01,29192620623,0,좋아,만족,,,,1.76,0.47,,,
N,P07,S01,29192620623,1,샵에서 관리받을때 발랐던건데 너무 좋은 느낌이였어요,사용감이 좋아요,올가휴 피부샵을 다니고 나서 올가휴 제품에 관심이 생겼고 자극이 없어 좋아하구요,판매처가 많지않아서 그리고 잘몰라 생소해서 반신반의 했던그런데 어찌어찌 한통을 다쓰고사실 끝까지 다쓴 화장품이 손에 꼽을만큼없음,썬크림만 바르고 다니며 쌩얼같은 물광  피부를 원하는대 딱 만족스러워요,,,,,
N,P10,S34,17266331886,0,피부가,마사지,참존,각질,촉촉,16.43,10.45,9.77,8.82,5.95
N,P10,S34,17266331886,1,메르비랑 같이 써보려고 샀는데 조금만 덜 기름지면 좋을 것 같아요,컨트럴크림으로 마사지하고  화장 지우면 일석이조입니다,매일 마시지 후 아침까지 촉촉 아기 피부 같아요,각질제거도 잘되고요,발림성이 좋아  각질제거 잘되고피부가 촉촉해져요,,,,,
N,P07,S45,12114773816,0,쉐딩,저렴하게,자연스럽게,만족,좋습니다,11.68,8.68,4.91,4.75,4.65
N,P07,S45,12114773816,1,배송 빨라요 이쁘게  잘 할께요,예쁘게 잘 쓰겠습니다,좋습니다,붉은기 별로없어서 연하게나 진하게 둘다 사용하기에 쉬워요,매번쓰던건데 저렴하게잘샀어요,,,,,
N,P10,S44,13039502142,0,섞어,촉촉,바르고,사용하는,만족,2.76,1.68,1.67,1.31,1.25
N,P10,S44,13039502142,1,좋아요,오일 잘쓰고 있어요,촉촉하니 좋네요,겨울이라 오일을 섞어 발라도 좋겠다 싶어 주문했는데 너무 좋네요,순수 호호바오일 이라고 해서 민감한 피부에 바르려고 구매했어요,,,,,
N,P05,S06,12061936096,0,버츠비,저렴하게,립밤,촉촉,향도,14.34,10.81,8.71,8.69,7.71
N,P05,S06,12061936096,1,종류별로 주문했는데  다른것은 늘 쓰던대로  매우 만족합니다만  유독  망고만  망고향이 전혀  안나고 변질된 것 같은  냄새가 나네요,촉촉하고 향긋한 냄새가 좋습니다,배송빠르고 저렴하게 샀어요,자몽이 최고,배송빠릅니다,,,,,
N,P08,S35,14327928128,0,향도,순하고,있어요,재구매,촉촉,13.96,8.48,7.06,6.67,6.35
N,P08,S35,14327928128,1,또구매했어요,이 샴푸로는오랫동안 감지 않는다고 해서 머리가 떡이지지도 않고매일 감는다고 해서 건조해지지고 않는다뭐라 설명이 안됨간지럽지도 않음그래서 돈 없는데 비싸도 늘 구매함,거품도 잘 나지만 샤워 하고 나면 촉촉해서 좋아요,처음써보는데 촉촉하고 가성비좋네요,좋아요,,,,,
N,P07,S01,81416937104,0,저렴하게,만족,좋습니다,엄마가,재구매,3.86,3.79,3.24,2.86,2.4
N,P07,S01,81416937104,1,읻고 쓸수 있는 제품 저렴하게 구매했어요,좋은상품 빠르게 왔네요,배송도 빠르고 유통기한도 길어요,너무 향이 진해서 좀 힘들어요,엄마가 기존에 쓰시던 건데 다 쓰셔서 이번에 재구매 해드렸어요,,,,,
N,P07,S01,12548732544,0,한스킨,비비,커버,좋습니다,만족,7.92,5.94,4.83,3.46,2.7
N,P07,S01,12548732544,1,써봤는데 가격대비 너무 좋네요마스크에 묻지도 않고 얼굴에 발랐을때 흡수력이 좋아요만족합니다,양도 푸짐하고 자연스레 스며들어 아주 맘에 들어하며 사용합니다 한듯안한듯 편안한제품 앞으로도 쭈욱,샘플까지 최고네요,라이트랑 같이 번갈아가면서 사용해여,색이 조금만 더 밝았으면 좋겠어요,,,,,
N,P08,S35,23343004491,0,향이,향도,거품도,만족,좋습니다,27.9,18.56,9.6,7.86,7.21
N,P08,S35,23343004491,1,배송 빠릅니다,써보는데 괜찮아요용량도 커서 오래 쓸거 같아요,제가 좋아하는 딱 그 베이비파우더향이라 너무 너무 좋아요,향이 맘에 들어요,만족합니다,,,,,
N,P07,S01,9618386993,0,커버,촉촉,만족,지속력,건성,10.56,10.09,3.82,3.5,3.43
N,P07,S01,9618386993,1,건조해서 전에 많이 알아보고 구입했었는데 촉촉해요,좋아요,평소 21호가 딱맞는 피부 타입인데피부톤엔 완전 찰떡이에여첨 발랐을때 발림성도 좋고커버력도 나쁜편은 아니지만아주 좋은 편은 아닙니다,밀착감도 좋아요,항상쓰는 제품이에요,,,,,
N,P07,S41,12425200509,0,가성비,재구매,팩트,이글립스,모공,6.62,6.22,5.98,5.8,4.91
N,P07,S41,12425200509,1,커버 파우더는 커버력이 진짜 좋고 얼굴이 완전 뽀샤시해져서 마음에 드는데 마스크를 몇 시간 썼다 벗으니 피부 껍질이 벗겨진 것처런 얼룩덜룩 지워져서 아쉽네요,피부트러블도없고 뽀애요 그리고 잘지워지긴하는데 그래도좋아용 재구매할겁니다,파우더팩트중엔 이제품이 제일 가성비 좋은거 같아요,여름에필수템  뽀송하고 완전 좋아요,늘 쓰던거라 다시 구매했어요,,,,,
N,P07,S01,15005179773,0,커버,만족합니다,저렴하게,비비,닥터자르트,3.41,3.16,2.98,2.98,2.54
N,P07,S01,15005179773,1,몇 년째 계속 사용하고 있는 제품이에요저렴하게 구매할 수 있어 좋았어요,직장생활하는데  잘 발리고 화사해서 편합니다,추천해줘서 샀는데 광이나지는 않지만바르는 느낌은괜찮네요커버력은 거의없어요,실버비비 오래쓰다가 다시 돌아왔어요,배송 빠르고 제품 사용기한도 길어서 마음에 들어요,,,,,
N,P07,S01,28401379561,0,커버,발림성,마스크에,비비,촉촉하고,2.98,2.6,2.25,1.76,1.75
N,P07,S01,28401379561,1,촉촉하게 잘발려요,다른분들처럼 발림성은 갑이네요손에 짜보고 색만봤을때는 어둡다 생각했는데 막상 바르니 어둡지않아요단지 처음,썬크림 대신으로 비비크림을 선택했는데 발림성이 좋으네요,마스크에 묻지않는대서 구매해봄,밀착력도 좋고 편하게 바르기 좋아요,,,,,
N,P07,S01,26409331522,0,앰플,자연스럽게,가볍게,비비,촉촉하고,4.16,3.56,2.92,2.81,2.66
N,P07,S01,26409331522,1,수분감이 많아서 정말 좋아요,촉촉할거란 기대와는 달리  피부에서  곱게    펴발라지는게없네요,캡슐이라 특이해서 사봤는데 제 피부랑 안 맞아서 다른거랑 섞어서 바르고 있어요,바른뒤 좀 기다려야 됨자극적이지는 않고 촉촉해요,커버도 안되요,,,,,
N,P07,S01,82250066492,0,있어요,저렴하게,바닐라코,자연스럽게,촉촉하고,3.8,2.11,1.88,1.82,1.61
N,P07,S01,82250066492,1,젛아요,재구매 하겠습니다,몇년째 쓰고있어요,거의 10년째 이것만쓰고있습니다,항상 쓰던거에요,,,,,
N,P07,S14,13829753512,0,모공,바닐라코,저렴하게,좋습니다,만족,9.48,8.47,5.28,5.16,5.16
N,P07,S14,13829753512,1,항상쓰는 제품입니다모공이 넓어서 고민인데 잘 정리가 되는것 같아요,모공 채워주는 거 보고 감탄했습니다,늘 쓰던거 저렴하게 삿어요,물건보낸상태가 배송중이라기엔 심하지 않나요,아주 맘에 들어요,,,,,
N,P06,S08,15836763357,0,속눈썹,효과,눈에,양말,눈이,9.11,8.07,4.38,3.53,3.42
N,P06,S08,15836763357,1,연장한눈썹에 힘이 들어가네요,배송빠르구요,속눈썹 연장 오래하다 쉬어야겠다고 파마를 했는데 머가 없더라구요,우선 배송 자체가 엄청 빨랐고 택배 열어본 순간 내가 속눈썹 영양제를 시킨게 맞나 싶었어요,항상 떨어지기전 구매하는 필수품중 하나네요,,,,,
N,P05,S04,21635877115,0,예뻐요,색이,색상,입술이,색도,12.66,10.92,10.36,9.26,8.19
N,P05,S04,21635877115,1,자연스럽게 고급스러워 좋아하는 글로스라 구입했어요,발색도 좋고 다 좋은데 향 맛 이 좀 이상해요,인생립이에요,아직 조금 밖에 못써봐서 아쉽쓰,베이스 메이크업할 때 입술 케어 겸 플럼핑효과도 있어서 만족스럽게 사용하고 있습니다,,,,,
N,P07,S01,13165246468,0,비비,배송도,커버,써보고,있어요,4.97,4.28,4.04,3.92,2.75
N,P07,S01,13165246468,1,피부과에서 이 브랜드를 알게 되었는데 클렌징폼이 넘 부드럽고 좋아서 가격대가 전반적으로 비싸지만 이것저것 다른 제품도 구매해 보고 있어요,좋아요,성분이좋아요,좋은데 어두워요,가격 저렴해서 얼른 구매했는데유통기한이 조금 짧긴하지만  잘사용할게요,,,,,
