RVD-211116-0152696,27790718522,02,바람,4,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:19.100,2021-12-02 02:01:19.100
RVD-211116-0152697,27790718522,03,중립,3,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:19.120,2021-12-02 02:01:19.120
RVD-211116-0152698,27790718522,13,자신감,5,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:19.133,2021-12-02 02:01:19.133
RVD-211116-0152699,27790718522,13,당황,2,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:19.157,2021-12-02 02:01:19.157
RVD-211116-0152700,27790718522,13,만족,4,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:19.180,2021-12-02 02:01:19.180
RVD-211116-0152701,27790718522,13,만족,4,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:19.193,2021-12-02 02:01:19.193
RVD-211116-0152702,27790718522,08,중립,3,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:19.217,2021-12-02 02:01:19.217
RVD-211116-0152703,27790718522,13,싫음,1,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:19.230,2021-12-02 02:01:19.230
RVD-211117-0083345,9879239685,12,중립,3,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.770,2021-12-02 02:01:15.770
RVD-211117-0083350,9879239685,12,만족,4,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.783,2021-12-02 02:01:15.783
RVD-211117-0083356,9879239685,12,안타까움,2,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.810,2021-12-02 02:01:15.810
RVD-211117-0083360,9879239685,12,기쁨,5,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.833,2021-12-02 02:01:15.833
RVD-211117-0083364,9879239685,05,만족,4,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.853,2021-12-02 02:01:15.853
RVD-211117-0083373,9879239685,12,중립,3,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.870,2021-12-02 02:01:15.870
RVD-211117-0083383,9879239685,12,중립,3,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.887,2021-12-02 02:01:15.887
RVD-211117-0083384,9879239685,12,행복,5,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.900,2021-12-02 02:01:15.900
RVD-211117-0083385,9879239685,12,싫음,1,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.917,2021-12-02 02:01:15.917
RVD-211117-0083386,9879239685,12,만족,4,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.937,2021-12-02 02:01:15.937
RVD-211117-0083388,9879239685,12,중립,3,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.953,2021-12-02 02:01:15.953
RVD-211117-0083390,9879239685,12,만족,4,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.973,2021-12-02 02:01:15.973
RVD-211117-0083393,9879239685,12,고마움,4,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.987,2021-12-02 02:01:15.987
RVD-211117-0083394,9879239685,12,중립,3,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:16.007,2021-12-02 02:01:16.007
RVD-211117-0083396,9879239685,12,만족,4,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:16.027,2021-12-02 02:01:16.027
RVD-211117-0083397,9879239685,12,고마움,4,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:16.043,2021-12-02 02:01:16.043
RVD-211117-0083398,9879239685,12,중립,3,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:16.060,2021-12-02 02:01:16.060
RVD-211117-0083401,9879239685,12,고마움,4,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:16.090,2021-12-02 02:01:16.090
RVD-211117-0083402,9879239685,12,만족,4,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:16.123,2021-12-02 02:01:16.123
RVD-211122-0010092,9879239685,05,행복,5,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.367,2021-12-02 02:01:15.367
RVD-211122-0010094,9879239685,12,만족,4,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.387,2021-12-02 02:01:15.387
RVD-211122-0010095,9879239685,12,중립,3,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.407,2021-12-02 02:01:15.407
RVD-211122-0010101,9879239685,12,중립,3,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.427,2021-12-02 02:01:15.427
RVD-211122-0010105,9879239685,12,중립,3,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.450,2021-12-02 02:01:15.450
RVD-211122-0010107,9879239685,12,행복,5,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.463,2021-12-02 02:01:15.463
RVD-211122-0010108,9879239685,07,만족,4,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.477,2021-12-02 02:01:15.477
RVD-211122-0010109,9879239685,12,만족,4,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.497,2021-12-02 02:01:15.497
RVD-211122-0010113,9879239685,12,만족,4,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.510,2021-12-02 02:01:15.510
RVD-211122-0010117,9879239685,12,중립,3,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.533,2021-12-02 02:01:15.533
RVD-211122-0010118,9879239685,12,행복,5,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.553,2021-12-02 02:01:15.553
RVD-211122-0010120,9879239685,12,안타까움,2,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.567,2021-12-02 02:01:15.567
RVD-211122-0010123,9879239685,12,고마움,4,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.583,2021-12-02 02:01:15.583
RVD-211122-0010124,9879239685,12,만족,4,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.600,2021-12-02 02:01:15.600
RVD-211122-0010133,9879239685,12,만족,4,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.617,2021-12-02 02:01:15.617
RVD-211122-0010135,9879239685,12,중립,3,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.647,2021-12-02 02:01:15.647
RVD-211122-0010137,9879239685,12,만족,4,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.660,2021-12-02 02:01:15.660
RVD-211122-0010138,9879239685,12,만족,4,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.677,2021-12-02 02:01:15.677
RVD-211122-0010141,9879239685,12,설렘,4,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.710,2021-12-02 02:01:15.710
RVD-211122-0010145,9879239685,12,만족,4,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.730,2021-12-02 02:01:15.730
RVD-211122-0010146,9879239685,12,행복,5,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:15.753,2021-12-02 02:01:15.753
RVD-211124-0180389,27790718522,02,중립,3,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:16.160,2021-12-02 02:01:16.160
RVD-211127-0062245,27790718522,13,중립,3,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:16.183,2021-12-02 02:01:16.183
RVD-211129-2465720,9879239685,12,자신감,5,,,,112.164.33.242,112.164.33.242,2021-12-02 02:01:16.143,2021-12-02 02:01:16.143
