SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,KEYWORD_GUBUN,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
N,P07,S41,11038095471,1,그런데 상은품으로 받은 립스틱이 더 좋아요,도중에 다른 파우더도 구매 해보고 했지만 역시 메포 파우더만큼은 아닙니다이번엔 파우더로 구매 하려다가 프레스드가 덜 건조 하다고 하여 결국 또 프레스드타입으로 구매 했어요,그 알갱이가 볼에퍼프에서 가루내서 바르네요,밀착력 좋고 입자가 고와서 선크림이랑 프라이머 바르고 바로 파우더 올리는데 피부결 진짜 곱게 보여요 만족해요,진짜 요 아이처럼 기름기 잘잡는 팩트는 없는거 같아요,,,,,
N,P07,S01,11107769544,0,비비,만족,알렉스,좋습니다,재구매,6.43,4.77,4.57,3.38,3.28
N,P07,S01,11107769544,1,완벽한 커버력은 아니지만 자연스런 피부톤을 유지해 주는 제품입니다,만족합니다,촉촉 발림성좋네요,계속 알렉스 비비만 사용하고 있어요,제품좋고 상품가격도 만족합니다,,,,,
N,P07,S01,11147510381,0,비비,커버력,저렴하게,만족,좋습니다,9.51,9.14,6.82,6.26,5.75
N,P07,S01,11147510381,1,잘쓰고 있어요,좋습니다,이만한 비비가 없는거같아요,다른거 써보다가 결국은 닥터자르트 실버비비로돌아온다는 좋은가격 유지해주세요,너무 마음에 들어요,,,,,
N,P02,S25,11234530489,0,향도,저렴하게,향이,아빠가,만족,9.37,9.26,6.24,6.06,5.96
N,P02,S25,11234530489,1,향이 너무 강하지 않아서 괜찮아요,항상사용하는 제품입니다,상품은 저렴하게 잘 산거 같아요,배송빨라요,아주 잘쓰고 있어요,,,,,
N,P04,S09,12249639438,0,재구매,메디힐,저렴,촉촉,좋습니다,92.45,49.74,46.59,40.42,37.37
N,P04,S09,12249639438,1,올리브영에서 사다가 여기로 옮겨왔어요,친구랑 같이 했는데 엄청 촉촉해서 다들 좋아했어요,여드름날때마다 진정효과 때문에 항상 찾는 팩이에요,재구매싸게 잘 구매했습니다,재구매항상쓰는거에요,,,,,
N,P06,S08,11153885467,0,저렴,만족,오래,속눈썹,가격,5.31,4.47,3.52,3.47,3.38
N,P06,S08,11153885467,1,만족합니다,배송이 빠르네요,아직 사용 하지 않았지만 구매평이 좋아 잘 산것 같습니다,좋아요,같이 준 앞머리고정하는 하트모양 헤어고정찍찍이 도 감사해요,,,,,
N,P07,S01,14980903915,0,커버,성분,비비,가볍게,만족,8.21,7.35,5.46,5.04,4.67
N,P07,S01,14980903915,1,무겁게 유분기 있는 제품이 아니어서 가볍게 발리고 마스크에도 잘 안묻을거 같아요,자연스럽게 얼굴 톤업되구 다크닝도없구 생활자외선 차단까지 성분도좋아 무겁지않고 안씻구 잠이들었는데도 트러블 안올라오더라구여다만 커버력은 약하니 강력한 커버력을 원하시는분들은 추천하지않고 자연스런 커버에 좋아요,할인중인건가요 매번 구매하는 제품인데 가격이 저렴해져서 기분 좋네요,일단 저는 매우 건성이고 피부톤은 하얀편이라 비비나 쿠션은 톤이 밝고 촉촉한 표현을 선호하는데 안좋은 성분이 많아서 이걸로 갈아 탔어요,아주좋아요,,,,,
N,P07,S01,15005024613,0,커버,비비,닥터자르트,만족,좋습니다,6.05,4.99,4.88,4.29,4.26
N,P07,S01,15005024613,1,저렴하게 잘샀어요 번창하세요,저는 화장을 고치기 어렵다는 점 빼곤 만족합니다,발림성도 좋고 커버력도 좋아요,근데 재구매때 늘 사용하던 어두운 톤의 비비가 더이상 안보여서 어쩔수 없이 비슷한 톤의 제품 간신히 찾아내 사용하고 있었는데 그 제품도 다시 재구매 하려고 보니 밝은톤만 판매를 하고있네요,예전에 사용할때도 만족했던 제품 쿠션으로 몇년동안 바꿔 사용하며 잊고 있었는데 쿠션은 정착할것을 찾지못하고대부분 번들거림,,,,,
N,P07,S01,18171371779,0,커버,만족,좋습니다,있어요,발림성,5.5,4.44,4.13,3.68,3.45
N,P07,S01,18171371779,1,커버력은 마음에 들어요,아직 사용전인데 좋겠죠,싸고 후기가 좋아 구입,비비는 피부색이 안맞아서 안바르는데 이건 괜찮네요,홈쇼핑 유튜브에서 적극추천템이라사봤는데나쁘지 않아요,,,,,
N,P09,S17,18751415945,0,편하고,발림성,좋습니다,부드럽게,끈적,9.22,8.65,6.78,6.07,5.64
N,P09,S17,18751415945,1,계속사묭하고 있습니다,얼굴에 점빼고 수시로 발라주기 위해 구입해서 쓰고 있는데사용감이 좋아요 번들거림,제가 원하던 것이예요 손을 안쓴다는게 좋구요,저렴하게 샀어요,믿고 습니다,,,,,
N,P07,S45,22919804426,0,광이,물광,자연스럽게,촉촉,들어요,6.72,6.35,5.62,4.56,4.53
N,P07,S45,22919804426,1,상품 품질이 좋습니다,피부 촉촉해보이고 좋아요,여러모로 만족하며 잘쓰고잇어요,펄 실짝 들어있는데 절대 과하지 않아서 잘 구매한 거 같아요,티가 안나서 지속력은 잘 모르겠고 직접 바르는건 비추예요 파운데이션 위에 그대로 바르면 지워질수 있어요,,,,,
N,P06,S27,12074691418,0,클리오,발색,그리기,눈썹,만족,7.75,6.27,6.05,5.91,5.73
N,P06,S27,12074691418,1,그렇게 잘 매끄럽게 그려지는줄은 색상도 애매해요 2호샀는데 붉은기 많이도는 브라운입니다,사선으로 되어 있어서 그리기 쉽고 발림성도 좋고 색상도 마음에 들어요,가격대비 좋아요,부드럽게 잘 그려져요,똥손도 잘 그릴수 있어요,,,,,
N,P07,S14,13829753512,0,모공,바닐라코,만족,저렴하게,좋습니다,9.94,9.31,5.35,5.35,5.34
N,P07,S14,13829753512,1,모공이 넓어서 고민인데 잘 정리가 되는것 같아요,모공 채워주는 거 보고 감탄했습니다,할인된 가격에 산건데도 사은품도 많이 챙겨주시고 너무 좋았습니다,늘쓰던제품입니다,프라이머는 바닐라코가 최고인것같아요,,,,,
N,P09,S17,14266774954,0,끈적,바르기,좋습니다,편하고,발림성,7.96,7.85,7.03,6.71,5.6
N,P09,S17,14266774954,1,유분기없는 얼굴이 촉촉해지네요,서핑할때 얼굴은 물론 손등 발등 목 귀까지 다 바르는데 좋아요,백탁현상 없어서 더없이 좋고늘 이것만 사용합니다,젤 좋아하는 선크림이예요 스틱으로 되어있어서 손에 묻히지 않아도 바를수 있고 엄청 촉촉하고 부드러워서 정말 좋아요,자외선 차단이 잘 되는지는 잘모르겠지만 사용이 편해서 좋아요,,,,,
N,P07,S01,22436153468,0,감사합니다,좋습니다,엄마가,발림성,커버,4.12,1.78,1.77,1.72,1.65
N,P07,S01,22436153468,1,78년전부터 썼어요,샘플써보고 너무좋아서 구매합니다,좋아요,예전에 샘플사용해보고 좋아서 본품 구매 했어요,저는 이제품 매니아입니다,,,,,
N,P07,S33,22222194684,0,커버,더샘,저렴하게,가성비,만족,19.18,8.53,7.27,6.75,5.89
N,P07,S33,22222194684,1,이거 가격도싼데 커버력이 진짜뛰어나서 최곤것같아요,항상 주문해요,32년 인생에서 컨실러라는 것을 처음 써봤습니다,매우 만족 입니다,네오쿠션쓸때 같이 써볼려고 구매 처음 컨실러사용해요봄요 궁금하기도하고 유명하다고하길래 저처럼 한달에 두번정도 병원갈때만 화장해서 모르겠만 커버력이 비슷해서 안쓸듯해요 05는 잘안나오더라구요,,,,,
N,P05,S06,12061936096,0,버츠비,저렴하게,립밤,촉촉,향도,16.29,12.35,11.1,9.82,8.48
N,P05,S06,12061936096,1,만 유독 망고만 망고향이 전혀 안나고 변질된 것 같은 냄새가 나네요 다른분들은 향이 좋다는 분도 있는데 저만 그런걸까요 유통기한은 24년까지예요,촉촉하고 향긋한 냄새가 좋습니다,페퍼민트가 화하긴하네요,배송빠르고 저렴하게 샀어요,배송이 느리다고해서 걱정했는데하루만에 도착했어요,,,,,
N,P07,S14,21151644889,0,모공,작은,미니,오래,좋습니다,15.35,5.45,5.12,3.92,3.77
N,P07,S14,21151644889,1,귀여워요,전부터 쓰던 제품입니다,화장을 자주 하는 편도 아니고 유통기한도 있어서 작은 용량으로 구매해서 사용하는데 딱 좋아요,말모말모 최고의 모공프라이머 오짜피 쪼금씩 쓰니까 큰거사면 몇년이고 쓰는게 찝찝하고아깝고그렇더라구여,너무좋아요,,,,,
N,P07,S01,11038078138,0,저렴하게,비비,좋습니다,명불허전,커버,3.59,2.3,2.21,2.2,2.17
N,P07,S01,11038078138,1,아직 써보기전인데 좋았음,조금 화사하게 화장하고 싶을때 쓰는 제품이에요,저는 따로 쓰기보다 썬크림에 섞어쓰는지라 보통으로 체크했지만가격도 착하고 대체적으로 만족입니다,다만 너무 색상이 밝아서 좀더 어두운톤으로 재구매해야될것같아요ㅠㅠ,색도 밝고 발림도 좋고 많이사서 성물로도 나누고요 저는 이제품 쓴뒤로는 이거만 사용하게되요 고가의 다른 제품보다 훨 추천하는 최애 비비입니다,,,,,
N,P07,S01,11053484957,0,섞어,파데랑,파운데이션이랑,발림성,단독으로,13.27,8.85,5.17,4.14,3.71
N,P07,S01,11053484957,1,화장도 잘 안무노지교 파운데이션이랑 섞어쓰면 커버력도 높지고 촉촉해서 자주 발르고있어요,샘플도 챙겨주셔서 감사해요,네이밍 파데랑 섞어쓰려고 샀어요 개별로는 안 발라봤는데 섞어쓰는 것으로는 만족해요,마스크 때문에 가볍게 바르려고 샀는데 촉촉하고 좋아요,잘쓰겠습니다,,,,,
N,P07,S41,12425200509,0,가성비,재구매,팩트,이글립스,만족,6.99,6.15,6.14,5.95,5.0
N,P07,S41,12425200509,1,후기가 좋아서 구매했는데 발림성도 좋고 사이즈도 아담해서 가볍게 들고다니기 좋아요,까만통 쓰다가 이걸로 바꿔봤어요,배송이 아주 빠르게 왔어요,저렴하고 신속하게 받아보아서 너무좋아요,역시 맘에들어요,,,,,
N,P07,S01,12530446485,0,비비,커버,성분이,발림성,촉촉,7.23,7.06,5.97,5.35,4.86
N,P07,S01,12530446485,1,자외선 차단 기능이 안 된대서 그건 좀 아쉽지만 BB로 쓰기엔 좋아요,성분 좋고 화장이 안떠요 커버력은 부족한데 커버는 원래 컨실러로 하는거잖아요,확실히 맨날 쿠션팩트만 쓰다가 이거 쓰느까 좁쌀이 덜 올라오네요 진작에 버렸어야 했나봐요 쿠션 인생템 될 거 같아요,처음 짤 땐 색이 좀 어둡나 했는데 펴바르니까 환해지고 발림성도 좋다고 하셨어요,순하고좋은데 너무기른기가많아요,,,,,
N,P07,S01,12540604482,0,커버,바닐라코,만족,좋습니다,있어요,9.32,4.76,4.07,3.93,3.68
N,P07,S01,12540604482,1,남자친구가 계속 사용하는건데 다 써서 주문했어요,일반 씨씨보다 커버력있고 비비보다는 가벼워서 아주 잘 쓰고 있습니다,딸하고 갇이 쓰고 있어요,처음써보는데 만족합니다,잘쓸게요,,,,,
N,P07,S01,12562330415,0,만족,커버,비비,좋습니다,저렴하게,6.25,4.7,4.4,3.72,3.41
N,P07,S01,12562330415,1,빠른배송 감사합니다,10년전쯤에 처음사용했을때 과하지않으면서 자연스러워서 만족했던 제품이였어요,피부트러블이 있다보니 써봤는데 커버력은 조금 떨어지지만 성분이 순하고 좋아서 쭈욱 쓰고있어요,추천,챙겨주신 샘플도 감사해요,,,,,
N,P07,S01,13829495628,0,만족,저렴하게,가볍게,바닐라코,커버력은,7.69,7.3,7.27,6.35,6.12
N,P07,S01,13829495628,1,매번 쓰던 상품입니다,좋습니다,판매자님의 손글씨 편지와 소소한 사은품너무 감사하네요,계속쓰고 있어요,감사합니다,,,,,
N,P07,S01,13934108320,0,커버,비비,발림성,생각보다,만족,6.19,4.22,3.77,3.42,3.05
N,P07,S01,13934108320,1,에스티로더 더블웨어 파운데이션과 섞어서 사용하려고 구매했습니다,뷰티모리에서 처음구매했어요향도 좋고 발림성도 좋은데살짝 어두워요,처음써보는 제품이라서 걱정이 많았는데 포장도 잘해줘서 좋았어요,비싼 비비만 쓰다가요 별차이를 못느껴 왕창 주문했어요,제가 사용 하는게 아니라서 잘 모르지만 엄마께서 쓰시는 중 이신데요엄마 피부톤이 21호와 23호 사이신데 평소 21호를 사용하셔서 이번에도 21호를 구매 하였습니다,,,,,
N,P07,S01,14075813592,0,비비,감사합니다,저렴하게,만족합니다,마몽드,6.63,6.16,4.19,4.02,4.01
N,P07,S01,14075813592,1,발림성도 괜찮고 밀착력도 괜찮아요,흰피부인데도 생각보다 밝아요,늘 쓰던거라 중간에 다른 브랜드도 써 봤지만 저한테는 제일 톤이랑 잘 맞는것 같아요,좋은제품 저렴하게 구입했어요,좋아요,,,,,
N,P05,S07,22334086515,0,색상,색이,예뻐요,발색,발림성,21.76,20.86,15.98,11.82,10.4
N,P05,S07,22334086515,1,예뻐요,컬러도 너무 이쁘고 실제로 보니까 더 고급스러워 보이네요 사은품도 잘 받았습니다,쓰던 제품이었는데 재구매했습니다,요즘 저렴한거 잘 나오지만 사은품 구성이랑 패키지 생각하면 합리적이라고 생각합니다,예쁩니다,,,,,
N,P07,S01,11053483505,0,섞어,파데랑,발림성,구매했어요,작은,6.82,3.45,3.12,2.53,2.3
N,P07,S01,11053483505,1,유튜버 추천으로 알게됐는데 너무 좋아요 ㅠㅠ,가볍게 발려서 좋아요,파데 섞어쓰면 좋아요,이거 쓰고 안쓰고 딱히 차이 없을 것 같았는데 매트한 파운데이션이 딱 밀착되고 너무 좋습니다,재구매템 입니다,,,,,
N,P09,S18,14137176348,0,뿌리,스프레이,좋습니다,편해요,분사,4.59,4.15,3.48,3.2,3.18
N,P09,S18,14137176348,1,엄마 골프용으로 사드렸는데 쿨링 진정까지 된다구 좋아하세요,남자친구 살 타서 선물해줬는데 좋다고 매일 바르고 있어요,자외선차단 필수이고흐프레이 타입이라 손에 묻지않아 좋네요,간편하게 들고 다니면서 뿌리려고 샀어요 여기저기 뿌려도 투명해서 티 안나고 간편하고 향도 좋네요 50SPF 라서 좋은것 같아요 번들거리거나 끈적거리지 않는것 같아요,끈적임,,,,,
N,P07,S01,14256566885,0,커버,좋습니다,한율,만족,발림성,3.36,2.95,2.8,2.65,2.53
N,P07,S01,14256566885,1,향도 좋고 발림성좋아요,어머니 사드렸어요,핑크베이지 색상이 있었음하네요 그러함에도 커버력과 유지력은 좋습니다,커버용으로 사용하려고 21호 밝은색을 구매했는데 좋습니다,잘 받았습니다,,,,,
N,P02,S25,10156653112,0,좋습니다,만족,저렴하게,랩시리즈,가격,11.65,10.1,8.48,5.88,4.94
N,P02,S25,10156653112,1,만족스럽습니다,남편이 좀 예민한 피부인데 이 제품 잘 맞아서 항상 이것만 쓰고 있어요,남편이 잘 쓰구 있어요,남자 화장품 스킨 중에서 성분이 착한편인거 같아서 주문합니다,저렴하게 구입해서 너무좋아요,,,,,
N,P09,S18,22608574146,0,뿌리,분사,백탁,좋습니다,수시로,8.84,8.27,5.47,5.43,5.21
N,P09,S18,22608574146,1,2개 재 구매했어요,썬크림은 얼굴이 하얘져서 점빼고난 다음에 자극없이 바를 수 있는걸 찾다가 구매하게 되었습니다,크기도 휴대하기에 딱 좋네요,분사할 때 너무 확 날아가버리지 않아서 좋아요,백프로 없어지지는 않지만 전반적으로 지워기긴 합니다,,,,,
N,P09,S18,14472194968,0,저렴,가격,감사합니다,뿌리,싸게,4.78,4.75,3.98,3.33,2.66
N,P09,S18,14472194968,1,편하고,좋아요 가아합니다,손 아플정도로 꽉 눌러야 조금 나오네요 불량인지,정말좋습니다,다만 공기가 좀 뿌옇게 되서 창문열어놓고 써야해요,,,,,
N,P07,S01,22780321803,0,만족합니다,있어요,감사합니다,촉촉하,커버력,1.7,1.49,1.46,1.12,1.0
N,P07,S01,22780321803,1,그만큼 다른 제품에 비해 합리적으로 쓸 수 있는거 같아요,퍽퍽해요,괜찮아요,커버력이 살짝떨어지지만 부드럽네요,좋아요,,,,,
N,P10,S29,26271018522,0,있어요,촉촉하고,발림성,가격,가성비,3.73,3.47,3.23,2.66,2.51
N,P10,S29,26271018522,1,싼가격으로잘샀네요,촉촉하고 발림성 굿,역시 발림성 좋고 하나만 발라서 걱정했는데 걱정한 필요없이 다음 날 일어났을 때 땡김하나도 없구요,잘 쓰고 있어요,눈이랑 팔자주름에 바르면 좋습니다,,,,,
N,P07,S01,10834411318,0,커버,촉촉하고,좋습니다,비비,발림성이,4.46,2.69,2.56,2.34,2.33
N,P07,S01,10834411318,1,좋아요,오래 쓰던거라 2개 쟁였어요,클레어스 제품은 자주 사용하는데 사용 할 때마다 진짜 만족스러워용,일단 되게 얇고 자연스럽게 발려요 색도 그냥 밝지도 어둡지도 않은 색이라 원래 피부색과 잘 어우러집니당,추천합니다,,,,,
N,P12,S40,28574288557,0,머릿결,재구매,있어요,향도,효과,14.27,9.44,8.11,8.1,7.46
N,P12,S40,28574288557,1,톤업 염색만 2번한 머리여서 탈색모정도는 아니지만 손상이 있는 머리인데 헤어팩 한번 해주면 머리칼이 묵직하니 엉킴없이 펴지네요,부드러움은 덜하지만 단백질채워지는 효과는 확실히 있는듯해요,다른 트리트먼트랑은 다르게 정말 촉촉하고 좋아요,지인 추천으로 샘플 써보고 구매했어요,우연히 알게되었는데 만족합니다,,,,,
N,P07,S01,26731766527,0,인셀덤,비비,커버력은,촉촉,저렴하게,11.22,10.16,10.04,7.6,6.99
N,P07,S01,26731766527,1,오 비비 물건이네요,트러블폭탄 1번쓰고 바로 반품신청했더니 안된다,사용하던제품 저렴하게 구매했네요,좋아요,일반 비비에 비해 좀 더 자연스럽게 보여요,,,,,
N,P12,S40,26731935522,0,머릿결,향도,향이,재구매,튜브,14.0,10.99,9.63,9.58,7.98
N,P12,S40,26731935522,1,최고입니다,좋은거같긴한데 아직은 잘모르겠어요,튜브형이라더편하네요,배송 빠르고 좋아요,배송도 빠르고 좋아요,,,,,
N,P07,S01,22849759426,0,발림성,커버,써보고,촉촉하고,좋습니다,3.25,2.92,2.03,1.95,1.91
N,P07,S01,22849759426,1,근데 마스크에는 좀 묻어나는 편이니 참고하시길,처음짤때 흰색이여서 얼굴색으로 표현되지 않고 밝은 톤이 되는줄 알았는데 문지르면서 파운데이션 같이 되니 소량만 바르세요,늘 잘쓰고 있어요 ㅎㅎ,좋아요,최고,,,,,
N,P07,S01,10153586214,0,비비,커버,트러블,순해서,순하고,5.97,5.33,4.92,3.18,3.13
N,P07,S01,10153586214,1,순하고 자극없어요,재구매 할 거예요,피부과에서 추천해주셔서 쓰고있습니다,같은 제품 쓰던게 일년정도 되니 건조해져서 새걸로 교체했어요,로션이랑 크림을 쓰고 있어서 비비크림 주문했는데 커버력은 약하지만 끈적이지 않고 좋네요,,,,,
N,P07,S01,12413438381,0,비비,촉촉,커버력은,발림성,만족,6.62,6.55,5.01,3.53,3.15
