SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,KEYWORD_GUBUN,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
N,P07,S01,12413438381,1,밝은 21호인데 제 피부에는 티가 하나도 안나네요커버력은 없다고 보는게 맞아요,유화이님 추천으로 구매하려고 고민하다가 안했었는데 이번에 이지아님메이크업 영상에서 보고 생각나서 구매했어요,촉촉한 면에서 단연 독보적친구들 7명 다 여기제품 매니아예전엔 번들거림이 싫어서 거부했는데 요샌 광이나야 어려보이더라구요,이거는 비비전에 톤업크림이나 메이크업베이스 단게에서 피부톤을 올려놓고 시작하면 그나마 비비가 자연스러운거 같습니다,다만 앞에서 메이크업비비단계전에 톤업크림및 메이크업베이스로 한단계 밝혀준뒤에 사용하면 시너지는 좋아지는 제품인것 같습니다,,,,,
N,P07,S01,13766859092,0,비비,커버,오르자드,만족,예전,12.3,8.37,7.37,6.64,5.66
N,P07,S01,13766859092,1,너무 잘쓰고 있어요,지인추천으로 샀어요,이건 제가 비비정착해서 오래쓰고있답니다 바르면 쫀득쫀득하고 커버도 좋아서 안쓸수가없다는,몇년동안 해쉬만 사용하는데 만족하고 있어요,감사합니다,,,,,
N,P07,S01,17294654530,0,커버,발림성,저렴하게,가격,좋습니다,8.91,8.41,6.61,6.08,5.82
N,P07,S01,17294654530,1,없이 주문했는데 용량이 넘작아요담에슨 더 큰걸로 사야겠어요,보통 비비 저렴해서 사봤어요,크림에센스부터시작해 기초까지 다샀어요,색상도 굳,만족합니다,,,,,
N,P11,S38,21285684073,0,클렌징,오일,순하고,재구매,촉촉,11.12,9.43,9.05,5.37,4.94
N,P11,S38,21285684073,1,좋습니다,만족합니다,3번째 구매에용 세트한번 사면 3개월정도 쓰구요,대만족입니다,아직 이틀밖에 안써봐서 잘 모르겟어요,,,,,
N,P07,S01,22345882670,0,애터미,비비,커버,발림성,엄마가,6.32,4.7,2.49,2.35,2.24
N,P07,S01,22345882670,1,감사합니다,엄마가 매번 쓰시는건데 주문해드렸어요,전에쓰던 애터미 비비보다 밝은색 선택할수있게되서 좋네요기능성이 좋아져서 그런가 용기는커보이지만 실제용량은 줄었는데 가격이 올라갔네여,배송도 빠르고 제품은 좋았는데 내용물 안에 펌핑빨대가 없어요 ㅠ,제품 만족합니다,,,,,
N,P07,S01,22397726239,0,비비,커버력,미샤,저렴하게,좋습니다,5.2,5.13,4.91,4.31,3.93
N,P07,S01,22397726239,1,보라색 보다 이게 잘 맞아요,감사합니다,발림성 좋아요,좋아요,색도 맘에들고 회색빛이없어서 좋고 발림성도 부드럽고 좋아요,,,,,
N,P07,S42,21040212617,0,저렴하게,에스티로더,커버력,지속력,만족,16.56,11.98,11.01,9.5,8.78
N,P07,S42,21040212617,1,배송빠르고 좋아요,피부가 하얀편이라 쉘 구매 했는데 섞어쓰니 색상이 찰떡으로 마음에 드네요 구성도 맘네 들고 파데 브러쉬 기대 안했는데 너무 좋아여,저걸로 발랐다니 얇게 발리네요 지속력도 엄청나네요,배송 빠르고 좋아요,항상 쓰던 제품입니다,,,,,
N,P07,S01,12374722542,0,커버력,성분이,촉촉,있어요,감사합니다,3.27,2.57,2.51,2.49,2.34
N,P07,S01,12374722542,1,한번 써보고 좋아서 계속 쓰고 있습니다,여름에 쓰기 좋아요,쿨링감 좋음,성분이 좋다고 해서 시켰는데 기대되네요,근데 날이더워서 그런지 포장이 좀 뜯어진 채로 와서 좀 그랬어요,,,,,
N,P05,S05,28679601556,0,컬러,가을,색상,색이,그레이,21.85,21.62,20.08,17.88,16.62
N,P05,S05,28679601556,1,색상예쁨,색이 예뻐서 산건데 발림성까지 좋네요,추석이라 배송도 많으셨을텐데 추석전에 잘 받았어요,색깔이 일단 너무 가을가을하고 여름쿨톤인 저도 바를수 있는 색이에요,배송도 빠르고 상퓸도 좋아요,,,,,
N,P07,S01,14981325825,0,커버,저렴하게,만족합니다,비비,지속력,4.2,3.46,3.11,3.07,2.28
N,P07,S01,14981325825,1,좋습니다,조금어두워서 엄마드렸어요,늘쓰던거라 좋네요,비비크림 다 떨어저서 고민했었는데 빠른배송 좋았어요,항상 써오던거에요,,,,,
N,P05,S04,21635877115,0,예뻐요,입술,색상,색이,색도,16.59,14.65,14.64,13.43,10.86
N,P05,S04,21635877115,1,자연스럽게 고급스러워 좋아하는 글로스라 구입했어요,발색도 좋고 다 좋은데 향 맛 이 좀 이상해요,인생립이에요,배송너무빨라 맘에쏙들고사은품챙겨주셔서 감사해요,아직 조금 밖에 못써봐서 아쉽쓰,,,,,
N,P05,S06,21635899953,0,촉촉,색상,색도,색이,입술,15.26,13.6,12.62,12.23,11.26
N,P05,S06,21635899953,1,상품 빠르고 안전하게 왔어요,립스틱 두개 샀는데 사은품이 어마무시 하네요택배받고 기분 엄청 좋았습니다,다른 립밤에 비해 색이 진하게 나는 편이라 립스틱처럼 각질 일어날까 걱정했는데립밤처럼 부드럽게 발리고 각질이 안 일어나서 만족합니다,색도 자연스럽게 예쁘고 아주 맘에들어요,강력추천해요,,,,,
N,P10,S29,21646284131,0,저렴하게,가성비,촉촉,가격,있어요,10.34,6.99,6.9,6.9,6.88
N,P10,S29,21646284131,1,매번 쓰는 화장품이라 끊을수가 없어요,원래도 쓰시던거라 좋은 가격에 구매해드릴 수 있어서 만족합니다,향도 괜찮고 가격도 싸고 좋아요,엄마선물했어요,촉촉해요,,,,,
N,P05,S07,12804527157,0,색상,색이,예뻐요,들어요,발색,16.11,12.02,11.46,9.85,9.49
N,P05,S07,12804527157,1,mlbb 같은 연하고 자연스러운 입술색입더 말린장미 같기도 해요,컬러 넘예뻐요,잘받았습니다,쓰리씨이 항상 애용하는데 밸벳 느낌의 틴트는 처음 사용해봤는데 화장 진하게 할때 정말 이쁘게 어울리는거같아요,이뻐요 색감도 이쁘고 발림성도 좋고 마무리감도 좋아요,,,,,
N,P07,S15,12804762939,0,발색,예뻐요,색이,색상,만족,18.52,14.5,11.6,10.79,6.33
N,P07,S15,12804762939,1,색깔이 조금 아수웠음 생각했던 색깔이 아니라 역시 얼굴에 해보니 약간 틀리게 나왔으나 그래도 이왕산거 오래쓸예정임,만족하며 쓰고 있어요,만족합니다,굿굿 좋아요,색깔이 이쁘네요,,,,,
N,P12,S03,12851880718,0,향도,저렴하게,머릿결,가격,만족,12.26,11.81,8.2,7.58,7.52
N,P12,S03,12851880718,1,싸게구매했어요,항상 쓰던거라 만족해요,매일 쓰는겁니다,머릿결 좋아졌어요,미장센은 이름부터 인정해주는 컨디셔너 잖아요,,,,,
N,P07,S01,12916344408,0,커버,촉촉하고,피토레스코,재구매,만족,6.8,6.21,5.92,5.67,5.4
N,P07,S01,12916344408,1,모두에게 추천하고 싶음,사은품으로 보내주신 것들은 여행갈 때 유용하답니다,다시 구매하고싶어요,써보니 촉촉하긴한데 확실히 커버력은 낮네요,다시 재구매했네요,,,,,
N,P08,S13,14886751850,0,발이,효과,바르고,각질,촉촉,38.65,22.39,19.18,16.18,15.01
N,P08,S13,14886751850,1,오눅님 인스타 보고 구매한 사람 나야나 알고보니 유명한 제품이더라구요,발 각질제거후 크림 발라주면 좋다해서 구매했어요,발이 부들부들해졌어요,각질제거 잘되고 저렴하게 사서 더욱 좋아요,그러나 단점은 바르고 맨발로는 절대 못다닌다는 점,,,,,
N,P07,S01,14942798064,0,레노덤,재구매,촉촉,만족,커버,18.75,7.33,7.2,6.6,6.41
N,P07,S01,14942798064,1,너무너무 좋기 들뜸도 없고 짱조아요,배송도 빠르고 퍼프도 더 챙겨주셔서 좋아요,배송 빠릅니다,무엇보다 트러블이 안남 그러나 물광 장난아니라서 싫으신분들은 양 조절 잘해야할듯용,쓰는 만큼 짜서 쓸수 있는게 위생적이여서 좋았고 뻑뻑하지않고 부드럽게 발려서 좋아요지복합성 피부라 유분기가 있는 저에게 끈적임이 느껴지지 않아 만족스럽네요,,,,,
N,P07,S01,15005179773,0,커버,만족합니다,비비,닥터자르트,저렴하게,4.06,3.3,3.26,3.09,3.04
N,P07,S01,15005179773,1,다른거 썼을때는 하얗게 밀려서 당황스럽더라구요,엄마가 이것만 바르신다고해서 주문했어요,저렴하게 구매할 수 있어 좋았어요,아기보느라 화장할 시간도없습니다나갈때 요 비비크림 하나 바르면피부도 깨끗해보이고 자외선차단도 되서잘바르고있어요,좋네요,,,,,
N,P07,S01,11113595568,0,비비,알렉스,좋습니다,만족,커버,5.38,4.65,4.1,4.07,3.59
N,P07,S01,11113595568,1,제가 다크한 피부인데 바르니까 보라빛이 나네요,알렉스 비비 엄마가 항상 사용하셔서 샀어요,항상쓰는 제품입니다,작은용량이지만 오래이용하네요,순하고 너무 좋아요,,,,,
N,P09,S22,11415677047,0,좋습니다,백탁,만족,발림성,있어요,10.86,8.46,7.24,7.0,6.33
N,P09,S22,11415677047,1,잘받았어요,배송 빠릅니다,근데 무기자차라서 사용중입니다,오늘 써본 느낌은 백탁으로 인한 뻑뻑함도 없고 발림성도 부드럽네요,백탁현상없고 트러블없이 늘 사용하고 있는 제품입니다,,,,,
N,P05,S07,23075090491,0,색상,색이,발색,예뻐요,틴트,13.73,10.32,9.71,8.48,8.43
N,P05,S07,23075090491,1,장미빛 핑크라 너무좋고 립에서 알코올 향 나서 립 바르고 마스크 쓰거나 숨 쉬면 조금 머리아픈 것 빼고는 괜찮아요,이뻐요 선물용으로 아주좋았어요,너무 좋아여 오래가는게젤루좋고 색상도 저랑어울리네여,엄마가 맘에 많이 드셨나봐요 아껴쓰시네요,여리여리 컬러를 찾고 있었는데 베이비컬러 너무 예쁘네요,,,,,
N,P07,S01,12125849956,0,저렴하게,좋습니다,만족,커버,발림성,9.73,7.54,7.16,6.41,5.84
N,P07,S01,12125849956,1,촉촉하고 부드럽게 잘 발려요생각보다 지속력이나 커버력은 약하네요,기존에쓰던건데 커버력은 밝은색이라 떨어지네요,헤라는 사랑입니다,발림성 짱,상품은 참 괜찮습니다,,,,,
N,P07,S01,12139286236,0,커버,비비,발림성,만족,있어요,4.78,3.89,3.84,3.14,2.72
N,P07,S01,12139286236,1,엄청소량써도 두꺼운 느낌 파운데이션같아요,요즘 임신준비하면서 피부가 완전 뒤집혔었는데조금 진정된 느낌이에여,아직 쓰던게 조금남아서쓰기전인데 평이 좋아서 샀으니 좋을거라 생각되요 많이 파세요,상품 잘받았습니다,너무 좋아요,,,,,
N,P07,S01,13452114802,0,비비,촉촉,커버,좋습니다,만족,6.09,5.93,5.65,4.13,4.09
N,P07,S01,13452114802,1,가볍고산뜻하게피부톤도좋아보여요촉촉해요,촉촉하고 화사해요,피부가 건조해서 영양크림까지 다 바르는데 약간 건조함을 느껴요,좋아요,파데는 답답해서 못 쓰고 비비만 여러종류 써봤는데 지속력 오래가고 다크닝없어서 계속 쓰는 중이예요 밀착력도좋구요,,,,,
N,P05,S07,15317992363,0,지속력,색상,발색,오래,색이,29.59,24.61,19.96,19.12,16.45
N,P05,S07,15317992363,1,생각보다 진한색이고 발색이너무이쁘네요,이쁘네요,진해서 농도 조절을 잘해야 예쁜 것 같아요,주로 핑크계열의 립스틱만썼었는데 포렌코즈 제품은 피치코랄 요쪽이 저랑 잘어울리더라구요,동생이 사달라고 해서 같은색으로 두개 샀어요,,,,,
N,P05,S05,15622974484,0,색상,색이,예뻐요,저렴하게,컬러,20.1,13.85,9.54,9.41,7.59
N,P05,S05,15622974484,1,발색이 이쁘네요,너무 예뻐요 정말 사랑해요,재구매입니다,생각보다 넘 여리해서 잘 바르지는 않지만 색은 이뻐요,저번에 구매후 재구매입니다,,,,,
N,P10,S34,17266331886,0,피부가,마사지,각질,참존,촉촉,18.84,11.89,11.09,10.71,6.66
N,P10,S34,17266331886,1,메르비랑 같이 써보려고 샀는데 조금만 덜 기름지면 좋을 것 같아요,컨트럴크림으로 마사지하고 화장 지우면 일석이조입니다,같은 제품을 매장에서 직접 사다가 사용했었는데각질이 잘나오고 마사지 한번하고 나면 피부가 좋아졌는데이 제품은 1주일 간격으로 2번째 사용했는데각질도 안나오고 피부에 트러블이 장난아니에요,매일 마시지 후 아침까지 촉촉 아기 피부 같아요,좋아요,,,,,
N,P06,S28,21950842352,0,발색,예뻐요,색상,팔레트,색이,13.13,11.91,11.25,10.73,9.64
N,P06,S28,21950842352,1,뉴컬러라 기대하고 주문했는데 화사하면서 은은한컬러고 색구성이 다이뻐요 발림성도 좋은것같아요,사진보다는 좀어두운컬러이긴하지만 데일리로 튀지않고 무난한것같아요,아직 써보지는 않았지만 보기만해도 색깔이 너무 예뻐요 에스쁘아 섀도우는 처음 사봤는데 사용감이 기대가 되네요,배송도 빠르고 상품도 마음에 듭니다 애프리콧미 사용 후 모브미도 예쁠거 같아 추가 주문했어요,부드럽게 잘 발리고 발색도 적당함지속력 좋음,,,,,
N,P06,S26,21988076790,0,지속력,번지,좋습니다,그리,오래,11.83,8.76,7.91,6.61,6.55
N,P06,S26,21988076790,1,블랙만 썼느데 염색해서 이색으로 사보써요10년정도 쓴 제품입니다,항상 쓰던건데 백화점까지 가기 귀찮고 인터넷이 싸서 구매했어요,오랜만에 화장하려고 화장품들을 검색하는중 맥 색조화장품이 좋은거 같아서 이것저것 구매하면서 라이너도 처음 사봤는데 워터프루프라 번지지도 색깔도 갈색이라 자연스럽고 예쁘네요,지울때 고생스럽지만 그정도로 안지워지고 번지지 않는다는다는거라 좋습니다,눈에 살이 많아서 잘 번지는 눈인데 어쩌다 알게되서 구매했어요,,,,,
N,P12,S40,22177336485,0,재구매,머릿결,저렴하게,있어요,좋습니다,7.52,7.22,5.74,5.34,5.08
N,P12,S40,22177336485,1,제oo 사용하고 있는데 머리결은 아주좋아지는데 냄새가 너무 안좋아서 이것저것 알아보다가 1위라고 해서 구매해보았는데 제oo보다는 안좋아요,잘사용하고있어요,항상쓰는제품입니다,엄마가 트리트먼트 찾으셔서 주문해서 보내드렸는데 제가 한 번 써보고 넘 좋아서 저두 주문했어요,생긱보다 좋아요,,,,,
N,P11,S38,22214792443,0,모공,효과,있어요,재구매,촉촉,19.05,11.02,11.02,9.29,9.1
N,P11,S38,22214792443,1,배송빠르고 효과좋아요,한달사용좋아요,꾸준히 잘쓰고 피부가 매끈해지길,실제로 그렇게 닫아 두면 나중에 세안 후 젖은 손으로는 절대 뚜껑을 열 수 없습니다,아직 이틀차라 모공효과는 아직 이지만 한통 다 써보고 괜찮으면 재구매하려고요,,,,,
N,P07,S42,23299509490,0,마스크에,커버,리필,매트,만족,29.49,20.68,14.71,13.64,13.4
N,P07,S42,23299509490,1,이제품이 출시하고 난 뒤 부턴 이것만 써요,재구매템이에요,쓰던거 라이브 할인해서 주문했어요,항상사용하는제품입니다,싸게 잘 산 것 같아요,,,,,
N,P08,S35,23343004491,0,향이,향도,거품도,만족,좋습니다,31.79,21.5,10.44,8.82,8.44
N,P08,S35,23343004491,1,써보고 재구매 했어요,촉촉하고 향도 좋아요,한번쓰면 지속되는 시간이 너무길어요,가격대비 만족합니당,잘사용 하겠습니다,,,,,
N,P04,S43,23344384491,0,촉촉,있어요,자극,당근,재구매,25.24,13.28,9.55,9.39,9.15
N,P04,S43,23344384491,1,볼니 좀 예민한데 패드가 자극적이지않아 쓰기 편해요,반찢어서 잠시 팩하기 좋아요,유명한건 역시 이유가 있네요,두툼하고 아주 촉촉한게 당근패드만한거는 없네요,벌써 공병 6개쨉니다,,,,,
N,P10,S23,23344384491,0,촉촉,당근,있어요,자극,재구매,45.49,24.18,17.94,15.56,15.37
N,P10,S23,23344384491,1,쓱쓱 닦아요 촉촉하긴한데 막 드라마틱하진 않고기대를 너무 엄청했어요,캐롯카로틴 영상보고 함께 사용중인데 효과 기대해볼게용,처음 며칠동안은 좋았는데 다시 쉬었다가 사용해보고 안맞는거 맞는지 확인해보려구요 패드는 두껍고 촉촉해서 좋아요,대신 그만큼 양이 쑥쑥 줄어듭니다 패드가 부드러워서 자극이 적은 거 같아 좋아요,드라마틱한 효과는 없었지만 패드도 두껍고 피부결 정돈에 좋았어요,,,,,
