SITE_GUBUN,REVIEW_DOC_NO,PART_ID,DOC_PART_NO,CLASSIFY,EMPATHY,EMPATHY_SCORE
N,RVD-220323-0108432,8385993707,0,12,기쁨,5
N,RVD-220323-0108429,8385993707,0,12,중립,3
N,RVD-220323-0108430,8385993707,0,12,행복,5
N,RVD-220323-0108428,8385993707,0,12,중립,3
N,RVD-220323-0108426,8385993707,0,12,만족,4
N,RVD-220323-0108427,8385993707,0,12,행복,5
N,RVD-220323-0108425,8385993707,0,12,짜증남,1
N,RVD-220323-0108424,8385993707,0,03,중립,3
N,RVD-220323-0108423,8385993707,0,05,행복,5
N,RVD-220323-0108422,8385993707,0,12,만족,4
N,RVD-220323-0108421,8385993707,0,13,중립,3
N,RVD-220323-0108420,8385993707,0,12,불안,2
N,RVD-220323-0108417,8385993707,0,12,자신감,5
N,RVD-220323-0108418,8385993707,0,13,중립,3
N,RVD-220323-0108416,8385993707,0,12,만족,4
N,RVD-220323-0108415,8385993707,0,12,바람,4
N,RVD-220323-0108414,8385993707,0,12,행복,5
N,RVD-220323-0108412,8385993707,0,12,짜증남,1
N,RVD-220323-0108413,8385993707,0,12,고마움,4
N,RVD-220323-0108411,8385993707,0,12,만족,4
N,RVD-220323-0108409,8385993707,0,12,설렘,4
N,RVD-220323-0108410,8385993707,0,12,중립,3
N,RVD-220323-0108408,8385993707,0,12,만족,4
N,RVD-220323-0108407,8385993707,0,12,만족,4
N,RVD-220323-0108406,8385993707,0,12,만족,4
N,RVD-220323-0108405,8385993707,0,05,안타까움,2
N,RVD-220323-0108403,8385993707,0,12,행복,5
N,RVD-220323-0108404,8385993707,0,12,안타까움,2
N,RVD-220323-0108277,8385993707,0,13,중립,3
N,RVD-220323-0108276,8385993707,0,03,만족,4
N,RVD-220323-0108274,8385993707,0,12,만족,4
N,RVD-220323-0108275,8385993707,0,12,놀람,4
N,RVD-220323-0108273,8385993707,0,13,바람,4
N,RVD-220323-0108272,8385993707,0,12,만족,4
N,RVD-220323-0108271,8385993707,0,12,만족,4
N,RVD-220323-0108270,8385993707,0,13,중립,3
N,RVD-220323-0108269,8385993707,0,12,만족,4
N,RVD-220323-0108267,8385993707,0,12,바람,4
N,RVD-220323-0108268,8385993707,0,12,중립,3
N,RVD-220323-0108266,8385993707,0,12,만족,4
N,RVD-220323-0108265,8385993707,0,12,중립,3
N,RVD-220323-0108264,8385993707,0,13,고마움,4
N,RVD-220323-0108262,8385993707,0,12,중립,3
N,RVD-220323-0108263,8385993707,0,12,짜증남,1
N,RVD-220323-0033941,25486379522,0,03,만족,4
N,RVD-220323-0033940,25486379522,0,03,중립,3
N,RVD-220323-0033939,25486379522,0,13,만족,4
N,RVD-220323-0033938,25486379522,0,12,중립,3
N,RVD-220323-0033937,25486379522,0,12,행복,5
N,RVD-220323-0033935,25486379522,0,12,만족,4
N,RVD-220323-0033936,25486379522,0,12,만족,4
N,RVD-220323-0033934,25486379522,0,12,만족,4
N,RVD-220323-0068950,4833531612,0,03,설렘,4
N,RVD-220323-0064051,30403134623,0,12,만족,4
N,RVD-220323-0064050,30403134623,0,12,싫음,1
N,RVD-220323-0064049,30403134623,0,12,만족,4
N,RVD-220323-0064048,30403134623,0,03,싫음,1
N,RVD-220323-0064046,30403134623,0,12,만족,4
N,RVD-220323-0064047,30403134623,0,12,즐거움,5
N,RVD-220323-0064045,30403134623,0,03,놀람,4
N,RVD-220323-0064044,30403134623,0,05,놀람,4
N,RVD-220323-0064043,30403134623,0,05,행복,5
N,RVD-220323-0053136,26731419526,0,05,기쁨,5
N,RVD-220323-0053137,26731419526,0,05,만족,4
N,RVD-220323-0053135,26731419526,0,12,바람,4
N,RVD-220323-0053134,26731419526,0,12,사랑,4
N,RVD-220323-0053133,26731419526,0,12,짜증남,1
N,RVD-220323-0053132,26731419526,0,12,만족,4
N,RVD-220323-0053131,26731419526,0,12,중립,3
N,RVD-220323-0053130,26731419526,0,12,중립,3
N,RVD-220323-0053129,26731419526,0,05,중립,3
N,RVD-220323-0053128,26731419526,0,05,만족,4
N,RVD-220323-0053127,26731419526,0,12,만족,4
N,RVD-220323-0053126,26731419526,0,12,만족,4
N,RVD-220323-0053125,26731419526,0,12,만족,4
N,RVD-220323-0053124,26731419526,0,12,중립,3
N,RVD-220323-0053123,26731419526,0,05,만족,4
N,RVD-220323-0053122,26731419526,0,12,만족,4
N,RVD-220323-0061810,22590590664,0,07,짜증남,1
N,RVD-220323-0061809,22590590664,0,12,만족,4
N,RVD-220323-0061808,22590590664,0,05,만족,4
N,RVD-220323-0061807,22590590664,0,05,바람,4
N,RVD-220323-0061806,22590590664,0,12,중립,3
N,RVD-220323-0063210,29300383619,0,12,행복,5
N,RVD-220323-0063209,29300383619,0,05,중립,3
N,RVD-220323-0063207,29300383619,0,07,당황,2
N,RVD-220323-0063206,29300383619,0,13,중립,3
N,RVD-220323-0063205,29300383619,0,03,중립,3
N,RVD-220323-0063204,29300383619,0,12,행복,5
N,RVD-220323-0063201,29300383619,0,03,만족,4
N,RVD-220323-0063199,29300383619,0,07,만족,4
N,RVD-220323-0063200,29300383619,0,03,중립,3
N,RVD-220323-0063198,29300383619,0,13,만족,4
N,RVD-220323-0063197,29300383619,0,03,중립,3
N,RVD-220323-0063196,29300383619,0,02,행복,5
N,RVD-220323-0063195,29300383619,0,12,만족,4
N,RVD-220323-0063194,29300383619,0,12,만족,4
N,RVD-220323-0063193,29300383619,0,13,중립,3
N,RVD-220323-0063192,29300383619,0,12,만족,4
N,RVD-220323-0059434,24462314522,0,12,만족,4
N,RVD-220323-0059433,24462314522,0,12,만족,4
N,RVD-220323-0059432,24462314522,0,12,당황,2
N,RVD-220323-0059431,24462314522,0,13,바람,4
N,RVD-220323-0034227,21241106911,0,13,바람,4
N,RVD-220323-0034226,21241106911,0,03,만족,4
N,RVD-220323-0034225,21241106911,0,13,불안,2
N,RVD-220323-0016766,17266377889,0,12,중립,3
N,RVD-220323-0016765,17266377889,0,12,바람,4
N,RVD-220323-0016764,17266377889,0,12,만족,4
N,RVD-220323-0013810,14184334980,0,12,만족,4
N,RVD-220323-0013809,14184334980,0,12,고마움,4
N,RVD-220323-0013808,14184334980,0,12,괴로움,2
N,RVD-220323-0013807,14184334980,0,03,중립,3
N,RVD-220323-0013806,14184334980,0,12,중립,3
N,RVD-220323-0013805,14184334980,0,12,만족,4
N,RVD-220323-0013803,14184334980,0,03,만족,4
N,RVD-220323-0013804,14184334980,0,12,만족,4
N,RVD-220323-0013802,14184334980,0,12,바람,4
N,RVD-220323-0013801,14184334980,0,07,만족,4
N,RVD-220323-0013800,14184334980,0,12,중립,3
N,RVD-220323-0013799,14184334980,0,12,중립,3
N,RVD-220323-0013798,14184334980,0,12,행복,5
N,RVD-220323-0013797,14184334980,0,12,행복,5
N,RVD-220323-0013796,14184334980,0,12,만족,4
N,RVD-220323-0013795,14184334980,0,05,만족,4
N,RVD-220323-0013794,14184334980,0,12,불안,2
N,RVD-220323-0013793,14184334980,0,12,행복,5
N,RVD-220323-0013792,14184334980,0,12,중립,3
N,RVD-220323-0013790,14184334980,0,12,만족,4
N,RVD-220323-0013791,14184334980,0,03,중립,3
N,RVD-220323-0013789,14184334980,0,12,행복,5
N,RVD-220323-0013788,14184334980,0,03,만족,4
N,RVD-220323-0013787,14184334980,0,12,중립,3
N,RVD-220323-0013786,14184334980,0,05,만족,4
N,RVD-220323-0013785,14184334980,0,05,행복,5
N,RVD-220323-0013784,14184334980,0,05,중립,3
N,RVD-220323-0013783,14184334980,0,05,만족,4
N,RVD-220323-0013782,14184334980,0,05,중립,3
N,RVD-220323-0013781,14184334980,0,12,중립,3
N,RVD-220323-0013780,14184334980,0,05,중립,3
N,RVD-220323-0013779,14184334980,0,12,중립,3
N,RVD-220323-0013778,14184334980,0,12,만족,4
N,RVD-220323-0013777,14184334980,0,12,중립,3
N,RVD-220323-0013776,14184334980,0,12,중립,3
N,RVD-220323-0013775,14184334980,0,12,중립,3
N,RVD-220323-0013773,14184334980,0,12,만족,4
N,RVD-220323-0013774,14184334980,0,03,만족,4
N,RVD-220323-0013772,14184334980,0,12,만족,4
N,RVD-220323-0013771,14184334980,0,03,행복,5
N,RVD-220323-0013770,14184334980,0,12,중립,3
N,RVD-220323-0013769,14184334980,0,12,만족,4
N,RVD-220323-0013768,14184334980,0,12,만족,4
N,RVD-220323-0013767,14184334980,0,05,만족,4
N,RVD-220323-0013766,14184334980,0,05,만족,4
N,RVD-220323-0013765,14184334980,0,12,만족,4
N,RVD-220323-0013764,14184334980,0,03,만족,4
N,RVD-220323-0013763,14184334980,0,12,만족,4
N,RVD-220323-0013762,14184334980,0,12,만족,4
N,RVD-220323-0013761,14184334980,0,12,실망,1
N,RVD-220323-0013760,14184334980,0,12,만족,4
N,RVD-220323-0013759,14184334980,0,12,만족,4
N,RVD-220323-0013758,14184334980,0,12,만족,4
N,RVD-220323-0013757,14184334980,0,13,만족,4
N,RVD-220323-0013756,14184334980,0,12,만족,4
N,RVD-220323-0013755,14184334980,0,05,중립,3
N,RVD-220323-0013754,14184334980,0,12,안타까움,2
N,RVD-220323-0013753,14184334980,0,12,안타까움,2
N,RVD-220323-0013752,14184334980,0,12,중립,3
N,RVD-220323-0028323,20138646188,0,05,만족,4
N,RVD-220323-0028322,20138646188,0,03,중립,3
N,RVD-220323-0049277,17266331886,0,12,중립,3
N,RVD-220323-0049276,17266331886,0,05,만족,4
N,RVD-220323-0049275,17266331886,0,12,중립,3
N,RVD-220323-0049274,17266331886,0,12,만족,4
N,RVD-220323-0049273,17266331886,0,12,바람,4
N,RVD-220323-0047393,22566448318,0,12,짜증남,1
N,RVD-220323-0047392,22566448318,0,12,고마움,4
N,RVD-220323-0047390,22566448318,0,12,고마움,4
N,RVD-220323-0047391,22566448318,0,12,만족,4
N,RVD-220323-0047389,22566448318,0,12,만족,4
N,RVD-220323-0047387,22566448318,0,13,바람,4
N,RVD-220323-0047388,22566448318,0,12,중립,3
N,RVD-220323-0047386,22566448318,0,12,만족,4
N,RVD-220323-0047384,22566448318,0,12,기쁨,5
N,RVD-220323-0047385,22566448318,0,12,중립,3
N,RVD-220323-0047383,22566448318,0,12,만족,4
N,RVD-220323-0047382,22566448318,0,12,중립,3
N,RVD-220323-0047381,22566448318,0,05,중립,3
N,RVD-220323-0047380,22566448318,0,12,중립,3
N,RVD-220323-0047379,22566448318,0,12,바람,4
N,RVD-220323-0047378,22566448318,0,12,중립,3
N,RVD-220323-0047377,22566448318,0,12,자신감,5
N,RVD-220323-0047376,22566448318,0,12,놀람,4
N,RVD-220323-0047375,22566448318,0,12,설렘,4
N,RVD-220323-0047374,22566448318,0,12,만족,4
N,RVD-220323-0047373,22566448318,0,12,중립,3
N,RVD-220323-0047372,22566448318,0,12,행복,5
N,RVD-220323-0047371,22566448318,0,12,행복,5
N,RVD-220323-0047370,22566448318,0,12,중립,3
N,RVD-220323-0047369,22566448318,0,12,중립,3
N,RVD-220323-0047368,22566448318,0,12,중립,3
N,RVD-220323-0047366,22566448318,0,12,중립,3
N,RVD-220323-0047367,22566448318,0,12,중립,3
N,RVD-220323-0047365,22566448318,0,12,중립,3
N,RVD-220323-0047364,22566448318,0,12,만족,4
N,RVD-220323-0047363,22566448318,0,12,중립,3
N,RVD-220323-0047362,22566448318,0,12,행복,5
N,RVD-220323-0047360,22566448318,0,12,만족,4
N,RVD-220323-0047361,22566448318,0,12,중립,3
N,RVD-220323-0047359,22566448318,0,12,행복,5
N,RVD-220323-0047358,22566448318,0,12,만족,4
N,RVD-220323-0047357,22566448318,0,12,기쁨,5
N,RVD-220323-0047356,22566448318,0,12,바람,4
N,RVD-220323-0047355,22566448318,0,12,중립,3
N,RVD-220323-0047354,22566448318,0,12,중립,3
N,RVD-220323-0047353,22566448318,0,05,자신감,5
N,RVD-220323-0047352,22566448318,0,12,행복,5
N,RVD-220323-0047351,22566448318,0,12,만족,4
N,RVD-220323-0047350,22566448318,0,12,행복,5
N,RVD-220323-0047349,22566448318,0,12,행복,5
N,RVD-220323-0047348,22566448318,0,07,만족,4
N,RVD-220323-0047347,22566448318,0,13,기쁨,5
N,RVD-220323-0047346,22566448318,0,05,만족,4
N,RVD-220323-0047345,22566448318,0,12,중립,3
N,RVD-220323-0047344,22566448318,0,12,당황,2
N,RVD-220323-0047343,22566448318,0,05,행복,5
N,RVD-220323-0047342,22566448318,0,12,만족,4
N,RVD-220323-0047341,22566448318,0,05,만족,4
N,RVD-220323-0047340,22566448318,0,05,중립,3
N,RVD-220323-0047339,22566448318,0,03,중립,3
N,RVD-220323-0047337,22566448318,0,05,행복,5
N,RVD-220323-0047338,22566448318,0,05,중립,3
N,RVD-220323-0047336,22566448318,0,12,슬픔,2
N,RVD-220323-0047335,22566448318,0,12,짜증남,1
N,RVD-220323-0047334,22566448318,0,12,바람,4
N,RVD-220323-0047333,22566448318,0,12,기쁨,5
N,RVD-220323-0047332,22566448318,0,03,만족,4
N,RVD-220323-0047331,22566448318,0,13,중립,3
N,RVD-220323-0047330,22566448318,0,13,중립,3
N,RVD-220323-0047329,22566448318,0,12,괴로움,2
N,RVD-220323-0047328,22566448318,0,07,슬픔,2
N,RVD-220323-0047327,22566448318,0,13,바람,4
N,RVD-220323-0047326,22566448318,0,13,중립,3
N,RVD-220323-0047324,22566448318,0,12,만족,4
N,RVD-220323-0047325,22566448318,0,12,바람,4
N,RVD-220323-0062876,28603885554,0,12,행복,5
N,RVD-220323-0062875,28603885554,0,12,만족,4
N,RVD-220323-0062874,28603885554,0,12,만족,4
N,RVD-220323-0062873,28603885554,0,03,중립,3
N,RVD-220323-0062872,28603885554,0,12,바람,4
N,RVD-220323-0062871,28603885554,0,12,만족,4
N,RVD-220323-0062870,28603885554,0,12,중립,3
N,RVD-220323-0062869,28603885554,0,12,바람,4
N,RVD-220323-0062868,28603885554,0,12,중립,3
N,RVD-220323-0062867,28603885554,0,12,만족,4
N,RVD-220323-0062866,28603885554,0,03,중립,3
N,RVD-220323-0062865,28603885554,0,12,행복,5
N,RVD-220323-0062864,28603885554,0,12,놀람,4
N,RVD-220323-0062863,28603885554,0,12,짜증남,1
N,RVD-220323-0062862,28603885554,0,03,만족,4
N,RVD-220323-0062861,28603885554,0,12,안타까움,2
N,RVD-220323-0062860,28603885554,0,03,즐거움,5
N,RVD-220323-0068165,31023801620,0,12,행복,5
N,RVD-220323-0068164,31023801620,0,05,중립,3
N,RVD-220323-0068163,31023801620,0,12,만족,4
N,RVD-220323-0068162,31023801620,0,12,짜증남,1
N,RVD-220323-0016937,13039502142,0,12,기쁨,5
N,RVD-220323-0016936,13039502142,0,03,안타까움,2
N,RVD-220323-0016935,13039502142,0,12,바람,4
N,RVD-220323-0016934,13039502142,0,12,만족,4
N,RVD-220323-0016933,13039502142,0,12,만족,4
N,RVD-220323-0016931,13039502142,0,12,중립,3
N,RVD-220323-0016928,13039502142,0,05,바람,4
N,RVD-220323-0016926,13039502142,0,12,바람,4
N,RVD-220323-0016923,13039502142,0,07,중립,3
N,RVD-220323-0016920,13039502142,0,12,만족,4
N,RVD-220323-0016915,13039502142,0,05,중립,3
N,RVD-220323-0016913,13039502142,0,05,중립,3
N,RVD-220323-0016912,13039502142,0,12,만족,4
N,RVD-220323-0016910,13039502142,0,12,만족,4
N,RVD-220323-0016909,13039502142,0,12,중립,3
N,RVD-220323-0016907,13039502142,0,12,만족,4
N,RVD-220323-0016905,13039502142,0,12,행복,5
N,RVD-220323-0016904,13039502142,0,12,행복,5
N,RVD-220323-0016902,13039502142,0,12,바람,4
N,RVD-220323-0016901,13039502142,0,07,중립,3
N,RVD-220323-0016899,13039502142,0,12,만족,4
N,RVD-220323-0016898,13039502142,0,12,만족,4
N,RVD-220323-0016897,13039502142,0,12,만족,4
N,RVD-220323-0016896,13039502142,0,02,만족,4
N,RVD-220323-0016894,13039502142,0,12,자신감,5
N,RVD-220323-0068165,31023801620,0,12,행복,5
N,RVD-220323-0068164,31023801620,0,05,중립,3
N,RVD-220323-0068163,31023801620,0,12,만족,4
N,RVD-220323-0068162,31023801620,0,12,짜증남,1
N,RVD-220323-0027196,16792774933,0,12,만족,4
N,RVD-220323-0027195,16792774933,0,12,행복,5
N,RVD-220323-0027194,16792774933,0,05,만족,4
N,RVD-220323-0027193,16792774933,0,12,만족,4
N,RVD-220323-0027192,16792774933,0,12,만족,4
N,RVD-220323-0027191,16792774933,0,03,안타까움,2
N,RVD-220323-0027190,16792774933,0,12,중립,3
N,RVD-220323-0027189,16792774933,0,13,중립,3
N,RVD-220323-0018555,21098750423,0,12,행복,5
N,RVD-220323-0018554,21098750423,0,12,만족,4
N,RVD-220323-0018552,21098750423,0,12,중립,3
N,RVD-220323-0018553,21098750423,0,12,만족,4
N,RVD-220323-0018551,21098750423,0,12,만족,4
N,RVD-220323-0018549,21098750423,0,12,중립,3
N,RVD-220323-0018550,21098750423,0,12,바람,4
N,RVD-220323-0018548,21098750423,0,12,만족,4
N,RVD-220323-0018547,21098750423,0,12,만족,4
N,RVD-220323-0018546,21098750423,0,12,중립,3
N,RVD-220323-0018545,21098750423,0,02,만족,4
N,RVD-220323-0018544,21098750423,0,12,만족,4
N,RVD-220323-0018543,21098750423,0,12,중립,3
N,RVD-220323-0018542,21098750423,0,12,만족,4
N,RVD-220323-0018541,21098750423,0,12,괴로움,2
N,RVD-220323-0018540,21098750423,0,02,행복,5
N,RVD-220323-0018539,21098750423,0,12,싫음,1
N,RVD-220323-0018538,21098750423,0,12,중립,3
N,RVD-220323-0018537,21098750423,0,12,슬픔,2
N,RVD-220323-0018536,21098750423,0,02,바람,4
N,RVD-220323-0018535,21098750423,0,12,설렘,4
N,RVD-220323-0018534,21098750423,0,12,괴로움,2
N,RVD-220323-0018533,21098750423,0,12,슬픔,2
N,RVD-220323-0018531,21098750423,0,02,만족,4
N,RVD-220323-0018532,21098750423,0,12,중립,3
N,RVD-220323-0018530,21098750423,0,12,기쁨,5
N,RVD-220323-0108244,8740412605,0,12,만족,4
N,RVD-220323-0108243,8740412605,0,12,싫음,1
N,RVD-220323-0108242,8740412605,0,12,감동,4
N,RVD-220323-0108241,8740412605,0,12,만족,4
N,RVD-220323-0027196,16792774933,0,12,만족,4
N,RVD-220323-0027195,16792774933,0,12,행복,5
N,RVD-220323-0027194,16792774933,0,05,만족,4
N,RVD-220323-0027193,16792774933,0,12,만족,4
N,RVD-220323-0027192,16792774933,0,12,만족,4
N,RVD-220323-0027191,16792774933,0,03,안타까움,2
N,RVD-220323-0027190,16792774933,0,12,중립,3
N,RVD-220323-0027189,16792774933,0,13,중립,3
N,RVD-220323-0093202,6168162950,0,12,만족,4
N,RVD-220323-0093201,6168162950,0,12,고마움,4
N,RVD-220323-0093200,6168162950,0,06,만족,4
N,RVD-220323-0093198,6168162950,0,06,만족,4
N,RVD-220323-0093199,6168162950,0,12,슬픔,2
N,RVD-220323-0028296,19533607707,0,13,고마움,4
N,RVD-220323-0028295,19533607707,0,13,만족,4
N,RVD-220323-0028294,19533607707,0,06,행복,5
N,RVD-220323-0105838,83522117080,0,06,바람,4
N,RVD-220323-0105837,83522117080,0,05,안타까움,2
N,RVD-220323-0105836,83522117080,0,12,놀람,4
N,RVD-220323-0105835,83522117080,0,06,중립,3
N,RVD-220323-0015791,12066803123,0,12,만족,4
N,RVD-220323-0015790,12066803123,0,12,바람,4
N,RVD-220323-0015789,12066803123,0,12,중립,3
N,RVD-220323-0015788,12066803123,0,06,슬픔,2
N,RVD-220323-0015787,12066803123,0,13,짜증남,1
N,RVD-220323-0015786,12066803123,0,12,기쁨,5
N,RVD-220323-0015785,12066803123,0,06,안타까움,2
N,RVD-220323-0113523,6633584197,0,05,만족,4
N,RVD-220323-0113522,6633584197,0,12,중립,3
N,RVD-220323-0113521,6633584197,0,12,만족,4
N,RVD-220323-0113520,6633584197,0,12,바람,4
N,RVD-220323-0113518,6633584197,0,13,중립,3
N,RVD-220323-0113519,6633584197,0,12,만족,4
N,RVD-220323-0113517,6633584197,0,12,만족,4
N,RVD-220323-0113516,6633584197,0,13,중립,3
N,RVD-220323-0113515,6633584197,0,13,만족,4
N,RVD-220323-0113514,6633584197,0,12,만족,4
N,RVD-220323-0113513,6633584197,0,12,만족,4
N,RVD-220323-0113512,6633584197,0,12,만족,4
N,RVD-220323-0113511,6633584197,0,06,중립,3
N,RVD-220323-0066179,25151660524,0,12,만족,4
N,RVD-220323-0066178,25151660524,0,06,중립,3
N,RVD-220323-0066177,25151660524,0,12,만족,4
N,RVD-220323-0066176,25151660524,0,12,만족,4
N,RVD-220323-0066175,25151660524,0,13,바람,4
N,RVD-220323-0066174,25151660524,0,12,중립,3
N,RVD-220323-0010753,14127352190,0,12,중립,3
N,RVD-220323-0010752,14127352190,0,05,놀람,4
N,RVD-220323-0010751,14127352190,0,12,만족,4
N,RVD-220323-0010750,14127352190,0,12,중립,3
N,RVD-220323-0010749,14127352190,0,12,중립,3
N,RVD-220323-0010748,14127352190,0,12,만족,4
N,RVD-220323-0010747,14127352190,0,12,만족,4
N,RVD-220323-0010746,14127352190,0,12,기쁨,5
N,RVD-220323-0010745,14127352190,0,12,만족,4
N,RVD-220323-0010743,14127352190,0,13,만족,4
N,RVD-220323-0010744,14127352190,0,05,만족,4
N,RVD-220323-0010742,14127352190,0,06,만족,4
N,RVD-220323-0055294,27474323524,0,12,사랑,4
N,RVD-220323-0055293,27474323524,0,12,행복,5
N,RVD-220323-0055292,27474323524,0,12,중립,3
N,RVD-220323-0055291,27474323524,0,05,행복,5
N,RVD-220323-0055290,27474323524,0,01,중립,3
N,RVD-220323-0055289,27474323524,0,12,감동,4
N,RVD-220323-0055288,27474323524,0,06,만족,4
N,RVD-220323-0055287,27474323524,0,12,만족,4
N,RVD-220323-0055286,27474323524,0,12,만족,4
N,RVD-220323-0055285,27474323524,0,12,만족,4
N,RVD-220323-0055284,27474323524,0,12,만족,4
N,RVD-220323-0055283,27474323524,0,12,중립,3
N,RVD-220323-0055282,27474323524,0,12,기쁨,5
N,RVD-220323-0055281,27474323524,0,01,만족,4
N,RVD-220323-0055280,27474323524,0,12,중립,3
N,RVD-220323-0055279,27474323524,0,12,만족,4
N,RVD-220323-0055278,27474323524,0,12,만족,4
N,RVD-220323-0055277,27474323524,0,06,만족,4
N,RVD-220323-0055276,27474323524,0,05,바람,4
N,RVD-220323-0055275,27474323524,0,01,바람,4
N,RVD-220323-0055274,27474323524,0,12,만족,4
N,RVD-220323-0055273,27474323524,0,13,만족,4
N,RVD-220323-0055272,27474323524,0,01,중립,3
N,RVD-220323-0055271,27474323524,0,13,중립,3
N,RVD-220323-0055270,27474323524,0,12,만족,4
N,RVD-220323-0055269,27474323524,0,05,놀람,4
N,RVD-220323-0055267,27474323524,0,12,중립,3
N,RVD-220323-0055268,27474323524,0,01,중립,3
N,RVD-220323-0055266,27474323524,0,01,중립,3
N,RVD-220323-0055265,27474323524,0,12,설렘,4
N,RVD-220323-0055264,27474323524,0,01,만족,4
N,RVD-220323-0055263,27474323524,0,01,안타까움,2
N,RVD-220323-0055262,27474323524,0,12,짜증남,1
N,RVD-220323-0055261,27474323524,0,01,중립,3
N,RVD-220323-0055260,27474323524,0,12,싫음,1
N,RVD-220323-0055259,27474323524,0,12,중립,3
N,RVD-220323-0053145,26732042523,0,12,행복,5
N,RVD-220323-0053144,26732042523,0,12,만족,4
N,RVD-220323-0053142,26732042523,0,12,중립,3
N,RVD-220323-0053143,26732042523,0,01,자신감,5
N,RVD-220323-0053141,26732042523,0,12,중립,3
N,RVD-220323-0053140,26732042523,0,06,중립,3
N,RVD-220323-0053139,26732042523,0,05,행복,5
N,RVD-220323-0053138,26732042523,0,01,만족,4
N,RVD-220323-0030508,21429651189,0,13,싫음,1
N,RVD-220323-0030507,21429651189,0,05,싫음,1
N,RVD-220323-0030506,21429651189,0,12,즐거움,5
N,RVD-220323-0030505,21429651189,0,12,만족,4
N,RVD-220323-0030504,21429651189,0,12,만족,4
N,RVD-220323-0030503,21429651189,0,12,바람,4
N,RVD-220323-0030502,21429651189,0,12,중립,3
N,RVD-220323-0030501,21429651189,0,12,만족,4
N,RVD-220323-0030500,21429651189,0,12,만족,4
N,RVD-220323-0030499,21429651189,0,12,만족,4
N,RVD-220323-0030498,21429651189,0,12,행복,5
N,RVD-220323-0030497,21429651189,0,05,중립,3
N,RVD-220323-0030496,21429651189,0,06,바람,4
N,RVD-220323-0058624,23908362522,0,12,고마움,4
N,RVD-220323-0058623,23908362522,0,13,만족,4
N,RVD-220323-0058622,23908362522,0,12,당황,2
N,RVD-220323-0058621,23908362522,0,12,바람,4
N,RVD-220323-0058620,23908362522,0,13,두려움,1
N,RVD-220323-0058619,23908362522,0,12,만족,4
N,RVD-220323-0058618,23908362522,0,12,만족,4
N,RVD-220323-0058617,23908362522,0,12,만족,4
N,RVD-220323-0058616,23908362522,0,13,안타까움,2
N,RVD-220323-0058615,23908362522,0,13,만족,4
N,RVD-220323-0058614,23908362522,0,12,만족,4
N,RVD-220323-0058613,23908362522,0,13,중립,3
N,RVD-220323-0058612,23908362522,0,13,안타까움,2
N,RVD-220323-0058611,23908362522,0,12,만족,4
N,RVD-220323-0058610,23908362522,0,05,만족,4
N,RVD-220323-0058609,23908362522,0,12,중립,3
N,RVD-220323-0058608,23908362522,0,13,바람,4
N,RVD-220323-0058607,23908362522,0,12,놀람,4
N,RVD-220323-0058606,23908362522,0,12,만족,4
N,RVD-220323-0058605,23908362522,0,13,중립,3
N,RVD-220323-0058604,23908362522,0,12,만족,4
N,RVD-220323-0058603,23908362522,0,12,만족,4
N,RVD-220323-0058602,23908362522,0,13,즐거움,5
N,RVD-220323-0058601,23908362522,0,12,중립,3
N,RVD-220323-0058599,23908362522,0,13,만족,4
N,RVD-220323-0058600,23908362522,0,13,중립,3
N,RVD-220323-0058598,23908362522,0,13,고마움,4
N,RVD-220323-0058597,23908362522,0,13,만족,4
N,RVD-220323-0058596,23908362522,0,12,바람,4
N,RVD-220323-0058595,23908362522,0,05,안타까움,2
N,RVD-220323-0058594,23908362522,0,13,바람,4
N,RVD-220323-0058592,23908362522,0,05,두려움,1
N,RVD-220323-0058593,23908362522,0,13,만족,4
N,RVD-220323-0045141,22214792443,0,12,만족,4
N,RVD-220323-0045140,22214792443,0,12,중립,3
N,RVD-220323-0045138,22214792443,0,06,중립,3
N,RVD-220323-0045139,22214792443,0,12,만족,4
N,RVD-220323-0045137,22214792443,0,12,중립,3
N,RVD-220323-0045136,22214792443,0,12,중립,3
N,RVD-220323-0045135,22214792443,0,12,놀람,4
N,RVD-220323-0045134,22214792443,0,12,중립,3
N,RVD-220323-0045133,22214792443,0,05,만족,4
N,RVD-220323-0045132,22214792443,0,13,중립,3
N,RVD-220323-0059427,24391257525,0,12,만족,4
N,RVD-220323-0059426,24391257525,0,05,중립,3
N,RVD-220323-0059425,24391257525,0,12,중립,3
N,RVD-220323-0059424,24391257525,0,12,만족,4
N,RVD-220323-0059423,24391257525,0,12,중립,3
N,RVD-220323-0059422,24391257525,0,12,중립,3
N,RVD-220323-0059421,24391257525,0,06,미워함,1
N,RVD-220323-0059420,24391257525,0,05,만족,4
N,RVD-220323-0059419,24391257525,0,12,안타까움,2
N,RVD-220323-0059417,24391257525,0,12,만족,4
N,RVD-220323-0059418,24391257525,0,06,바람,4
N,RVD-220323-0059416,24391257525,0,01,중립,3
N,RVD-220323-0059415,24391257525,0,13,중립,3
N,RVD-220323-0059414,24391257525,0,06,만족,4
N,RVD-220323-0059413,24391257525,0,12,만족,4
N,RVD-220323-0034427,27490359524,0,12,만족,4
N,RVD-220323-0034426,27490359524,0,12,즐거움,5
N,RVD-220323-0034425,27490359524,0,06,중립,3
N,RVD-220323-0034424,27490359524,0,12,즐거움,5
