SITE_GUBUN,REVIEW_DOC_NO,PART_ID,DOC_PART_NO,CLASSIFY,EMPATHY,EMPATHY_SCORE
N,RVD-220323-0030485,21285684073,0,13,바람,4
N,RVD-220323-0034634,21461414181,0,12,싫음,1
N,RVD-220323-0059679,27174937526,0,12,만족,4
N,RVD-220323-0022201,12851880718,0,12,중립,3
N,RVD-220323-0022200,12851880718,0,12,만족,4
N,RVD-220323-0062597,29124648587,0,12,중립,3
N,RVD-220323-0062596,29124648587,0,12,고마움,4
N,RVD-220323-0062595,29124648587,0,12,중립,3
N,RVD-220323-0062594,29124648587,0,12,바람,4
N,RVD-220323-0062593,29124648587,0,12,중립,3
N,RVD-220323-0062592,29124648587,0,12,만족,4
N,RVD-220323-0062591,29124648587,0,12,중립,3
N,RVD-220323-0062590,29124648587,0,12,중립,3
N,RVD-220323-0062589,29124648587,0,12,중립,3
N,RVD-220323-0062588,29124648587,0,12,만족,4
N,RVD-220323-0062587,29124648587,0,12,자신감,5
N,RVD-220323-0062586,29124648587,0,12,중립,3
N,RVD-220323-0062585,29124648587,0,11,만족,4
N,RVD-220323-0062584,29124648587,0,12,중립,3
N,RVD-220323-0062583,29124648587,0,12,중립,3
N,RVD-220323-0062582,29124648587,0,12,중립,3
N,RVD-220323-0062581,29124648587,0,12,만족,4
N,RVD-220323-0062580,29124648587,0,12,중립,3
N,RVD-220323-0062579,29124648587,0,12,중립,3
N,RVD-220323-0062577,29124648587,0,12,중립,3
N,RVD-220323-0062578,29124648587,0,12,만족,4
N,RVD-220323-0062576,29124648587,0,12,중립,3
N,RVD-220323-0062575,29124648587,0,12,고마움,4
N,RVD-220323-0062574,29124648587,0,12,중립,3
N,RVD-220323-0062573,29124648587,0,12,짜증남,1
N,RVD-220323-0062572,29124648587,0,12,중립,3
N,RVD-220323-0062571,29124648587,0,12,중립,3
N,RVD-220323-0062570,29124648587,0,12,바람,4
N,RVD-220323-0062569,29124648587,0,12,안타까움,2
N,RVD-220323-0062568,29124648587,0,12,중립,3
N,RVD-220323-0062567,29124648587,0,12,만족,4
N,RVD-220323-0062566,29124648587,0,12,중립,3
N,RVD-220323-0062565,29124648587,0,12,중립,3
N,RVD-220323-0062564,29124648587,0,11,괴로움,2
N,RVD-220323-0062563,29124648587,0,12,중립,3
N,RVD-220323-0062562,29124648587,0,12,슬픔,2
N,RVD-220323-0062561,29124648587,0,12,중립,3
N,RVD-220323-0062560,29124648587,0,12,놀람,4
N,RVD-220323-0062559,29124648587,0,12,슬픔,2
N,RVD-220323-0062558,29124648587,0,12,불안,2
N,RVD-220323-0062557,29124648587,0,12,괴로움,2
N,RVD-220323-0068142,30929398619,0,12,중립,3
N,RVD-220323-0111060,83954991354,0,12,행복,5
N,RVD-220323-0111059,83954991354,0,12,만족,4
N,RVD-220323-0111057,83954991354,0,12,바람,4
N,RVD-220323-0111058,83954991354,0,12,고마움,4
N,RVD-220323-0111056,83954991354,0,12,바람,4
N,RVD-220323-0111054,83954991354,0,12,만족,4
N,RVD-220323-0111055,83954991354,0,11,만족,4
N,RVD-220323-0111053,83954991354,0,12,만족,4
N,RVD-220323-0111052,83954991354,0,12,고마움,4
N,RVD-220323-0111051,83954991354,0,12,중립,3
N,RVD-220323-0111050,83954991354,0,12,기쁨,5
N,RVD-220323-0111049,83954991354,0,12,중립,3
N,RVD-220323-0111048,83954991354,0,12,만족,4
N,RVD-220323-0111047,83954991354,0,12,고마움,4
N,RVD-220323-0111046,83954991354,0,12,자신감,5
N,RVD-220323-0111045,83954991354,0,12,중립,3
N,RVD-220323-0111044,83954991354,0,12,만족,4
N,RVD-220323-0111042,83954991354,0,12,중립,3
N,RVD-220323-0111043,83954991354,0,12,만족,4
N,RVD-220323-0111040,83954991354,0,12,만족,4
N,RVD-220323-0111041,83954991354,0,12,만족,4
N,RVD-220323-0111039,83954991354,0,12,중립,3
N,RVD-220323-0111038,83954991354,0,12,중립,3
N,RVD-220323-0111037,83954991354,0,12,설렘,4
N,RVD-220323-0111035,83954991354,0,12,행복,5
N,RVD-220323-0111036,83954991354,0,12,만족,4
N,RVD-220323-0111033,83954991354,0,12,만족,4
N,RVD-220323-0111034,83954991354,0,12,중립,3
N,RVD-220323-0111031,83954991354,0,12,바람,4
N,RVD-220323-0111032,83954991354,0,12,무관심,3
N,RVD-220323-0111030,83954991354,0,12,중립,3
N,RVD-220323-0111029,83954991354,0,12,고마움,4
N,RVD-220323-0111027,83954991354,0,12,행복,5
N,RVD-220323-0111028,83954991354,0,12,짜증남,1
N,RVD-220323-0111025,83954991354,0,12,바람,4
N,RVD-220323-0111026,83954991354,0,12,만족,4
N,RVD-220323-0111024,83954991354,0,12,중립,3
N,RVD-220323-0111023,83954991354,0,12,만족,4
N,RVD-220323-0111022,83954991354,0,12,사랑,4
N,RVD-220323-0111021,83954991354,0,12,중립,3
N,RVD-220323-0111020,83954991354,0,11,바람,4
N,RVD-220323-0111019,83954991354,0,12,고마움,4
N,RVD-220323-0111018,83954991354,0,12,만족,4
N,RVD-220323-0111017,83954991354,0,12,기쁨,5
N,RVD-220323-0111016,83954991354,0,12,만족,4
N,RVD-220323-0111015,83954991354,0,12,고마움,4
N,RVD-220323-0111014,83954991354,0,12,바람,4
N,RVD-220323-0111013,83954991354,0,12,만족,4
N,RVD-220323-0111012,83954991354,0,12,분노,1
N,RVD-220323-0111011,83954991354,0,12,만족,4
N,RVD-220323-0111010,83954991354,0,12,만족,4
N,RVD-220323-0111009,83954991354,0,12,설렘,4
N,RVD-220323-0111008,83954991354,0,12,놀람,4
N,RVD-220323-0111007,83954991354,0,12,바람,4
N,RVD-220323-0111006,83954991354,0,12,기쁨,5
N,RVD-220323-0111005,83954991354,0,12,안타까움,2
N,RVD-220323-0111003,83954991354,0,12,만족,4
N,RVD-220323-0111004,83954991354,0,12,만족,4
N,RVD-220323-0111002,83954991354,0,12,놀람,4
N,RVD-220323-0111000,83954991354,0,12,행복,5
N,RVD-220323-0111001,83954991354,0,12,바람,4
N,RVD-220323-0110999,83954991354,0,12,만족,4
N,RVD-220323-0110998,83954991354,0,12,만족,4
N,RVD-220323-0110997,83954991354,0,12,만족,4
N,RVD-220323-0110996,83954991354,0,12,행복,5
N,RVD-220323-0110995,83954991354,0,12,중립,3
N,RVD-220323-0110994,83954991354,0,12,고마움,4
N,RVD-220323-0110993,83954991354,0,12,만족,4
N,RVD-220323-0110992,83954991354,0,12,바람,4
N,RVD-220323-0110991,83954991354,0,12,만족,4
N,RVD-220323-0110990,83954991354,0,12,만족,4
N,RVD-220323-0110989,83954991354,0,12,바람,4
N,RVD-220323-0110988,83954991354,0,12,만족,4
N,RVD-220323-0110987,83954991354,0,12,불안,2
N,RVD-220323-0110986,83954991354,0,12,만족,4
N,RVD-220323-0110985,83954991354,0,12,기쁨,5
N,RVD-220323-0110984,83954991354,0,12,기쁨,5
N,RVD-220323-0110982,83954991354,0,12,만족,4
N,RVD-220323-0110983,83954991354,0,12,만족,4
N,RVD-220323-0110981,83954991354,0,12,바람,4
N,RVD-220323-0110980,83954991354,0,12,만족,4
N,RVD-220323-0110979,83954991354,0,12,안타까움,2
N,RVD-220323-0110978,83954991354,0,12,만족,4
N,RVD-220323-0110976,83954991354,0,12,고마움,4
N,RVD-220323-0110977,83954991354,0,12,고마움,4
N,RVD-220323-0110975,83954991354,0,12,중립,3
N,RVD-220323-0110973,83954991354,0,12,만족,4
N,RVD-220323-0110974,83954991354,0,12,행복,5
N,RVD-220323-0110972,83954991354,0,12,만족,4
N,RVD-220323-0110971,83954991354,0,12,안타까움,2
N,RVD-220323-0110970,83954991354,0,12,기쁨,5
N,RVD-220323-0110969,83954991354,0,12,중립,3
N,RVD-220323-0110968,83954991354,0,12,만족,4
N,RVD-220323-0110967,83954991354,0,12,싫음,1
N,RVD-220323-0110966,83954991354,0,12,자신감,5
N,RVD-220323-0110964,83954991354,0,12,행복,5
N,RVD-220323-0110965,83954991354,0,12,만족,4
N,RVD-220323-0110962,83954991354,0,12,만족,4
N,RVD-220323-0110963,83954991354,0,12,바람,4
N,RVD-220323-0110961,83954991354,0,11,만족,4
N,RVD-220323-0110959,83954991354,0,12,행복,5
N,RVD-220323-0110960,83954991354,0,12,만족,4
N,RVD-220323-0110958,83954991354,0,12,만족,4
N,RVD-220323-0110957,83954991354,0,12,바람,4
N,RVD-220323-0110956,83954991354,0,12,만족,4
N,RVD-220323-0110955,83954991354,0,12,고마움,4
N,RVD-220323-0110953,83954991354,0,12,만족,4
N,RVD-220323-0110954,83954991354,0,12,중립,3
N,RVD-220323-0110951,83954991354,0,12,만족,4
N,RVD-220323-0110952,83954991354,0,12,즐거움,5
N,RVD-220323-0110950,83954991354,0,12,만족,4
N,RVD-220323-0110949,83954991354,0,12,만족,4
N,RVD-220323-0110948,83954991354,0,12,억울함,1
N,RVD-220323-0110947,83954991354,0,12,중립,3
N,RVD-220323-0110946,83954991354,0,12,바람,4
N,RVD-220323-0110945,83954991354,0,12,중립,3
N,RVD-220323-0110943,83954991354,0,12,중립,3
N,RVD-220323-0110944,83954991354,0,12,중립,3
N,RVD-220323-0110942,83954991354,0,12,만족,4
N,RVD-220323-0110941,83954991354,0,12,기쁨,5
N,RVD-220323-0110940,83954991354,0,12,중립,3
N,RVD-220323-0110939,83954991354,0,12,중립,3
N,RVD-220323-0110938,83954991354,0,12,바람,4
N,RVD-220323-0110937,83954991354,0,12,만족,4
N,RVD-220323-0110936,83954991354,0,12,바람,4
N,RVD-220323-0110935,83954991354,0,12,만족,4
N,RVD-220323-0110933,83954991354,0,12,고마움,4
N,RVD-220323-0110934,83954991354,0,12,만족,4
N,RVD-220323-0110932,83954991354,0,12,만족,4
N,RVD-220323-0110931,83954991354,0,12,고마움,4
N,RVD-220323-0110930,83954991354,0,12,만족,4
N,RVD-220323-0110928,83954991354,0,12,중립,3
N,RVD-220323-0110929,83954991354,0,12,만족,4
N,RVD-220323-0110927,83954991354,0,06,중립,3
N,RVD-220323-0110926,83954991354,0,12,행복,5
N,RVD-220323-0110925,83954991354,0,12,바람,4
N,RVD-220323-0110924,83954991354,0,12,만족,4
N,RVD-220323-0110923,83954991354,0,12,중립,3
N,RVD-220323-0110922,83954991354,0,12,설렘,4
N,RVD-220323-0110920,83954991354,0,12,만족,4
N,RVD-220323-0110921,83954991354,0,12,중립,3
N,RVD-220323-0110919,83954991354,0,12,바람,4
N,RVD-220323-0110918,83954991354,0,12,만족,4
N,RVD-220323-0110917,83954991354,0,12,고마움,4
N,RVD-220323-0110916,83954991354,0,12,기쁨,5
N,RVD-220323-0110915,83954991354,0,11,무관심,3
N,RVD-220323-0110914,83954991354,0,12,만족,4
N,RVD-220323-0110913,83954991354,0,12,무관심,3
N,RVD-220323-0110912,83954991354,0,06,만족,4
N,RVD-220323-0110911,83954991354,0,12,고마움,4
N,RVD-220323-0110910,83954991354,0,12,고마움,4
N,RVD-220323-0110909,83954991354,0,12,중립,3
N,RVD-220323-0110908,83954991354,0,12,만족,4
N,RVD-220323-0110907,83954991354,0,12,즐거움,5
N,RVD-220323-0110906,83954991354,0,12,행복,5
N,RVD-220323-0110904,83954991354,0,12,만족,4
N,RVD-220323-0110905,83954991354,0,12,자신감,5
N,RVD-220323-0110903,83954991354,0,12,만족,4
N,RVD-220323-0110901,83954991354,0,12,바람,4
N,RVD-220323-0110902,83954991354,0,12,감동,4
N,RVD-220323-0110900,83954991354,0,12,바람,4
N,RVD-220323-0110898,83954991354,0,12,만족,4
N,RVD-220323-0110899,83954991354,0,12,바람,4
N,RVD-220323-0110896,83954991354,0,12,중립,3
N,RVD-220323-0110897,83954991354,0,11,바람,4
N,RVD-220323-0110895,83954991354,0,12,만족,4
N,RVD-220323-0110894,83954991354,0,12,바람,4
N,RVD-220323-0110893,83954991354,0,12,설렘,4
N,RVD-220323-0110892,83954991354,0,12,행복,5
N,RVD-220323-0110890,83954991354,0,12,기쁨,5
N,RVD-220323-0110891,83954991354,0,12,만족,4
N,RVD-220323-0110889,83954991354,0,12,고마움,4
N,RVD-220323-0110888,83954991354,0,12,기쁨,5
N,RVD-220323-0110887,83954991354,0,06,만족,4
N,RVD-220323-0110886,83954991354,0,12,설렘,4
N,RVD-220323-0110885,83954991354,0,12,만족,4
N,RVD-220323-0110884,83954991354,0,12,바람,4
N,RVD-220323-0110883,83954991354,0,12,만족,4
N,RVD-220323-0110881,83954991354,0,12,중립,3
N,RVD-220323-0110882,83954991354,0,12,안타까움,2
N,RVD-220323-0110880,83954991354,0,11,설렘,4
N,RVD-220323-0110879,83954991354,0,12,행복,5
N,RVD-220323-0110878,83954991354,0,06,행복,5
N,RVD-220323-0110877,83954991354,0,12,만족,4
N,RVD-220323-0110875,83954991354,0,12,중립,3
N,RVD-220323-0110876,83954991354,0,12,바람,4
N,RVD-220323-0110873,83954991354,0,12,만족,4
N,RVD-220323-0110874,83954991354,0,12,중립,3
N,RVD-220323-0110872,83954991354,0,12,즐거움,5
N,RVD-220323-0110870,83954991354,0,12,설렘,4
N,RVD-220323-0110871,83954991354,0,12,만족,4
N,RVD-220323-0110869,83954991354,0,12,만족,4
N,RVD-220323-0110868,83954991354,0,12,설렘,4
N,RVD-220323-0110867,83954991354,0,12,중립,3
N,RVD-220323-0110866,83954991354,0,12,만족,4
N,RVD-220323-0110865,83954991354,0,11,중립,3
N,RVD-220323-0110864,83954991354,0,12,설렘,4
N,RVD-220323-0110863,83954991354,0,12,행복,5
N,RVD-220323-0110862,83954991354,0,12,바람,4
N,RVD-220323-0110861,83954991354,0,12,만족,4
N,RVD-220323-0110860,83954991354,0,12,중립,3
N,RVD-220323-0110859,83954991354,0,12,중립,3
N,RVD-220323-0110858,83954991354,0,12,바람,4
N,RVD-220323-0110857,83954991354,0,12,만족,4
N,RVD-220323-0110856,83954991354,0,12,만족,4
N,RVD-220323-0110854,83954991354,0,12,중립,3
N,RVD-220323-0110855,83954991354,0,12,만족,4
N,RVD-220323-0110853,83954991354,0,06,놀람,4
N,RVD-220323-0110851,83954991354,0,11,만족,4
N,RVD-220323-0110852,83954991354,0,12,바람,4
N,RVD-220323-0110850,83954991354,0,12,바람,4
N,RVD-220323-0110849,83954991354,0,12,바람,4
N,RVD-220323-0110848,83954991354,0,12,바람,4
N,RVD-220323-0110847,83954991354,0,11,바람,4
N,RVD-220323-0110846,83954991354,0,12,만족,4
N,RVD-220323-0110845,83954991354,0,12,만족,4
N,RVD-220323-0110844,83954991354,0,11,중립,3
N,RVD-220323-0110843,83954991354,0,05,싫음,1
N,RVD-220323-0110842,83954991354,0,12,만족,4
N,RVD-220323-0110840,83954991354,0,12,중립,3
N,RVD-220323-0110841,83954991354,0,12,실망,1
N,RVD-220323-0110839,83954991354,0,12,바람,4
N,RVD-220323-0110838,83954991354,0,12,중립,3
N,RVD-220323-0110837,83954991354,0,12,중립,3
N,RVD-220323-0110836,83954991354,0,12,만족,4
N,RVD-220323-0110835,83954991354,0,11,만족,4
N,RVD-220323-0110834,83954991354,0,12,중립,3
N,RVD-220323-0110833,83954991354,0,12,만족,4
N,RVD-220323-0110831,83954991354,0,12,중립,3
N,RVD-220323-0110832,83954991354,0,11,바람,4
N,RVD-220323-0110830,83954991354,0,12,중립,3
N,RVD-220323-0110829,83954991354,0,12,만족,4
N,RVD-220323-0110828,83954991354,0,12,만족,4
N,RVD-220323-0110827,83954991354,0,12,만족,4
N,RVD-220323-0110826,83954991354,0,11,바람,4
N,RVD-220323-0110825,83954991354,0,12,만족,4
N,RVD-220323-0110823,83954991354,0,12,만족,4
N,RVD-220323-0110824,83954991354,0,12,바람,4
N,RVD-220323-0110822,83954991354,0,12,만족,4
N,RVD-220323-0110821,83954991354,0,12,바람,4
N,RVD-220323-0110819,83954991354,0,12,슬픔,2
N,RVD-220323-0110820,83954991354,0,12,만족,4
N,RVD-220323-0110818,83954991354,0,12,만족,4
N,RVD-220323-0110816,83954991354,0,12,분노,1
N,RVD-220323-0110817,83954991354,0,12,중립,3
N,RVD-220323-0110815,83954991354,0,12,중립,3
N,RVD-220323-0110813,83954991354,0,12,중립,3
N,RVD-220323-0110814,83954991354,0,12,중립,3
N,RVD-220323-0110812,83954991354,0,12,만족,4
N,RVD-220323-0110811,83954991354,0,12,중립,3
N,RVD-220323-0110810,83954991354,0,12,중립,3
N,RVD-220323-0110809,83954991354,0,12,중립,3
N,RVD-220323-0110808,83954991354,0,12,바람,4
N,RVD-220323-0110806,83954991354,0,12,행복,5
N,RVD-220323-0110807,83954991354,0,12,중립,3
N,RVD-220323-0110805,83954991354,0,12,자신감,5
N,RVD-220323-0110803,83954991354,0,12,중립,3
N,RVD-220323-0110804,83954991354,0,11,바람,4
N,RVD-220323-0110802,83954991354,0,12,만족,4
N,RVD-220323-0110801,83954991354,0,12,만족,4
N,RVD-220323-0110800,83954991354,0,12,만족,4
N,RVD-220323-0110799,83954991354,0,12,만족,4
N,RVD-220323-0110798,83954991354,0,11,바람,4
N,RVD-220323-0110797,83954991354,0,12,만족,4
N,RVD-220323-0110795,83954991354,0,12,만족,4
N,RVD-220323-0110796,83954991354,0,12,기쁨,5
N,RVD-220323-0110794,83954991354,0,12,고마움,4
N,RVD-220323-0110793,83954991354,0,12,만족,4
N,RVD-220323-0110792,83954991354,0,12,중립,3
N,RVD-220323-0110791,83954991354,0,11,행복,5
N,RVD-220323-0110790,83954991354,0,12,고마움,4
N,RVD-220323-0110789,83954991354,0,12,행복,5
N,RVD-220323-0110788,83954991354,0,12,기쁨,5
N,RVD-220323-0110787,83954991354,0,12,만족,4
N,RVD-220323-0110786,83954991354,0,12,놀람,4
N,RVD-220323-0110785,83954991354,0,12,만족,4
N,RVD-220323-0110784,83954991354,0,12,만족,4
N,RVD-220323-0110783,83954991354,0,12,만족,4
N,RVD-220323-0110782,83954991354,0,12,놀람,4
N,RVD-220323-0110781,83954991354,0,12,만족,4
N,RVD-220323-0110780,83954991354,0,12,만족,4
N,RVD-220323-0110779,83954991354,0,12,만족,4
N,RVD-220323-0110778,83954991354,0,12,중립,3
N,RVD-220323-0110777,83954991354,0,06,만족,4
N,RVD-220323-0110776,83954991354,0,06,만족,4
N,RVD-220323-0110775,83954991354,0,12,만족,4
N,RVD-220323-0110774,83954991354,0,12,만족,4
N,RVD-220323-0110773,83954991354,0,12,만족,4
N,RVD-220323-0110772,83954991354,0,12,만족,4
N,RVD-220323-0110771,83954991354,0,12,놀람,4
N,RVD-220323-0110770,83954991354,0,11,기쁨,5
N,RVD-220323-0110769,83954991354,0,11,설렘,4
N,RVD-220323-0110768,83954991354,0,12,바람,4
N,RVD-220323-0110767,83954991354,0,12,만족,4
N,RVD-220323-0110766,83954991354,0,11,중립,3
N,RVD-220323-0110765,83954991354,0,12,행복,5
N,RVD-220323-0110764,83954991354,0,12,만족,4
N,RVD-220323-0110763,83954991354,0,12,만족,4
N,RVD-220323-0110762,83954991354,0,12,행복,5
N,RVD-220323-0110760,83954991354,0,12,중립,3
N,RVD-220323-0110759,83954991354,0,12,만족,4
N,RVD-220323-0110758,83954991354,0,12,중립,3
N,RVD-220323-0110757,83954991354,0,12,싫음,1
N,RVD-220323-0110756,83954991354,0,12,만족,4
N,RVD-220323-0110755,83954991354,0,12,중립,3
N,RVD-220323-0110754,83954991354,0,12,만족,4
N,RVD-220323-0110753,83954991354,0,12,중립,3
N,RVD-220323-0110752,83954991354,0,12,행복,5
N,RVD-220323-0110751,83954991354,0,06,만족,4
N,RVD-220323-0110750,83954991354,0,12,만족,4
N,RVD-220323-0110749,83954991354,0,12,불안,2
N,RVD-220323-0110747,83954991354,0,12,중립,3
N,RVD-220323-0110748,83954991354,0,12,고마움,4
N,RVD-220323-0110746,83954991354,0,11,만족,4
N,RVD-220323-0110745,83954991354,0,12,고마움,4
N,RVD-220323-0110744,83954991354,0,12,기쁨,5
N,RVD-220323-0110743,83954991354,0,11,만족,4
N,RVD-220323-0110742,83954991354,0,12,짜증남,1
N,RVD-220323-0110741,83954991354,0,12,중립,3
N,RVD-220323-0110740,83954991354,0,12,중립,3
N,RVD-220323-0110739,83954991354,0,12,만족,4
N,RVD-220323-0110738,83954991354,0,12,행복,5
N,RVD-220323-0110737,83954991354,0,12,고마움,4
N,RVD-220323-0110736,83954991354,0,12,만족,4
N,RVD-220323-0110735,83954991354,0,12,중립,3
N,RVD-220323-0110734,83954991354,0,12,만족,4
N,RVD-220323-0110733,83954991354,0,12,만족,4
N,RVD-220323-0110732,83954991354,0,11,바람,4
N,RVD-220323-0110731,83954991354,0,12,자신감,5
N,RVD-220323-0110730,83954991354,0,11,슬픔,2
N,RVD-220323-0110729,83954991354,0,12,만족,4
N,RVD-220323-0110727,83954991354,0,12,두려움,1
N,RVD-220323-0110728,83954991354,0,12,만족,4
N,RVD-220323-0110726,83954991354,0,12,사랑,4
N,RVD-220323-0110725,83954991354,0,12,만족,4
N,RVD-220323-0110724,83954991354,0,12,만족,4
N,RVD-220323-0110723,83954991354,0,12,고마움,4
N,RVD-220323-0110722,83954991354,0,12,고마움,4
N,RVD-220323-0110721,83954991354,0,12,만족,4
N,RVD-220323-0110720,83954991354,0,12,만족,4
N,RVD-220323-0110719,83954991354,0,12,만족,4
N,RVD-220323-0110718,83954991354,0,12,만족,4
N,RVD-220323-0110717,83954991354,0,12,행복,5
N,RVD-220323-0110715,83954991354,0,12,만족,4
N,RVD-220323-0110714,83954991354,0,12,만족,4
N,RVD-220323-0110712,83954991354,0,12,중립,3
N,RVD-220323-0110713,83954991354,0,12,괴로움,2
N,RVD-220323-0110711,83954991354,0,12,만족,4
N,RVD-220323-0110710,83954991354,0,12,만족,4
N,RVD-220323-0110709,83954991354,0,12,자신감,5
N,RVD-220323-0110708,83954991354,0,12,설렘,4
N,RVD-220323-0110707,83954991354,0,12,만족,4
N,RVD-220323-0110706,83954991354,0,12,만족,4
N,RVD-220323-0110705,83954991354,0,12,자신감,5
N,RVD-220323-0110704,83954991354,0,12,만족,4
N,RVD-220323-0110703,83954991354,0,12,싫음,1
N,RVD-220323-0110702,83954991354,0,12,행복,5
N,RVD-220323-0110701,83954991354,0,12,만족,4
N,RVD-220323-0110700,83954991354,0,12,싫음,1
N,RVD-220323-0110699,83954991354,0,12,만족,4
N,RVD-220323-0110698,83954991354,0,12,고마움,4
N,RVD-220323-0110697,83954991354,0,12,만족,4
N,RVD-220323-0110696,83954991354,0,12,싫음,1
N,RVD-220323-0110694,83954991354,0,11,중립,3
N,RVD-220323-0110695,83954991354,0,12,만족,4
N,RVD-220323-0110693,83954991354,0,12,만족,4
N,RVD-220323-0110692,83954991354,0,12,바람,4
N,RVD-220323-0110691,83954991354,0,12,만족,4
N,RVD-220323-0110690,83954991354,0,12,실망,1
N,RVD-220323-0110689,83954991354,0,12,중립,3
N,RVD-220323-0110687,83954991354,0,12,고마움,4
N,RVD-220323-0110688,83954991354,0,12,바람,4
N,RVD-220323-0110686,83954991354,0,12,분노,1
N,RVD-220323-0110685,83954991354,0,12,슬픔,2
N,RVD-220323-0110684,83954991354,0,12,고마움,4
N,RVD-220323-0110683,83954991354,0,12,만족,4
N,RVD-220323-0110682,83954991354,0,12,중립,3
N,RVD-220323-0110681,83954991354,0,12,중립,3
N,RVD-220323-0110680,83954991354,0,12,중립,3
N,RVD-220323-0110679,83954991354,0,11,바람,4
N,RVD-220323-0110678,83954991354,0,12,싫음,1
N,RVD-220323-0110677,83954991354,0,12,중립,3
N,RVD-220323-0110676,83954991354,0,12,바람,4
N,RVD-220323-0110675,83954991354,0,12,슬픔,2
N,RVD-220323-0110674,83954991354,0,12,행복,5
N,RVD-220323-0110673,83954991354,0,12,만족,4
N,RVD-220323-0110672,83954991354,0,12,설렘,4
N,RVD-220323-0110671,83954991354,0,12,즐거움,5
N,RVD-220323-0110670,83954991354,0,12,중립,3
N,RVD-220323-0110669,83954991354,0,12,만족,4
N,RVD-220323-0110668,83954991354,0,12,바람,4
N,RVD-220323-0110667,83954991354,0,12,만족,4
N,RVD-220323-0110666,83954991354,0,12,바람,4
N,RVD-220323-0110665,83954991354,0,12,만족,4
N,RVD-220323-0110664,83954991354,0,12,만족,4
N,RVD-220323-0110663,83954991354,0,12,바람,4
N,RVD-220323-0110662,83954991354,0,12,바람,4
N,RVD-220323-0110661,83954991354,0,12,만족,4
N,RVD-220323-0110660,83954991354,0,12,불안,2
N,RVD-220323-0110659,83954991354,0,12,만족,4
N,RVD-220323-0110658,83954991354,0,12,만족,4
N,RVD-220323-0110657,83954991354,0,12,행복,5
N,RVD-220323-0110656,83954991354,0,12,고마움,4
N,RVD-220323-0110655,83954991354,0,12,바람,4
N,RVD-220323-0110654,83954991354,0,12,중립,3
N,RVD-220323-0110653,83954991354,0,12,만족,4
N,RVD-220323-0110652,83954991354,0,12,고마움,4
N,RVD-220323-0110651,83954991354,0,12,놀람,4
N,RVD-220323-0110650,83954991354,0,12,중립,3
N,RVD-220323-0110649,83954991354,0,12,바람,4
N,RVD-220323-0110648,83954991354,0,12,슬픔,2
N,RVD-220323-0110647,83954991354,0,12,고마움,4
N,RVD-220323-0110645,83954991354,0,11,바람,4
N,RVD-220323-0110646,83954991354,0,12,중립,3
N,RVD-220323-0110644,83954991354,0,12,중립,3
N,RVD-220323-0110643,83954991354,0,12,설렘,4
N,RVD-220323-0110642,83954991354,0,11,설렘,4
N,RVD-220323-0110641,83954991354,0,12,만족,4
N,RVD-220323-0110640,83954991354,0,12,감동,4
N,RVD-220323-0110639,83954991354,0,12,만족,4
N,RVD-220323-0110638,83954991354,0,12,기쁨,5
N,RVD-220323-0110637,83954991354,0,12,만족,4
N,RVD-220323-0110636,83954991354,0,12,만족,4
N,RVD-220323-0110634,83954991354,0,12,놀람,4
N,RVD-220323-0110635,83954991354,0,12,기쁨,5
N,RVD-220323-0110633,83954991354,0,12,행복,5
N,RVD-220323-0110632,83954991354,0,12,중립,3
N,RVD-220323-0110631,83954991354,0,12,만족,4
N,RVD-220323-0110629,83954991354,0,12,중립,3
N,RVD-220323-0110630,83954991354,0,12,만족,4
N,RVD-220323-0110628,83954991354,0,12,짜증남,1
N,RVD-220323-0110626,83954991354,0,12,행복,5
N,RVD-220323-0110627,83954991354,0,12,중립,3
N,RVD-220323-0110625,83954991354,0,12,바람,4
N,RVD-220323-0110623,83954991354,0,12,중립,3
N,RVD-220323-0110624,83954991354,0,12,만족,4
N,RVD-220323-0110622,83954991354,0,12,중립,3
N,RVD-220323-0110621,83954991354,0,12,만족,4
N,RVD-220323-0110619,83954991354,0,12,만족,4
N,RVD-220323-0110620,83954991354,0,12,만족,4
N,RVD-220323-0110618,83954991354,0,12,행복,5
N,RVD-220323-0110617,83954991354,0,06,만족,4
N,RVD-220323-0110616,83954991354,0,12,중립,3
N,RVD-220323-0110615,83954991354,0,12,짜증남,1
N,RVD-220323-0110614,83954991354,0,12,중립,3
N,RVD-220323-0110613,83954991354,0,12,만족,4
N,RVD-220323-0110612,83954991354,0,12,만족,4
N,RVD-220323-0110611,83954991354,0,12,만족,4
N,RVD-220323-0110609,83954991354,0,12,중립,3
N,RVD-220323-0110610,83954991354,0,12,무관심,3
N,RVD-220323-0110608,83954991354,0,12,무관심,3
N,RVD-220323-0110607,83954991354,0,12,바람,4
N,RVD-220323-0110606,83954991354,0,12,중립,3
N,RVD-220323-0110605,83954991354,0,12,만족,4
N,RVD-220323-0110604,83954991354,0,12,괴로움,2
N,RVD-220323-0110603,83954991354,0,12,만족,4
N,RVD-220323-0110602,83954991354,0,12,불안,2
N,RVD-220323-0110601,83954991354,0,11,만족,4
N,RVD-220323-0110600,83954991354,0,11,무관심,3
N,RVD-220323-0110598,83954991354,0,12,중립,3
N,RVD-220323-0110599,83954991354,0,12,즐거움,5
N,RVD-220323-0110597,83954991354,0,12,분노,1
N,RVD-220323-0110596,83954991354,0,12,바람,4
