SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,REVIEW_DOC_NO,REVIEW,LABELING,SPLIT_NO
G,P12,S49,122994,RVD-220315-0000852,염색할땐 이것만 사요바르기도 편하고 색도 잘나오고 머리도 덜상하고 색도 다양하고 할인도 자주해서 좋아요,"[('발림성', '바르기'), ('기타', '편하')]",1
