SITE_GUBUN,REVIEW_DOC_NO,PART_ID,DOC_PART_NO,REVIEW,CLASSIFY,EMPATHY,EMPATHY_SCORE
G,RVD-220315-0000852,122994,1,염색할땐 이것만 사요바르기도 편하고 색도 잘나오고 머리도 덜상하고 색도 다양하고 할인도 자주해서 좋아요,12,중립,3
